sentence_id,Someone,somewhere,title,article_link,Someone_first_index,Someone_last_index,somewhere_first_index,somewhere_last_index,sentence_text,paragraph_text,url
229091,William Warwick Buckland,Hurstpierpoint College,William Warwick Buckland,https://en.wikipedia.org/wiki?curid=14525325,0,2,9,10,"William Warwick Buckland was educated in France , at Hurstpierpoint College and the Crystal Palace School of Engineering .","William Warwick Buckland was educated in France, at Hurstpierpoint College and the Crystal Palace School of Engineering. He entered Caius College, Cambridge, in 1881, graduating in 1884 with a first in the Law Tripos. Elected a Fellow of Caius, he remained a Cambridge academic for the remainder of his life. In 1920 he became a Fellow of the British Academy. He received honorary degrees from the universities of Oxford, Edinburgh (1922), Harvard (1929), Lyon, Louvain and Paris. Among his best-known works on Roman Law is ""A Textbook of Roman Law from Augustus to Justinian"", which became a standard text.",https://en.wikipedia.org/wiki?curid=14525325
232268,William Greenway,Rugby School,William Greenway,https://en.wikipedia.org/wiki?curid=24157415,0,1,5,6,"William Greenway was educated at Rugby School and Trinity Hall , Cambridge .","William Greenway was educated at Rugby School and Trinity Hall, Cambridge. He subsequently became ordained as an Anglican clergyman.",https://en.wikipedia.org/wiki?curid=24157415
236662,He,Nelson College,Gerald R. Leighton,https://en.wikipedia.org/wiki?curid=53661578,0,0,4,5,He was educated at Nelson College in New Zealand and Manchester Grammar School .,"Leighton was born on 12 December 1868 in Bispham a suburb of Blackpool, the son of Rev James Leighton of Hereford. He was educated at Nelson College in New Zealand and Manchester Grammar School. He then studied Medicine at Edinburgh University, graduating MB in 1895. He decided to specialise in animal health.",https://en.wikipedia.org/wiki?curid=53661578
237733,He,George Mugg 's school,John Harvey Finlayson,https://en.wikipedia.org/wiki?curid=33041627,0,0,4,7,"He was educated at George Mugg 's school ( founded 1847 , later to become Mitcham Primary School , the oldest in South Australia ) and Adelaide Educational Institution , where he emulated the successes of his older brother R. K. Finlayson .","He was educated at George Mugg's school (founded 1847, later to become Mitcham Primary School, the oldest in South Australia) and Adelaide Educational Institution, where he emulated the successes of his older brother R. K. Finlayson.",https://en.wikipedia.org/wiki?curid=33041627
245242,Harrison,St Alban 's RC High School,Adam Harrison,https://en.wikipedia.org/wiki?curid=3327139,0,0,4,9,"Harrison was educated at St Alban 's RC High School , Torfaen .","Adam James Harrison (born 30 October 1985) is a Welsh cricketer. Harrison is a right-handed batsman who bowls right-arm medium pace. He was born at Newport, Monmouthshire. His father, Stuart, and his brother, David, are also cricketers. Harrison was educated at St Alban's RC High School, Torfaen. He now plays for Abergavenny Cricket Club in South Wales in the South East Wales Cricket League.",https://en.wikipedia.org/wiki?curid=3327139
245929,Johnson,Atlanta University,James Weldon Johnson Residence,https://en.wikipedia.org/wiki?curid=12556314,13,13,17,18,"Born in Florida in 1871 to middle - class African - Americans , Johnson was educated at Atlanta University , and had a diverse career as an educator , composer , singer , author , and journalist .","James Weldon Johnson occupied one of the units at #187 from 1925 until his death in 1938. Born in Florida in 1871 to middle-class African-Americans, Johnson was educated at Atlanta University, and had a diverse career as an educator, composer, singer, author, and journalist. He was hired by the National Association for the Advancement of Colored People (NAACP) in 1916, and held positions of importance in the organization for the rest of his productive life. He was instrumental in building the organization in the segregated South, and lobbied for anti-lynching legislation. He died in a car accident in 1938.",https://en.wikipedia.org/wiki?curid=12556314
256653,Willett,Eastbourne College,Allan Willett,https://en.wikipedia.org/wiki?curid=15127271,0,0,4,5,Willett was educated at Eastbourne College and was later commissioned during his National Service in the Buffs ( Royal East Kent Regiment ) .,Willett was educated at Eastbourne College and was later commissioned during his National Service in the Buffs (Royal East Kent Regiment). He was later seconded to the King's African Rifles in Kenya during the Mau Mau Uprising.,https://en.wikipedia.org/wiki?curid=15127271
257664,he,St Mungo 's Academy,John Maguire (archbishop of Glasgow),https://en.wikipedia.org/wiki?curid=2342081,8,8,13,16,"Born in Glasgow on 8 September 1851 , he was educated successively at St Mungo 's Academy and St Aloysius ' College , Glasgow , at Stonyhurst College , Glasgow University , and the Collegio di Propaganda Fide , Rome .","Born in Glasgow on 8 September 1851, he was educated successively at St Mungo's Academy and St Aloysius' College, Glasgow, at Stonyhurst College, Glasgow University, and the Collegio di Propaganda Fide, Rome.",https://en.wikipedia.org/wiki?curid=2342081
262335,She,the University of London,Milda Dorothea Prytz,https://en.wikipedia.org/wiki?curid=55822231,0,0,4,7,She was educated at the University of London and gained her doctorate from the University of Oslo .,She was educated at the University of London and gained her doctorate from the University of Oslo.,https://en.wikipedia.org/wiki?curid=55822231
265075,Fantus,a child,Bernard Fantus,https://en.wikipedia.org/wiki?curid=2362630,4,4,1,2,"As a child , Fantus was educated at Real - Gymnasium in Vienna , Austria .","Bernard Fantus was born to David and Ida (Gentilli) Fantus in Budapest, Hungary. As a child, Fantus was educated at Real-Gymnasium in Vienna, Austria. From a young age, his parents supported his ambition to be a physician. In 1889, at the age of fifteen, he and his parents immigrated to the United States. In Detroit, Michigan, Fantus was an apprentice for Mr. Leushner at Paul Leuchner's Drug store, who began training him in pharmacy. By 1902 the family relocated to Chicago, Illinois.",https://en.wikipedia.org/wiki?curid=2362630
265075,Fantus,Real - Gymnasium,Bernard Fantus,https://en.wikipedia.org/wiki?curid=2362630,4,4,8,10,"As a child , Fantus was educated at Real - Gymnasium in Vienna , Austria .","Bernard Fantus was born to David and Ida (Gentilli) Fantus in Budapest, Hungary. As a child, Fantus was educated at Real-Gymnasium in Vienna, Austria. From a young age, his parents supported his ambition to be a physician. In 1889, at the age of fifteen, he and his parents immigrated to the United States. In Detroit, Michigan, Fantus was an apprentice for Mr. Leushner at Paul Leuchner's Drug store, who began training him in pharmacy. By 1902 the family relocated to Chicago, Illinois.",https://en.wikipedia.org/wiki?curid=2362630
267293,Malan,a Jesuit school,Pedro Malan,https://en.wikipedia.org/wiki?curid=2362623,0,0,4,6,Malan was educated in a Jesuit school before studying electrical engineering at the Pontifícia Universidade Católica do Rio de Janeiro .,"Pedro Sampaio Malan was born in 1943 in Petropolis, a town named in honor of Dom Pedro II to the north of Rio de Janeiro. Malan was educated in a Jesuit school before studying electrical engineering at the Pontifícia Universidade Católica do Rio de Janeiro.",https://en.wikipedia.org/wiki?curid=2362623
268573,He,St Austin 's school,Phil Taylor (rugby union),https://en.wikipedia.org/wiki?curid=24155448,0,0,4,7,"He was educated at St Austin 's school , Wakefield , Salesian College , Farnborough and Loughborough University with whom he played .","He was educated at St Austin's school, Wakefield, Salesian College, Farnborough and Loughborough University with whom he played.",https://en.wikipedia.org/wiki?curid=24155448
278614,He,Harrow School,Frederick West (1767–1852),https://en.wikipedia.org/wiki?curid=35584453,0,0,4,5,He was educated at Harrow School .,"West was the son of John West, 2nd Earl De La Warr and Mary, the daughter of Lt.-Gen. John Wynyard. He was educated at Harrow School.",https://en.wikipedia.org/wiki?curid=35584453
280684,He,Middle Park State School,Philip Le Couteur,https://en.wikipedia.org/wiki?curid=11740197,0,0,4,7,He was educated at Middle Park State School and Warrnambool Academy before serving a pharmacy apprenticeship .,"Le Couteur was born at Kyneton, Victoria, the only son of George, a pharmaceutical chemist, and his wife Fanny. Both parents were Methodist and Australian born. He was educated at Middle Park State School and Warrnambool Academy before serving a pharmacy apprenticeship.",https://en.wikipedia.org/wiki?curid=11740197
280855,Hutchins,Plymouth College,George Hutchins (priest),https://en.wikipedia.org/wiki?curid=39110109,0,0,4,5,Hutchins was educated at Plymouth College and the University of Bristol and ordained in 1934 .,"Hutchins was educated at Plymouth College and the University of Bristol and ordained in 1934. After a curacy at St Matthew Moorfields, Bristol he held three incumbencies in Barbados. Returning to England in 1948 he was Vicar at All Saints, Gloucester until 1955 when he became Rector of Dursley. In 1961 he was appointed Canon Missioner for the Diocese of Gloucester, a post he held until his Archdeacon's appointment.",https://en.wikipedia.org/wiki?curid=39110109
287621,He,the University of Munich,Melchior Neumayr,https://en.wikipedia.org/wiki?curid=2341998,0,0,4,7,"He was educated in the University of Munich , and completed his studies at Heidelberg , where he graduated Ph.D.","He was educated in the University of Munich, and completed his studies at Heidelberg, where he graduated Ph.D. After some experience in field-geology under KW von Gümbel, he joined the Austrian geological survey in 1868. Four years later he returned to Heidelberg, but in 1873 he was appointed professor of palaeontology in Vienna, and occupied this post until his death.",https://en.wikipedia.org/wiki?curid=2341998
288666,He,the Hindu College,S. Kumaraswami Reddiar,https://en.wikipedia.org/wiki?curid=25569131,0,0,4,6,"He was educated at the Hindu College , Tinnevely and graduated from Presidency College , Madras .","Kumaraswami Reddiar was born in Tinnevely on 23 April 1876. He was educated at the Hindu College, Tinnevely and graduated from Presidency College, Madras. He studied law at Madras Law College and practised law. He served as Government Pleader and Public Prosecutor of Tinnevely till September 1926 before joining the Justice Party in the late 1920s.",https://en.wikipedia.org/wiki?curid=25569131
289932,He,home,"Henry Home, Lord Kames",https://en.wikipedia.org/wiki?curid=14064,0,0,4,4,He was educated at home by a private tutor until the age of 16 .,"He was born at Kames House, between Eccles and Birgham, Berwickshire, the son of George Home of Kames. He was educated at home by a private tutor until the age of 16.",https://en.wikipedia.org/wiki?curid=14064
289932,He,a private tutor,"Henry Home, Lord Kames",https://en.wikipedia.org/wiki?curid=14064,0,0,6,8,He was educated at home by a private tutor until the age of 16 .,"He was born at Kames House, between Eccles and Birgham, Berwickshire, the son of George Home of Kames. He was educated at home by a private tutor until the age of 16.",https://en.wikipedia.org/wiki?curid=14064
289932,He,the age of 16,"Henry Home, Lord Kames",https://en.wikipedia.org/wiki?curid=14064,0,0,10,13,He was educated at home by a private tutor until the age of 16 .,"He was born at Kames House, between Eccles and Birgham, Berwickshire, the son of George Home of Kames. He was educated at home by a private tutor until the age of 16.",https://en.wikipedia.org/wiki?curid=14064
293420,John,Queens ' College,Pampisford,https://en.wikipedia.org/wiki?curid=4319953,0,0,5,7,"John had been educated at Queens ' College , Cambridge .","The Herald's ""Visitations"" (1575 and 1619) record an armiger holding an estate here, John Killingworth, who is designated ""of Pampisford"", although he appears to have resided at another Killingworth estate, West Hall Manor at Mundford, in Norfolk. John had been educated at Queens' College, Cambridge. The Killingworths also held Balsham Place Manor in Cambridgeshire and John purchased Clare Priory in Suffolk from John Frende in 1589, who had it at the dissolution. It appears that the Killingworths were feudal tenants of the manor at Pampisford, held from the Cloville family as superiors who held the manors at Pampisford as far back as 1428 from the Abbot of Ely, the original superior. The ""Victoria County History"" states ""the lords [superiors] of the manor were non-resident from the mid 15th to the mid 19th century"". In his Will, John Killingworth describes Pampisford as his ""chief mansion"". The old parish registers for Pampisford record the burial there of ""John Killingworth, Esquire"", on 24 May 1617. ""In a house in Pampisford there are, in the parlour window, Arms for Richard Killingworth [d.1586] and his wife Margaret Beriff, and in one of the main bedrooms are Arms for his son (inscription:) 'John Killingworth Esquire [who] married Beatrice daughter of Robert Alington'. In the same window are another set of Arms for John Killingworth and his second wife Elizabeth Cheyney. It is presumed this was the manor house at that time.",https://en.wikipedia.org/wiki?curid=4319953
300689,the children,boarding schools,Michael A. Healy,https://en.wikipedia.org/wiki?curid=11906755,4,5,11,12,"His father arranged for the children to be formally educated at boarding schools in the North , and they identified as Irish Catholics .","Nicknamed ""Hell Roaring Mike,"" Healy was the fifth of 10 children of the Healy family of Georgia, known for their achievements in the North after being born into slavery. Their parents were an Irish-born planter and his African-American mixed-race slave, with whom he had a common-law marriage. His father arranged for the children to be formally educated at boarding schools in the North, and they identified as Irish Catholics. Healy has also been recognized since the late 20th century as the first man of African-American descent to command a ship of the United States government. The USCGC ""Healy"", commissioned in 1999, was named in his honor.",https://en.wikipedia.org/wiki?curid=11906755
300704,the Healy siblings,the North,Michael A. Healy,https://en.wikipedia.org/wiki?curid=11906755,4,6,1,2,"In the North , the Healy siblings were educated as and identified as Irish Catholics .","Though not unusual, the Healys' common-law marriage violated laws against inter-racial marriage. Healy's wealth and ambition provided for his children's education. Most of the children, all but one surviving infancy, achieved noteworthy success as adults. In the North, the Healy siblings were educated as and identified as Irish Catholics. They were part of a growing ethnic group in the mid-19th century United States. During the late 20th century, their individual professional achievements were claimed as notable firsts for African Americans.",https://en.wikipedia.org/wiki?curid=11906755
300704,the Healy siblings,as,Michael A. Healy,https://en.wikipedia.org/wiki?curid=11906755,4,6,9,9,"In the North , the Healy siblings were educated as and identified as Irish Catholics .","Though not unusual, the Healys' common-law marriage violated laws against inter-racial marriage. Healy's wealth and ambition provided for his children's education. Most of the children, all but one surviving infancy, achieved noteworthy success as adults. In the North, the Healy siblings were educated as and identified as Irish Catholics. They were part of a growing ethnic group in the mid-19th century United States. During the late 20th century, their individual professional achievements were claimed as notable firsts for African Americans.",https://en.wikipedia.org/wiki?curid=11906755
303143,Wootton,the Perse School,"Barbara Wootton, Baroness Wootton of Abinger",https://en.wikipedia.org/wiki?curid=8134545,0,0,4,6,Wootton was educated at the Perse School for Girls .,"Wootton was educated at the Perse School for Girls. She studied Classics and Economics at Girton College, Cambridge from 1915 to 1919, winning the Agnata Butler Prize in 1917. Wootton gained a first class in her final exams, but as a woman she was prevented from appending BA to her name.",https://en.wikipedia.org/wiki?curid=8134545
308862,He,Wake Forest ( N. C. ) College,Archibald Thomas Robertson,https://en.wikipedia.org/wiki?curid=10634563,0,0,4,10,"He was educated at Wake Forest ( N. C. ) College ( M. A. , 1885 ) and at the Southern Baptist Theological Seminary ( SBTS ) , Louisville , Kentucky ( Th . M. , 1888 ) , where he was thereafter instructor and professor of New Testament interpretation , and remained in that post until one day in 1934 , when he dismissed his class early and went home and died of a stroke .","Robertson was born at Cherbury near Chatham, Virginia. He was educated at Wake Forest (N. C.) College (M. A., 1885) and at the Southern Baptist Theological Seminary (SBTS), Louisville, Kentucky (Th. M., 1888), where he was thereafter instructor and professor of New Testament interpretation, and remained in that post until one day in 1934, when he dismissed his class early and went home and died of a stroke.",https://en.wikipedia.org/wiki?curid=10634563
321421,America,the University of the Western Cape,Derrick America,https://en.wikipedia.org/wiki?curid=53346003,0,0,5,10,America was then educated at the University of the Western Cape where he received a Bachelor of Commerce with Honours .,"At high school, America was a vocal opponent of apartheid and organised student protests. He first started work at the South African Post Office, where he had a confrontation with management about the apartheid system in place for employees.  America was then educated at the University of the Western Cape where he received a Bachelor of Commerce with Honours. His area of study focused on management and the labour market. He subsequently completed a Master of Business Administration at the Curtin University in Perth, Australia. America then worked as a school teacher, teaching business economics and accounting. He then served as an academic at Cape Peninsula University of Technology until 2009, lecturing in labour law and business courses. America also arbitrated on labour disputes at the Commission for Concilliation Mediation and Arbitration from 2009-2011.",https://en.wikipedia.org/wiki?curid=53346003
325732,Northcote,Cranbrook School,Percy Northcote,https://en.wikipedia.org/wiki?curid=53346548,7,7,11,12,His father was a wholesale warehouseman and Northcote was educated at Cranbrook School in Kent .,"Northcote was born in Islington in London, the son of Gilbert and Elizabeth Northcote (née Edwards). His father was a wholesale warehouseman and Northcote was educated at Cranbrook School in Kent. He studied medicine at St Thomas' Hospital in London and made his first-class debut for Middlesex in 1888 whilst a student. He played twice for the county that season as well as for the Gentlemen of Kent in a non-first-class match. The following season, after an innings of 201 not out for the hospital side, he was selected to play for the Kent county side against MCC at Lord's.",https://en.wikipedia.org/wiki?curid=53346548
327565,He,the University of Otago,Tim Jones (writer),https://en.wikipedia.org/wiki?curid=12557082,0,0,4,7,"He was educated at the University of Otago in Dunedin , and has lived in Wellington since 1993 .","Born in Cleethorpes, near Grimsby, England, Jones moved to Southland, New Zealand at a young age. He was educated at the University of Otago in Dunedin, and has lived in Wellington since 1993.",https://en.wikipedia.org/wiki?curid=12557082
336991,William Lewis,the University of Colorado,William Lewis (tenor),https://en.wikipedia.org/wiki?curid=20288459,0,1,5,8,"William Lewis was educated at the University of Colorado , Texas Christian University and New York University .","William Lewis was educated at the University of Colorado, Texas Christian University and New York University. He began his career as a writer and an athlete before deciding to pursue a career in opera. He began his voice training under Karl Kritz and Arthur Faguy Coté in Fort Worth, followed by studies with Susan Seton and Hulda and Luigi Rossini in New York. In the summer of 1951 he attended the Music Academy of the West. He made his professional opera debut in 1953 with Fort Worth Opera as Rinuccio in Puccini's ""Gianni Schicchi"". Two years later he won the Metropolitan Opera's ""Audition of the Air"" competition (precursor to the National Council Auditions). Lewis made his debut at the Metropolitan Opera as Narraboth in ""Salome"" on March 1, 1958 and subsequently sang in 234 performances in his 35 years with the company. In 1975 he made his debut at San Francisco Opera as Steuermann and Erik in ""The Flying Dutchman"" and has sung in sixteen different productions with the company in subsequent seasons. In 1981 he made his debut at the Salzburg Festival in the title role of Offenbach's ""The Tales of Hoffmann"", returning there for the following four years in such roles as Arbace in ""Idomeneo"" and the First Geharnischter in ""The Magic Flute"". In 1990 he made his debut at the Teatro Lirico in the world premiere of Azio Corghi's ""Blimunda"".",https://en.wikipedia.org/wiki?curid=20288459
337537,Charles,the local schools of Marion and Linn counties,Charles A. Johns,https://en.wikipedia.org/wiki?curid=12061766,0,0,5,12,Charles was then educated in the local schools of Marion and Linn counties .,"Charles Johns was born to James McClellan Johns and Elizabeth Ann Darby Johns in Jackson County, Missouri. In 1858, the family immigrated to the Oregon Territory and settled in the Willamette Valley. Charles was then educated in the local schools of Marion and Linn counties. For college he attended Willamette University in Salem, where he graduated in 1878 with his Bachelor of Arts. He was admitted to the bar in 1881. The following year Johns married Mabel Ellis with whom he fathered three children. He would also have three children by his second wife Elizabeth Busch.",https://en.wikipedia.org/wiki?curid=12061766
338265,He,Yale University,Edwin Arthur Burtt,https://en.wikipedia.org/wiki?curid=2362767,0,0,4,5,He was educated at Yale University .,"He was born on October 11, 1892 in Groton, Massachusetts. His missionary parents took Burtt to China for several of his teenage years. He was educated at Yale University. He graduated from Yale in 1915, where he was a member of Skull and Bones. He attended Union Theological Seminary and Columbia University. He became the Susan Linn Sage Professor of Philosophy at Cornell University in 1941.",https://en.wikipedia.org/wiki?curid=2362767
348417,who,the Burgundian court,Court music in Scotland,https://en.wikipedia.org/wiki?curid=42183672,7,7,12,14,"His marriage to Mary of Guelders , who had been educated in the Burgundian court , meant that she brought the latest ideas of music to the Scottish court .","The captivity of James I in England from 1406 to 1423, where he earned a reputation as a poet and composer, may have led him to take English and continental styles and musicians back to the Scottish court on his release. Walter Bower, abbot of Inchcolm praised him as ""another Orpheus"", including mastery of the organ, drum, flute and lyre. James II also demonstrated some musical ability. His marriage to Mary of Guelders, who had been educated in the Burgundian court, meant that she brought the latest ideas of music to the Scottish court.",https://en.wikipedia.org/wiki?curid=42183672
348505,She,Collegiate Girls ' High School,Désirée Talbot,https://en.wikipedia.org/wiki?curid=15751837,0,0,4,8,She was educated at Collegiate Girls ' High School in Port Elizabeth and afterwards at Rustenburg Girls High in Cape Town .,She was educated at Collegiate Girls' High School in Port Elizabeth and afterwards at Rustenburg Girls High in Cape Town. Her father was a civil engineer and an amateur organist and pianist. Her mother was also musical and took piano lessons with Doris Lardner at the South African College of Music in Cape Town.,https://en.wikipedia.org/wiki?curid=15751837
348665,Sterling,Trinity College,Paul Ivy Sterling,https://en.wikipedia.org/wiki?curid=39596193,0,0,4,5,"Sterling was educated at Trinity College , Dublin .","Sterling was educated at Trinity College, Dublin. He entered King's Inn, Dublin and Gray's Inn in London. He was called to the Irish Bar, Michaelmas Term, 1829.",https://en.wikipedia.org/wiki?curid=39596193
350277,he,England,William Beckford of Somerley,https://en.wikipedia.org/wiki?curid=9630987,12,12,16,16,"Born into a very prominent and wealthy slave - holding family , he was educated in England , lost his father at the age of 10 , and rounded off his gentleman 's upbringing through Westminster School and Oxford University with a Grand Tour .","Born into a very prominent and wealthy slave-holding family, he was educated in England, lost his father at the age of 10, and rounded off his gentleman's upbringing through Westminster School and Oxford University with a Grand Tour. He inherited his estates around Hertford in western Jamaica around 1765 at the age of 21. In a different mould from his colonial ancestors, he was a cultivated and personally sensitive man who, after he married and went to live in Jamaica in 1774 to supervise his affairs personally, became preoccupied with the welfare and conditions of the African workers in his estates, deplored their mistreatment and hardships and sought to deal with them humanely.",https://en.wikipedia.org/wiki?curid=9630987
357736,he,his aunt,Vespasiano I Gonzaga,https://en.wikipedia.org/wiki?curid=20796989,3,3,7,8,"Soon orphaned , he was educated under his aunt Giulia Gonzaga , who had moved to Naples to escape attempts from other members of the Colonna family to kill Vespasiano in order to obtain the fiefs he had inherited from his mother .","He was born in Fondi, a Colonna fief in the southern Latium, the son of Isabella Colonna and the condottiero Louis Gonzaga, lord of Palazzolo, a member of a cadet branch of the House of Gonzaga, Dukes of Mantua. Soon orphaned, he was educated under his aunt Giulia Gonzaga, who had moved to Naples to escape attempts from other members of the Colonna family to kill Vespasiano in order to obtain the fiefs he had inherited from his mother.",https://en.wikipedia.org/wiki?curid=20796989
358188,The son of Henry J. Parker,Maidstone,Henry Parker (cricketer),https://en.wikipedia.org/wiki?curid=44600137,0,5,24,24,"The son of Henry J. Parker who was Gresham Professor of Divinity and vicar of High Halden in Kent , Parker was educated at Maidstone and at Corpus Christi College , Cambridge .","The son of Henry J. Parker who was Gresham Professor of Divinity and vicar of High Halden in Kent, Parker was educated at Maidstone and at Corpus Christi College, Cambridge. Parker played most of his early cricket as a middle-order batsman, though he rarely seemed to make many runs; an exception was his solitary appearance in the University Match between Cambridge University and Oxford in 1839, in which he made 43, by some distance his best score in first-class cricket. After a solitary appearance for Kent in 1841, the rest of his cricket was played for the amateur Gentlemen of Kent side, and though detailed scorecards from his era are not often available, he seems to have developed as a bowler: against the Gentlemen of England in 1845, he batted at No 11 but took four wickets, though the scorecard also records he bowled 12 wides. It is not known whether batted or bowled right- or left-handed, nor his style of bowling.",https://en.wikipedia.org/wiki?curid=44600137
358188,Parker,Maidstone,Henry Parker (cricketer),https://en.wikipedia.org/wiki?curid=44600137,20,20,24,24,"The son of Henry J. Parker who was Gresham Professor of Divinity and vicar of High Halden in Kent , Parker was educated at Maidstone and at Corpus Christi College , Cambridge .","The son of Henry J. Parker who was Gresham Professor of Divinity and vicar of High Halden in Kent, Parker was educated at Maidstone and at Corpus Christi College, Cambridge. Parker played most of his early cricket as a middle-order batsman, though he rarely seemed to make many runs; an exception was his solitary appearance in the University Match between Cambridge University and Oxford in 1839, in which he made 43, by some distance his best score in first-class cricket. After a solitary appearance for Kent in 1841, the rest of his cricket was played for the amateur Gentlemen of Kent side, and though detailed scorecards from his era are not often available, he seems to have developed as a bowler: against the Gentlemen of England in 1845, he batted at No 11 but took four wickets, though the scorecard also records he bowled 12 wides. It is not known whether batted or bowled right- or left-handed, nor his style of bowling.",https://en.wikipedia.org/wiki?curid=44600137
359720,He,The King 's School,Roy Bell (politician),https://en.wikipedia.org/wiki?curid=50274878,0,0,4,7,"He was educated at The King 's School , Parramatta and owned or managed a series of Stations in Queensland and New South Wales .","Bell was born at Denman, New South Wales, the son of Federick Samuel Bell and his wife Mary Charlotte (née Mackenzie). He was educated at The King's School, Parramatta and owned or managed a series of Stations in Queensland and New South Wales.",https://en.wikipedia.org/wiki?curid=50274878
364725,Dupré,the University of Oxford,John Dupré,https://en.wikipedia.org/wiki?curid=14521898,0,0,4,7,"Dupré was educated at the University of Oxford and the University of Cambridge and taught at Oxford , Stanford University and Birkbeck College of the University of London before moving to Exeter .","Dupré was educated at the University of Oxford and the University of Cambridge and taught at Oxford, Stanford University and Birkbeck College of the University of London before moving to Exeter.",https://en.wikipedia.org/wiki?curid=14521898
375539,He,Wellington College,Eustace Mordaunt,https://en.wikipedia.org/wiki?curid=53342170,0,0,4,5,"He was educated at Wellington College where he was in the cricket XI from 1887 to 1889 , leading the school averages in his final season and captaining the side in 1888 .","Mordaunt was born at Wellesbourne Hastings in Warwickshire, the son of John Mordaunt who had played cricket for MCC. He was educated at Wellington College where he was in the cricket XI from 1887 to 1889, leading the school averages in his final season and captaining the side in 1888. He played for Hampshire County Cricket Club in 1887 whilst he was at school at a time when the county did not have first-class cricket status.",https://en.wikipedia.org/wiki?curid=53342170
376476,McKeever,Dalriada School,Bridget McKeever,https://en.wikipedia.org/wiki?curid=4940633,0,0,4,5,McKeever was educated at Dalriada School and Stranmillis University College .,McKeever was educated at Dalriada School and Stranmillis University College.,https://en.wikipedia.org/wiki?curid=4940633
381016,She,Notting Hill High School,Clara Rackham,https://en.wikipedia.org/wiki?curid=38772779,0,0,4,7,"She was educated at Notting Hill High School , St Leonards School ( 1892–93 ) , Bedford College in 1894 , and like her older sister , Margaret , attended Newnham College , Cambridge .","Clara Rackham (known as Dorothea to her family) was born in Notting Hill, the daughter of Henry Tabor, a gentleman farmer from a non-conformist family based in Bocking in Essex and Emma Tabor (née Woodcock) who came from Wigan. She was educated at Notting Hill High School, St Leonards School (1892–93), Bedford College in 1894, and like her older sister, Margaret, attended Newnham College, Cambridge.",https://en.wikipedia.org/wiki?curid=38772779
381016,She,1894,Clara Rackham,https://en.wikipedia.org/wiki?curid=38772779,0,0,19,19,"She was educated at Notting Hill High School , St Leonards School ( 1892–93 ) , Bedford College in 1894 , and like her older sister , Margaret , attended Newnham College , Cambridge .","Clara Rackham (known as Dorothea to her family) was born in Notting Hill, the daughter of Henry Tabor, a gentleman farmer from a non-conformist family based in Bocking in Essex and Emma Tabor (née Woodcock) who came from Wigan. She was educated at Notting Hill High School, St Leonards School (1892–93), Bedford College in 1894, and like her older sister, Margaret, attended Newnham College, Cambridge.",https://en.wikipedia.org/wiki?curid=38772779
381183,Miller,Malbank School,Ben Miller,https://en.wikipedia.org/wiki?curid=1167880,0,0,4,5,"Miller was educated at Malbank School and Sixth Form College , his local comprehensive school in Nantwich , Cheshire .","Miller was educated at Malbank School and Sixth Form College, his local comprehensive school in Nantwich, Cheshire. He read Natural Sciences at St Catharine's College, Cambridge. As an undergraduate, he participated in theatre with Rachel Weisz, and also dated her. He remained at Cambridge to read for a PhD in solid state physics, with his proposed thesis titled ""Novel quantum effects in low-temperature quasi-zero-dimensional mesoscopic electron systems.""",https://en.wikipedia.org/wiki?curid=1167880
381730,Julia Maud,a Church of England convent school,Maud Churton Braby,https://en.wikipedia.org/wiki?curid=63348376,0,1,5,10,"Julia Maud was educated at a Church of England convent school , then later at a finishing school in Germany .","Their daughters Constance, Lucy Madeline, and Julia Maud, and their son Stanley Douglas, were born in China, but by 1881 the family had returned to England and settled at Paignton, Devon. Julia Maud was educated at a Church of England convent school, then later at a finishing school in Germany. Her parents were by then living in London, but her mother died in January 1899 at Lewisham. In February 1901, her father married secondly, at Ladbroke Grove, Mary Anne Elizabeth Hole, daughter of a physician, and the following year was living at Catford.",https://en.wikipedia.org/wiki?curid=63348376
381730,Julia Maud,a finishing school,Maud Churton Braby,https://en.wikipedia.org/wiki?curid=63348376,0,1,15,17,"Julia Maud was educated at a Church of England convent school , then later at a finishing school in Germany .","Their daughters Constance, Lucy Madeline, and Julia Maud, and their son Stanley Douglas, were born in China, but by 1881 the family had returned to England and settled at Paignton, Devon. Julia Maud was educated at a Church of England convent school, then later at a finishing school in Germany. Her parents were by then living in London, but her mother died in January 1899 at Lewisham. In February 1901, her father married secondly, at Ladbroke Grove, Mary Anne Elizabeth Hole, daughter of a physician, and the following year was living at Catford.",https://en.wikipedia.org/wiki?curid=63348376
385591,Lawrence,Rose Hill School,Robert Lawrence (British Army officer),https://en.wikipedia.org/wiki?curid=11904608,0,0,4,6,"Lawrence was educated at Rose Hill School , Alderley and then Fettes College , but left at the age of 16 ; some accounts state that he was expelled .","Lawrence was born on 3 July 1960. His father had served in the Royal Air Force. Lawrence was educated at Rose Hill School, Alderley and then Fettes College, but left at the age of 16; some accounts state that he was expelled. He decided to join the army, largely to placate his father. After attending Royal Military Academy Sandhurst, he was commissioned into the Scots Guards as a second lieutenant with a short service commission on 4 August 1979. He was promoted to lieutenant on 4 August 1981.",https://en.wikipedia.org/wiki?curid=11904608
