sentence_id,תיאור,title,sentence_text,query number
133842,כוללת,ME-11-06-2965-391,איני מתעלם מן ה קשיים ש ב עדות של היא ה כוללת של ה מתלוננת .,5.0
133862,שקרית,ME-11-06-2965-391,"גרסה שקרית זו של ה מתלוננת היא משמעותית ביותר , מאחר ש ה עבר ה משותף של היא ו של ה נאשם בוודאי מקרין לא רק על מידת ה מהימנות ש יש ל יחס ל מתלוננת ב אופן כללי , אלא אף על מידת ה מהימנות ש יש ל יחס ל גרסה של הוא של ה נאשם ש ה שניים התחבקו ו התנשקו ו זרמו לקראת יחסים אינטימיים גם ב ליל ה אירוע נשוא כתב ה אישום .",5.0
135219,יחידה,SH-07-4824-71,"( עמ' 44 ש' 5 - 10 ) הערכת מהימנות ו קביעת ממצא של אני עובדה כבר עתה אומר כי לאחר ש האזנתי ל דברי ה עדים ו בחנתי את עדות של הם ב פני , אני מעדיף ללא היסוס את גירסת ה מתלוננת ל אירועים ו דוחה לחלוטין את גירסת ה נאשם , ו זאת לאחר ש הזהרתי עצמי כ מתחייב מ הוראת ל כי ה מדובר ב הכרעה על בסיס עדות יחידה של מתלוננת ב עבירת מין .",5.0
135358,מהימנה,SH-07-4824-71,סיכום ה תרשמותי מ ה מתלוננת אין ספק ב עין של אני כי עדות של היא של ה מתלוננת הינה מהימנה ו בעלת מידת אמינות גבוהה .,5.0
135631,נוספת,ME-11-06-2577-640,"דעה של היא של ה עדה לא השתנתה גם לאחר גביית עדות נוספת מ ה ילדה , ש נכפתה על היא כעבור קרוב ל חודשיים מ גביית ה ראשונה ו אחרי הגשת כתב ה אישום .",5.0
135872,יחידה,ME-11-06-2577-640,"לכן די עתה ב עדות יחידה של ה מתלונן / ת ב ה עבירות מין לשם הרשעה , אך מ צד שני גם ב מקרה כ ה זה מוטל על בית ה משפט להקפיד כי ה הנמקה ה נדרשת תתמודד כראוי , ב אופן הולם , הוגן ו ממצה , עם כל ה קושי ש עלול לעורר מתן ה אמון ב עדות יחידה של ה נפגע "" .",5.0
136185,יחידה,ME-11-06-2577-640,"ב מוקד ראיות ה תביעה עומדת , כ דבר מובן מ אל הוא , עדות של היא ה יחידה של ה מתלוננת ו ב התאם ל מידת ה אמון ש יינתן ב היא , ב סוף של הוא של יום , יקום ו ייפול דבר .",5.0
136200,סותרות,ME-11-06-2577-640,"ה עובדות ה נוגעות ל לבישת ה גרביונים ב אותו אירוע נותרו עמומות , כאשר הוצגו ב פנין של הוא גרסאות סותרות ב נושא , חלק של הן מ פי ה מתלוננת .",5.0
136331,יחידה,s00012094-286,"כן מציין ה סניגור כי ה מתלוננת לא אמרה ב עדות של היא ב ביהמ""ש דבר ב עניין צביטה בלחי ו על כן , ל דעת ה סניגור , אין להשתית הרשעה בהסתמך על עדות של היא ה יחידה של ה מתלוננת .",5.0
137695,רצופת סתירות,SH-07-2293-935,עדות של היא של ה מתלוננת היתה לא עקבית ו רצופת סתירות .,5.0
138046,שלישית,SH-07-2293-935,"בפני מ' הוצגה ה גרסה ה שלישית לפי היא ה מתלוננת ה חחטה לנקום ב ה נאשם בעקבות סירוב של הוא להסיע את היא ( עמ' 170 - 171 ) ו היא ניסתה לסחוט את ה נאשם ב ה שיחה ה טלפונית עם שאול , ש אם ה נאשם לא יתן ל היא 50,000 ₪ היא תספר לא' את ה סיפור ו הוא ירצח את הוא ( את ה נאשם ) .",5.0
138123,יחידה,SH-07-2293-935,"ל עניין של אנחנו , למרות ש העדפתי גרסה של היא של ה מתלוננת על פני גרסה של הוא של ה נאשם , הגעתי ל ה מסקנה כי ב נסיבות ה מקרה , נוכח התנהלות של היא ה לא שגרתית של ה מתלוננת עובר ל הגשת ה תלונה ו לאחריה , לא יהיה זה בטוח לקבוע ממצאים עובדתיים מרשיעים ב דבר אשמת ה נאשם מעבר ל כל ספק סביר על יסוד עדות של היא ה יחידה של ה מתלוננת .",5.0
139479,יחידה,s015840,"באשר ל מקרה ב מוסך : ה סנגור הדגיש , ש כתב ה אישום תלוי כולו הוא ב עדות של היא ה יחידה של ה מתלוננת , ש אין ל הוא כל חיזוק או סיוע .",5.0
143168,ברורה,SH-07-1532-247,"עדות של הוא ה נ""ל של ה מתלונן היתה מבולבלת , מתחמקת , בלתי ברורה לא עקבית כלל .",5.0
143183,מהימנה,SH-07-1532-247,"התרשמתי כי עדות של הוא ה נ""ל של ה מתלונן לא היתה מהימנה כלל , ו ה הסבר ש מסר ליישב את ה סתירה בין דבר של הוא ב ה משטרה לבין גרסה של הוא ב בית ה משפט , לא היה משכנע כלל .",5.0
143232,עקבית,SH-07-1532-247,"יש לציין כי עדות של הוא של ה מתלונן , ל ה עניין ה תלונות ה קודמות ה נ""ל , לא היתה עקבית כלל .",5.0
144751,מהימנה,M003032,"אין אנו מאמינים ל עדות ה נאשם , ו אנו מעדיפים את עדות של היא ה מהימנה של ה מתלוננת על פני הכחשה של הוא ה כוללת של ה נאשם .",5.0
145014,ארוכה,s993830,עדות של היא של ה מתלוננת היתה ארוכה ו מפורטת ו ניתן היה להתרשם מן היא ו מאישיות של היא במשך ה שעות ה רבות ב הן עמדה על דוכן ה עדים .,5.0
145628,אמינה,s993830,"כפי ש בואר לעיל , ה נדבך ה מרכזי ב הרשעה של הוא של ה נאשם היא עדות של היא ה אמינה ו ה משכנעת של ה מתלוננת , כש אל של היא מצטרפות ראיות נוספות ה מחזקות ו מעבות את היא .",5.0
146293,אמינה על אני,s021336a,גירסה של הוא של ה מתלונן היתה אמינה על אני ו נמצאו ל היא ראיות מסייעות ו מחזקות .,5.0
149705,שיקרית,m97000952-7,"שכן , לא מתקבל על ה דעת ש ב חורה ש בוצעו ב היא מעשים מיניים בניגוד ל רצון של היא ו ב ה כפיה , פעמיים , ל טענה של היא , תמשיך להיפגש עם מי ש כפה על היא יחסים אלו , ו לקיים איתו הוא יחסי מין מ רצון כאילו לא אירע דבר ; ו היא הנותנת - כך על פי ה טענה - כי גירסה של היא של ה מתלוננת הינה שיקרית .",5.0
150343,אותנטית,ME-09-09-9012-283,ה עדות של ה מתלוננת הייתה אותנטית ו לא היה ב היא רצון ל נקמה .,5.0
150562,יחידה,ME-09-09-9012-283,"ב היות עדות ה מתלוננת עדות יחידה , כרסום זה מתווסף ל תהיות ש עלו ב עדות של היא לגבי נ / 5 , ו אלה הביאו את אני ל ה מסקנה ש לא ניתן לבסס ממצאים מרשיעים על יסוד עדות של היא ה יחידה של ה מתלוננת לגבי ה עבירות ה מיוחסות ל ה נאשם 2 .",5.0
150595,חדה,ME-09-09-9012-283,"עם אחר , היתה עדות של היא של ה מתלוננת חדה במיוחד , כאשר העידה כיצד היא שבה ו חשה זאת ב אופן מדויק גם ב עת עדות של היא , ו ה עבירה ל אנחנו תחושה זו ב אופן מצמרר .",5.0
151488,סותרות,m02001067-568,"עדות של הוא של שבי היא ה עדות ה יחידה של מי ש היה קרוב ל אירועים ב עת התרחשות של הם , מלבד עדות של הם ה סותרות של ה מתלוננת ו ה נאשם .",5.0
151690,יחידה,m02001067-568,"על - אף ש בוטלה דרישת ה סיוע ל עדות יחידה של מתלוננת ב עבירת - מין , הובאו ב פנין של הוא ע""י ה מאשימה עדויות נוספות ב מטרה לתמוך ו לאמת את גרסת ה מתלוננת , ו לחזק את אמינות של היא .",5.0
154611,אמינה,M-NoPub-ZC-5-306-L,"הבאתי את תמצית עדות של הן של ה אם ו של ה מורה , כדי להראות עד כמה אמינה , עקבית ו מאופקת היתה גירסה של היא של ה קטינה .",5.0
154625,נוספת,M-NoPub-ZC-5-306-L,"ה חוקרת תמר קניספל קבעה ב חוות דעה של היא ( ת / 92 ) , כי ה ילדה מהימנה ו ה מליצה לגבות עדות נוספת מ ה ילדה על ידי חוקר / ת ילדים דובר / ת ערבית .",5.0
155591,עקבית,m02001242,"סתירות מהותיות אלו מצביעות על כך ש ה נאשם שיקר , בעיקר לאור בחינת גרסה של הוא ה עקבית ו ה הגיונית של ה מתלונן , ש נתמכת ב דברי חבר של הוא ו אנשי ה משטרה , רס""ר שלמה ממן ו משה פורשר , אשר דבר של הם משלימים ו מאששים כאמור , אלה את אלה .",5.0
156992,מהימנה,ME-10-09-31383-790,"כמו כן , על פי גרסה של היא ה מהימנה של ה מתלוננת , ה נאשם נכנס ו יצא מן ה חדר כמה פעמים ; הוא יצא מ ה חדר , כש ה אחות בכתה או כש ביקש ש ה מתלוננת תצא ל שירותים , ו חזר לאחר מ כן ל חדר ; ו מכאן ש גם הייתה ל הוא אפשרות להימנע מ מעש של הוא ( ל מקרים נוספים ש ב הם הועלתה טענת שכרות , ראו למשל ו ה שוו : ( 3 ) 83 , ב ה פסקה 5 .",5.0
157003,מהימנה,ME-10-09-31383-790,"כפי ש קבעתי לעיל , אני מאמץ את גרסה של היא ה מהימנה של ה מתלוננת באשר ל כל ה מעשים ש ביצע ב היא ה נאשם , כ מתואר ב כתב ה אישום , ו דוחה כבלתי מהימנה את גרסה של הוא של ה נאשם , ש לפי היא כלל לא נכנס ל חדר , אלא ישן במשך ה לילה .",5.0
157025,מהימנה,ME-10-09-31383-790,"כפי ש קבעתי לעיל , אני מאמץ את גרסה של היא ה מהימנה של ה מתלוננת - גם לגבי אמירה של הוא של ה נאשם ל מתלוננת ב חדר ש זה סוד ו שלא תגלה דבר , ו גם לגבי ה מפגש של הוא ב ה בוקר ש למחרת עם ה מתלוננת ב בית , ש אז קרץ ל היא , עשה תנועה עם ה יד על ה פה , ו אמר "" ששש "" .",5.0
163434,אמינה,m02001238,"לכאורה , די ל אנחנו ב גירסה של היא ה אמינה ו ה מהימנה של ה מתלוננת בכדי להרשיע את ה נאשם ב עבירה ה מיוחסת ל הוא .",5.0
163479,כוללת,m02001238,"אין כל ספק כי מצב נפשי כ ה זה אשר , כאמור , מחייב גם היום טיפול פסיכיאטרי תרופתי ו מעקב ל טווח ארוך , מהווה סיוע של ממש ל גירסה של היא ה כוללת של ה מתלוננת , הגם ש סיוע אינו נדרש ל היא .",5.0
163518,הבלתי נסתרת,m02001238,"לעומת גירסה של היא ה אמינה , ה מהימנה ו הבלתי נסתרת של ה מתלוננת , אשר קיבלה סיוע , חיזוק ו אימות מ כל ה ראיות ה נוספות כ ה אמור ל עיל , ה רושם ה עולה מגרסאה של הוא של ה נאשם , מ עדות של הוא ב בית - ה משפט ו מ התנהגות של הוא ב מהלך ה דיונים הוא שלילי ו בלתי אמין .",5.0
164413,מהימנה,s002301,"אלא ש ב בואי לברור את ה מוץ מן ה תבן , מצאתי כי גרסה של היא של ה קטינה , באשר ל ה מעשים ש ביצע ה נאשם ב גופה , הינה מהימנה .",5.0
165005,שנייה,me-08-5014,"כמו כן , עמדנו על כך ש גם עדות של היא ה שנייה של ה מתלוננת ב פנין של הוא נמצאה מהימנה , ו כי זו לא התקשתה להתמודד עם שאלות באי כוח ה צדדים ב יחס ל כל ה ראיות ה נוספות ( ר' עמ' 308 - 317 לפרו' ) .",5.0
168427,ארוכה,s03001809-358,עדות של היא של ה מתלוננת ב בית ה משפט היתה ארוכה ו מפורטת ו התייחסה ל כל ה עובדות נשוא כתב ה אישום .,5.0
176454,יחידה,ME-10-09-36439-55,""" מ לשון ה סעיף עולה כי רשאי בית ה משפט להסתמך על עדות יחידה של מתלוננת ו בלבד ש יפרט מה הניע את הוא להסתפק ב עדות זו .",5.0
179465,שלישית,m00925,"ו אמנם , גם כאן אי אפשר שלא להציג את ה תמונה ש עודנה חרוטה ב זיכרוני , ב מהלך עדות שלישית זו של ה מתלוננת , כאשר - ו להבדיל מעדות של היא ה קודמות - ישבה כש עיניה מושפלות , ו אף לא פעם אחת לא הפנתה מבט של היא אל אנחנו , ו לא התרשמתי ש היה זה על שום ש התביישה על כי ש יקרה ב עדות של היא ה ראשונה .",5.0
179475,שנייה,m00925,"סיכום של הוא של דבר , לא רק ש ב ה עדות ה שנייה ו ה שלישית של ה מתלוננת לא היה כדי לערער את מהימנות גירסה של היא ב עדות של היא ה ראשונה ו ה מקורית - ש על היא , בין ה יתר , מבוססת הכרעת דין זו - אלא היה ב הן , אף כדי להוסיף יתר נופך ו יתר חיזוק , ב כל ה קשור ל מהימנות גירסה של היא ה מקורית של ה מתלוננת .",5.0
179478,מקורית,m00925,"ועתה - ו מש במהימנות קא עסקינן , ו בתיתי , אליבא דידי , אמון מלא ב גירסה של היא ה מקורית של ה מתלוננת - נשוב אל גירסת ה נאשם , ו נבחן עד כמה היא עומדת היא ב מבחן ה מהימנות .",5.0
179616,נוגדות,m00925,"בני זוג אלה גם מסרו אמרות ב ה משטרה , בעקבות תלונת ה מתלוננת , ו הם גם מופיעים ב רשימת עדי ה תביעה ש ב כתב ה אישום ( עדי תביעה מס' 3 ו - 4 ) , כ כ ה אלה ש ה מאשימה התכוונה להעידם את הם מ טעם של היא , ו מסתמא יכול היה ב עדות של הם כדי לסייע ב הכרעה בין ה גירסאות ה נוגדות של ה מתלוננת ו של ה נאשם .",5.0
179630,ראשית,m00925,"כבר ב פתח דבר ראוי לציין , כי - ו להבדיל מעדות של היא ב יחס ל אירועים נשוא ה אישום ה ראשון ו ה שני - עדות של היא ה ראשית ( ה ראשונה ) של ה מתלוננת , ב יחס ל אירועים נשוא ה אישום ה שלישי , ב הוא קא עסקינן עתה , לא היתה סדורה , כולי אני ה אי , ב ה מובן זה ש ב היא , בלבד , לא היה כדי לבסס את כל ה מעשים ה מיוחסים ל ה נאשם ב אישום זה .",5.0
184354,קשה,SH-14-02-15294-22,"ל כף ה קולא יש להטיל את הודיה של הוא של ה נאשם , ש חסכה עדות קשה של ה מתלוננת , ו משקפת נטילת אחריות .",5.0
187355,מבולבלת,s00001440-279,ניתנת ה אמת להיאמר - גירסה של היא של ה מתלוננת ב ענין זה היא מבולבלת ו לא אחידה .,5.0
190088,יחידה,m06003021,"מ לשון ה סעיף עולה כי בית - ה משפט רשאי להסתמך על עדות יחידה של מתלוננת , ו בלבד ש יפרט מה הניע את הוא להסתפק ב עדות זו .",5.0
190105,סותרות,m06003021,"ב תיק ש ב פנין של הוא , כמו ב מרבית תיקי עבירות ה מין , מצויות ב פנין של הוא גרסאות סותרות , של ה מתלוננות מחד ו של ה נאשם מאידך .",5.0
190141,יחידה,m06003021,"ב ענייננו נראה ל אני ש לא היה זה בטוח להשתית את הרשעת ה מערער על עדות של היא ה יחידה של ה מתלוננת , ה לוקה כאמור , ב סתירות ו ב תמיהות .",5.0
190887,יחידה,m06003021,"כפי ש ציינתי ב תחילת ה דברים , די ב עדות יחידה של ה מתלוננת ב ה צירוף ה נמקה כדי לבסס הרשעה ב ה עבירות מין .",5.0
190907,עקבית,m06003021,"ניתן היה להתרשם כי עדות של היא של ה מתלוננת לגבי עיקרי ה דברים הייתה עקבית , ו גם כאשר נעשו ניסיונות "" לבלבל "" את היא , חזרה ב עקשנות ו ב ביטחון על ה גרסה .",5.0
191022,עובדתית,m06003021,"יצוין כי אין מחלוקת בין ה צדדים כי אם תתקבל גרסה של היא ה עובדתית של ה מתלוננת , הרי ש יש ב ה מעשים ה מיוחסים ל ה נאשם כדי למלא את כל יסודות ה עבירות ה מיוחסות ל הוא , ו על כן אין צורך לבחון את יסודות כל אחת ו אחת מ ה עבירות .",5.0
191043,יחידה,m06003021,"על כן נראה כי לאור גיל של היא ה צעיר של ה מתלוננת ב זמן ביצוע ה מעשים ו ה זמן ה רב ש חלף , אין להסתפק ב עדות של היא ה יחידה של ה מתלוננת לגבי טיב ה מעשים ו אופיין של ה נגיעות כדי להסיר כל ספק ו להרשיע את ה נאשם .",5.0
194662,יחידה,s011088,"בית ה משפט מזהיר עצמו כי ב פנים של הוא עדות יחידה של ה מתלוננת , גם אם יימצאו תימוכין ל עדות של היא , הרי ה חובה על פי ה דין , כי בית ה משפט ינקוט משנה זהירות ב כל ה קשור ב הרשעת נאשם על סמך עדות יחידה .",5.0
195166,יחידה,s011088,עדות של היא ה יחידה של ה מתלוננת :,5.0
197096,יחידה,ME-09-1084-867,"יש לזכור , כי ב ה פועל מדובר ב עדות יחידה של מתלוננת ב עבירת מין , כאשר ה חיזוקים ה נוגעים ל תלונה של היא ה מיידית ו למצבה ה נפשי ה נסער מתייחסים בעיקר ל מעשה ה סדום ו לא ל אישום ב אינוס .",5.0
197124,עקיבה,ME-09-1084-867,"כאמור , גרסה של היא של ה מתלוננת ב עניין מעשה ה סדום הייתה עקיבה ו מ הימנה , בעוד ש גרסה של הוא של ה נאשם ב עניין זה הייתה בלתי כנה , בלתי סבירה ו בלתי מהימנה .",5.0
197126,מהימנה,ME-09-1084-867,"כ ה זכור , גרסה של היא ה מהימנה של ה מתלוננת ב עניין זה נתמכת ב תלונה של היא ה מיידית ו ב ה מצבה ה נפשי ה נסער , סמוך לאחר מעשה ה סדום .",5.0
199012,שונות,ME-08-09-7365-635,"שחזור מדוקדק של ה אירוע ה טראומטי נעשה ב דרך כלל ב חקירה ה משטרתית , ו משנעשה עימות בין ה גרסאות ה שונות של ה מתלוננת , ה חשוד ( ו כן ה עדים ) .",5.0
199453,מהימנה,ME-08-09-7365-635,"סיכום של הם של ה דברים הוא כי לפני אנחנו גרסה מהימנה של ה מתלוננת , ש מן היא עולה תמונה ברורה ל ה אי הסכמה של היא לקיים יחסי מין עם ה נאשם .",5.0
200086,מוקדמת,ME-14-02-9030-33,"תשובת ה נאשם ל כתב ה אישום ל בקשת ה מאשימה שמע בית ה משפט עדות מוקדמת של ה מתלוננת ו של עד נוסף ( א.ד. ) , ב נימוק כי הם מתעתדים לטוס ל ארה""ב .",5.0
200128,עקבית,ME-14-02-9030-33,"ה מאשימה טוענת כי עדות של היא של ה מתלוננת הייתה עקבית , כנה ו משכנעת , ו ניכרים ב היא סימני ה אמת .",5.0
202061,רגשי,SH-18-01-42624-345,"ה תיאור ה רגשי של ה מתלוננת , ש לפי הוא נכנסה לאחר ה מעשה ל "" בועה "" ו החלה לבכות ( נתון ש גם ה נאשם מתאר את הוא ) בהחלט מתיישב עם תגובה ל אירוע מיני מפתיע .",5.0
202315,מידית,SH-18-01-42624-345,"הוא קיבל את גרסה של היא ה מידית של ה מתלוננת : "" שאלתי את היא מה קרה זה היה ב ה מדרגות אמרה ל אני אל אני ה גזים הוא חיבק את אני ו נישק את אני מה הוא חושב ל עצמו ... "" ( עמוד 1 שורה 4 ו הלאה ) .",5.0
202319,מידית,SH-18-01-42624-345,"ל ה אמור , ב פנין של הוא גרסה מידית של ה מתלוננת ו בכלל זה "" לא פעם ראשונה "" .",5.0
202352,מידית,SH-18-01-42624-345,"ב פנין של הוא גרסה מידית נוספת של ה מתלוננת , ו בכלל זה גרסה ה מלמדת על התנהגות קודמת של ה נאשם כלפי היא בעלת נופך מיני .",5.0
203759,ראשית,m98905,"לוח תצלומים זה ( ת / 2 ) , הוגש ב מהלך עדות של היא ה ראשית של ה מתלוננת , ב הסכמה , ו בלא ש ב "" כ ה נאשם ביקש לזמן ל ה חקירה את מצלם ה תמונות ( ה שוטר ארנון שריקר ) , כדי לחוקרו את הוא על ה כיתוב ה נ""ל , ה מדבר בעד עצמו .",5.0
203899,ראשית,m98905,"ב דומה ל ה אופן ש ב הוא נהגנו לגבי עדות של היא ה ראשית של ה מתלוננת ב יחס ל אירוע ה ראשון , נביא גם עתה את עדות של היא של ה מתלוננת ב עדות של היא ה ראשית , ב יחס ל אירוע ה שני ב הוא קא עסקינן , כ כתב של היא ו כלשונה , ב היותה תמציתית , ענינית ו ממוקדת .",5.0
209370,יחידה,m99005235-164,"ב ענייננו נראה ל אני ש לא היה זה בטוח להשתית את הרשעת ה מערער על עדות של היא ה יחידה של ה מתלוננת , ה לוקה , כאמור , ב סתירות ו תמיהות .",5.0
212908,מאופקת,ME-10-07-44791-817,עדות של היא של ה מתלוננת הייתה מאופקת .,5.0
212923,נרגשת,ME-10-07-44791-817,ב ה הקשר זה יש לציין את עדות של היא ה נרגשת של ה מתלוננת ש תיארה את צניעות של היא ה רבה ו את ה דחייה ו ה גועל ש חשה נוכח התנהגות של הוא של ה נאשם .,5.0
213544,יחידה,s04004944-197,"מידת הוכחה זו , של ה ספק ה סביר , מקבלת מ שנה תוקף ו זהירות כאשר מדובר ב הרשעה על פי עדות יחידה של מתלוננת .",5.0
216414,יחידה,ME-15-10-1855-55,"מסכם זאת בית ה משפט ה עליון ( 6 ) 205 , 216 ( 2002 ) כדלקמן : "" מ לשון ה סעיף עולה כי בית - ה משפט רשאי להסתמך על עדות יחידה של מתלוננת , ו בלבד ש יפרט מה הניע את הוא להסתפק ב עדות זו .",5.0
217658,ש' מהימנה,ME-15-10-1855-55,"ב מקרה דנן הן כאמור , מצאתי את עדות של היא של ה מתלוננת ש' מהימנה ביותר , הן באשר ל סיפור ה התרחשות ו הן לגבי זיהוי של הוא של ה נאשם כ מי ש תקף את היא , ו עדותה זו היא נדבך מרכזי ב ראיות ה מאשימה ל חובה של הוא .",5.0
217792,מהימנה,ME-15-10-1855-55,"כוונה של אני היא בעיקר ל עדות של היא ה מהימנה ביותר של ה מתלוננת ב פנין של הוא ; ה תיאור ה מפורט ש מסרה ל ה שוטרים ו לאמה מיד לאחר ה אירוע ה תואם ב פרטים מרכזיים את ה תיאור ש מסרה ה מתלוננת ה' ב אישום ה שני ו אשר על בסיס של הוא , בין ה יתר , מצאנו כאמור כי יש להרשיע את ה נאשם ב אישום זה .",5.0
218028,מהימנה,ME-15-10-1855-55,דיון : עדות של היא של ה מתלוננת ג' נ' היתה מהימנה ביותר ב עין של אני ו אני קובע כי עדות זו היא חלק משמעותי מ ה ראיות ה מבססות את זהות של הוא של ה נאשם כ מי ש תקף את ה מתלוננת ב אישום ה שלישי .,5.0
218030,מתפתחת,ME-15-10-1855-55,"באשר ל ה טענות ה הגנה ב ה סיכומים , ל ה עניין סתירות ו גרסה מתפתחת לכאורה של ה מתלוננת ג' נ' , אין ל אני אלא להפנות ל ה דברים ש כתבתי לעיל ב ה דיון ב עניינה של ש' ו ל פסקי ה דין אל הם הפניתי ש עניין של הם ה קושי ה ייחודי של מתלוננים ו מתלוננות ב ה עבירות מין למסור ב אופן מיידי גרסה סדורה ו שלמה בשל ה טראומה את היא הם חוו .",5.0
220780,ראשונה,SH-15-05-39587-736,"ככל ש הושמט פרט עובדתי ב עדות של היא ה ראשונה של ה מתלוננת , זהו פרט ה מתייחס ל כך ש ב מהלך ה אירוע נכנסה אישה ל חדר ה שירותים , ו זה מה ש גרם ל קטיעת ה אירוע ל שני מקטעים , ה נאשם ב רח , ו לאחר מ כן הוא חזר ל שירותים , ו המשיך לבצע את זמם של הוא .",5.0
220845,יחידה,SH-15-05-39587-736,"ב התאם ל הוראת סעיף ל [ נוסח חדש ] תשל""א - 1971 , הרי ש ניתן היה לבסס את הרשעת ה נאשם ב עבירה ה מיוחסת ל הוא על סמך עדות של היא ה יחידה של ה מתלוננת , תוך פירוט ה הנמקה .",5.0
222625,אמינה,M973087,"עדות של היא של ה מתלוננת , ש הייתה ה נדבך ה מרכזי ב ה תשתית זו , הייתה אמינה ו שיקפה את ה מציאות כפי ש התרחשה .",5.0
224354,ישירה,M-NoPub-ZC-1-054-L,"4 על עצם ה ארועים יש ב פנין של הוא רק עדות ישירה של ה מתלוננת , ו גירסה של הוא של ה נאשם ב הודעה של הוא ב ה משטרה , ש אל הן נתיחס מאוחר יותר .",5.0
224709,יחידה,s06002247-262,"מ כאן , כדי לבסס הרשעה על עדות יחידה של מתלוננת , נדרש בית ה משפט ליתן הנמקה ממשית , ש יהא ב היא כדי לסלק את ה חששות ה מלווים עדות של קרבן של עבירות מין .",5.0
224720,יחידה,s06002247-262,"מידת הוכחה זו של ה ספק ה סביר , מקבלת מ שנה תוקף כאשר מדובר ב הרשעה על פי עדות יחידה של מתלוננת .",5.0
225462,אמינה,me-10-02-38985-172,מול גירסה של היא ה אמינה ו הכנה של ה מתלוננת עומדת עדות של הוא של ה נאשם ש התאפיינה ב שינויי גירסה ו תפניות בלתי מוסברות ו חסרות הגיון .,5.0
225731,עקבית,me-10-02-38985-172,"בחינת גירסה של היא ה עקבית ו ה אמינה של ה מתלוננת מול גירסה של הוא רצופת ה סתירות ו הפתלתלה של ה נאשם מובילה ל ה מסקנה ה חד מ שמעית לפי היא יש להעדיף את גירסת ה מתלוננת , באשר ל אירועי אותו בוקר ו לפיכך מציעה אני ל חברי להרשיע את ה נאשם ב ה עבירות ה מיוחסות ל הוא ב אישום ראשון .",5.0
227447,יחידה,SH-13-04-2983-111,"מידת הוכחה של "" מעבר ל ה ספק סביר "" , כ מצוות ל , מקבלת מ שנה תוקף ו זהירות כאשר מדובר ב הרשעה על פי עדות יחידה של מתלוננת .",5.0
227729,בסיסית,SH-08-2974-556,"לפיכך , מ סקנתי היא ש על אף ש אני נוטה ליתן אמון ב גרסה של היא ה בסיסית של ה מתלוננת לפי היא ה נאשם אכן נישק את היא על ש פתיה ו ליטף את גב של היא , הרי ש לא שוכנעתי כי ניתן לקבוע את ה מסקנה ה אמורה מעבר ל ה ספק סביר .",5.0
228193,קודמות,m98004159,"מ טעם ה הגנה העיד ה נאשם בלבד , ו ה הגנה אף הגישה מ טעם של היא ו ב הסכמת ה מאשימה קובץ ו ב הוא הודעה של הוא ו עדות של הוא ה קודמות של ה מתלונן , ב ה משטרה , ב משפט ה ראשון ו ב משפט של הוא של שניידר .",5.0
228219,דלה,m98004159,"ככלל אציין , ש עדות של הוא של ה מתלונן היתה דלה ב פרטים , ו ה אופן ש ב היא הועברה תאמה , כך נראה , גם את התרשמות ה גורמים ה מטפלים ש העידו ב פנין של הוא על אודות מ אפיין של הוא ה אישיים , ב דגש על דבר של היא של ה פסיכולוגית , ד""ר רות פוריסמן .",5.0
228226,קלה,m98004159,"התרשמתי גם , כי לא קלה היתה עדות של הוא של ה מתלונן , ש דמעות נקוו ב עין של הוא מיד עם תחילת ה משפט , כש ה צביע על ה נאשם .",5.0
230911,מבולבלת,s01005977-369,"כ ה אמור לעיל , ה פסיקה מקבלת עדות חסרה או מבולבלת של מתלוננת , כאשר מדובר ב אירוע טראומטי .",5.0
231956,מסויימת,ME-13-10-51550-44,"נטען ש ה מתלוננת הבינה ש ה משטרה מצפה לשמוע מן היא גרסה מסויימת כ מתלוננת על אונס , ו קלטה את חשיבות טענת ה התנגדות מ צידה .",5.0
234097,"טענת ב""כ ה נאשם עדות של היא של ה מתלוננת הייתה רצופה",SH-09-01-10212-129,"ל טענת ב""כ ה נאשם עדות של היא של ה מתלוננת הייתה רצופה ב סתירות .",5.0
234656,מפלילה,SH-08-1573-907,"סבורה אני כי ב עניין ש לפני אנחנו ניתן לראות ב ראיית ה סיוע ש נמצאה "" סיוע "" מספיק כדי לקיים את ה דרישה של ראיה עצמאית ה תומכת ב גירסה ה מפלילה של ה מתלונן , ו כי ב נסיבות ה עניין אין צורך ב ראיות נוספות ל ה עניין זיהוי ה נאשם כדי להרשיעו את הוא .",5.0
240960,"עדות של הוא של ה נאשם , עדות של היא של ה מתלוננת היתה עיקבית",s05001085-150,"בניגוד ל עדות של הוא של ה נאשם , עדות של היא של ה מתלוננת היתה עיקבית ו היא תיארה את מערכת ה יחסים עם ה נאשם ב אופן ברור , הגם ש הודתה כי הוא לא פעל נגד רצון של היא , ו כי היתה זקוקה ל תמיכה של הוא ו לקשר עם הוא מ בחינה נפשית .",5.0
241474,עיקבית,s06003864-209,"לעומת גירסה של היא ה עיקבית של ה ילדה , נמצאת גירסה של הוא של ה נאשם בלתי עקבית ו בלתי מתיישבת עם ה שכל ה ישר .",5.0
243156,מפורטת,s016995,"עדות של היא ה מפורטת ו ה עקבית של ה מתלוננת , הן ב ה משטרה ו הן ב בית ה משפט , מפריכה גם היא טענה זו .",5.0
