sentence_id,תיאור,title,sentence_text,query number,tagger,status,label,label2,start_ind,end_ind,mental_state,clean_sentence
13215,"אפשריים ו לא הגיוניים ( בשל גודל חדר ה שירותים ו ה מקלחת , ו ה חלונות ה רבים ה צופים על חדר ה מדרגות )",ME-12-07-40109-11,"ל צורך הוכחת טענה של הוא כי תיאורי ה מתלוננת בלתי אפשריים ו לא הגיוניים ( בשל גודל חדר ה שירותים ו ה מקלחת , ו ה חלונות ה רבים ה צופים על חדר ה מדרגות ) , הציג , כאמור , את תמונות ה מקומות ( תמונות 7 - 22 , נ / 15 ; עמ' 139 - 142 ל ה פרוטל ) .",3.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,1419.0,1420.0,No,"לצורך הוכחת טענתו כי תיאורי המתלוננת בלתי אפשריים ולא הגיוניים (בשל גודל חדר השירותים והמקלחת, והחלונות הרבים הצופים על חדר המדרגות), הציג, כאמור, את תמונות המקומות (תמונות 7-22, נ/15; עמ' 139-142 לפרוט')"
376214,מהימנה ב דרגת ה מהימנות ה גבוהה,m014018,"כאמור , חוקרת ה ילדים מצאה כי עדות ה ילדה מהימנה ב דרגת ה מהימנות ה גבוהה ביותר : ב "" "" אני מתרשמת ב רמת מהימנות גבוהה מעדות של היא של [ ה ילדה ] .",3.0,dana,annotated,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",,263.0,264.0,No,"14.	כאמור, חוקרת הילדים מצאה כי עדות הילדה מהימנה בדרגת המהימנות הגבוהה ביותר:ב"
911897,שונות,ME-09-1063-277,"באשר ל מודעות ל ה גילה של ה מתלוננת ב הקשר של הוא של מעשה זה , מאחר ו מדובר ב מגע ה מיני ה ראשון בין ה שניים לאחר היכרות של הם בין שבועיים ל חודשיים על פי גרסא של הם ה שונות של ה נאשם ו ה מתלוננת , הרי ה קביעה באשר ל מודעות של הוא באשר ל יתר עבירות ה בעילה ב הסכמה , חלה גם כאן .",5.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,449.0,450.0,No,"באשר למודעות לגילה של המתלוננת בהקשרו של מעשה זה, מאחר ומדובר במגע המיני הראשון בין השניים לאחר היכרותם בין שבועיים לחודשיים על פי גרסאותיהם השונות של הנאשם והמתלוננת, הרי הקביעה באשר למודעותו באשר ליתר עבירות הבעילה בהסכמה, חלה גם כאן"
29388,מוצקים,m08001016,"יתרה מ כך , עדות של היא של ה מתלוננת מושתתת על אדנים מוצקים , בדמות עדות של הם של יתר עדי ה תביעה , אשר מבססים את עדות של היא ו מחזקים את היא .",11.0,dana,annotated,אמינה בגלל חיזוק חיצוני,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",315.0,316.0,No,"יתרה מכך, עדותה של המתלוננת מושתתת על אדנים מוצקים, בדמות עדויותיהם של יתר עדי התביעה, אשר מבססים  את עדותה ומחזקים אותה"
584759,ראשונה,SH-09-4143-158,"מ כאן , כי גרסה של היא לפי היא סיפרה ל חברה של היא ה שוטרת לא עמדה אולי לפני ה חוקרת , עם זאת , כאמור לעיל , ב גרסה של היא ה ראשונה של ה מתלוננת , ב תרשומת ה ראיון עם ה גבק עזריאל , נכתב ב יחס ל אירוע ה אמור ב אישום ה ראשון : "" מ... מספרת ב אותו ערב ל ה חברה נוספת ש היא שוטרת "" .",5.0,dana,annotated,אמינה בגלל חיזוק חיצוני,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",576.0,577.0,No,"מכאן, כי גרסתה לפיה סיפרה לחברתה השוטרת לא עמדה אולי לפני החוקרת, עם זאת, כאמור לעיל, בגרסתה הראשונה של המתלוננת, בתרשומת הראיון עם הגב' עזריאל, נכתב ביחס לאירוע האמור באישום הראשון: ""מ"
828247,"אינה הגיונית גם בשל כך ש לא מתקבל על ה דעת ש ה נאשם חשף ב פנים של היא , לכאורה , את איברט של אנחנו ו הכריח את היא לבצע ב הוא מ ין אוראלי , ו ה כול ב חניון של קניון הראל ,",s05004390-44,"ה שנייה - ש גרסת ה מתלוננת אינה הגיונית גם בשל כך ש לא מתקבל על ה דעת ש ה נאשם חשף ב פנים של היא , לכאורה , את איברט של אנחנו ו הכריח את היא לבצע ב הוא מ ין אוראלי , ו ה כול ב חניון של קניון הראל , ו זאת כאשר ב היותם ב ה עין חמד ה נאשם נבהל מאד מ רכב ש עבר ב מקרה ב ה מקום .",3.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל","אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",480.0,484.0,No,"השנייה - שגרסת המתלוננת אינה הגיונית גם בשל כך שלא מתקבל על הדעת שהנאשם חשף בפניה, לכאורה, את איבר מינו והכריח אותה לבצע בו מין אוראלי, והכול בחניון של קניון הראל, וזאת כאשר בהיותם בעין חמד הנאשם נבהל מאד מרכב שעבר במקרה במקום"
311403,מושלם,ME-08-1045-33,"אכן , תיאור של היא של ה מתלוננת איננו מושלם .",1.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,602.0,603.0,No,"אכן, תיאורה של המתלוננת איננו מושלם"
923613,כוללת,m011118,"עדות של הוא של רוסלן , ב נקודה מסוימת זו , מחזקת את גרסה של היא ה כוללת של ה מתלוננת ו מגבירה את אמינות של היא .",5.0,dana,annotated,אמינה בגלל חיזוק חיצוני,,568.0,573.0,No,"עדותו של רוסלן, בנקודה מסוימת זו, מחזקת את  גרסתה  הכוללת של  המתלוננת ומגבירה  את אמינותה"
101460,יחידה,s00002583-88,"ב כל ה נוגע ל עבירת ה מעשה ה מגונה , ב סוף שמיעת ה ראיות ניצבת עדות של היא ה יחידה של ה מתלוננת מול עדות של הוא של ה נאשם .",5.0,dana,not annotated,,,,,,"בעבירה זו ניתן לבסס הרשעה בפלילים על עדות יחידה של המתלוננת ואולם קיימת חובת הנמקה מה הניע את ביהמ""ש להסתפק בעדות זו (ס'  ל)"
202005,מוקפדת,SH-18-01-42624-345,"ו אולם , עניין זה אינו יורד ל שורש אמינות תלונה של היא - הוא דווקא מלמד , כי לא העידה ב פניי , מתלוננת ב עדות מוקפדת , מתוכננת , ש מטרה של היא עלילת כזב .",13.0,dana,not annotated,,,,,,"ואולם, עניין זה אינו יורד לשורש אמינות תלונתה - הוא דווקא מלמד, כי לא העידה בפניי, מתלוננת בעדות מוקפדת, מתוכננת, שמטרתה עלילת כזב"
1136671,מהימן,m99000948-a,ה מתלוננת עשתה על אני רושם מהימן ו אינני מיחס חשיבות ל כל ה תמיהות ו ה סתירות ש בא כוח ה נאשם ניסה להראות ב סיכום של הוא .,17.0,dana,annotated,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",אמינה בגלל שהנאשם לא אמין,283.0,290.0,No,המתלוננת עשתה עלי רושם מהימן ואינני מיחס חשיבות לכל התמיהות והסתירות שבא כוח הנאשם ניסה להראות בסיכומיו
1229756,"שון אחר : ל טענת ה נאשם , גרסת ה מתלוננת , לפי היא ה מעשים נשוא כתב ה אישום בוצעו ב היא ב מהלך ה סיור , תוך כדי נסיעה ב רכב ה טומקאר - כלל איננה אפשרית מ בחינה עובדתית",SH-08-5595-390,"ל שון אחר : ל טענת ה נאשם , גרסת ה מתלוננת , לפי היא ה מעשים נשוא כתב ה אישום בוצעו ב היא ב מהלך ה סיור , תוך כדי נסיעה ב רכב ה טומקאר - כלל איננה אפשרית מ בחינה עובדתית .",3.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,88.0,89.0,No,"לשון אחר: לטענת הנאשם,  גרסת המתלוננת, לפיה המעשים נשוא כתב האישום בוצעו בה במהלך הסיור, תוך כדי נסיעה ברכב הטומקאר – כלל איננה אפשרית מבחינה עובדתית"
382840,מהימן,ME-10-01-28729-1,"ה מאשימה סבורה גם כי עדות של היא של ה מתלוננת ב בית ה משפט , אף כי היתה קטועה ו רצופת שתיקות , הותירה רושם מהימן .",9.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,93.0,94.0,No,"המאשימה סבורה גם כי עדותה של המתלוננת בבית המשפט, אף כי היתה קטועה ורצופת שתיקות, הותירה רושם מהימן"
649096,"הלכה , גם אם עדות של היא של מתלוננת ב ה עבירות מין איננה מושלמת",m021212d,"ב יהמ""ש נדרש ל שאלת מהימנות עדות של היא של ה בת ו ציין כי הוא נותן ב היא אמון מלא ו כי לפי ה הלכה , גם אם עדות של היא של מתלוננת ב ה עבירות מין איננה מושלמת , אין פירוש של הוא ש היא איננה שלמה , מה גם ש מדובר ב קטינה ה מצויה ב ה שנים ה קריטיות ל התפתחות של היא .",1.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,6.0,13.0,No,"ביהמ""ש נדרש לשאלת מהימנות עדותה של הבת וציין כי הוא נותן בה אמון מלא וכי לפי ההלכה, גם אם עדותה של מתלוננת בעבירות מין איננה מושלמת, אין פירושו שהיא איננה שלֵמה, מה גם שמדובר בקטינה המצויה בשנים הקריטיוֹת להתפתחותה"
1137346,שונה,s99001132-160,"תאור ה מתלוננת ל ה רגע כניסה של הוא של ה נאשם שונה הוא , שכן אותה "" קפיצה "" לא היתה - גם אליבא דדברי ה מתלוננת - איך ש ה נאשם נכנס .",7.0,dana,annotated,not relevant,,89.0,94.0,No,"תאור המתלוננת לרגע כניסתו של הנאשם שונה הוא, שכן אותה ""קפיצה"" לא היתה - גם אליבא דדברי המתלוננת - איך שהנאשם נכנס"
1639857,ברורה,ME-11-06-51536-78,עדות של היא של ה מתלוננת היתה ברורה ו אמינה .,5.0,dana,annotated,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",,883.0,887.0,No,עדותה של המתלוננת היתה ברורה ואמינה
291079,צעירה,ME-14-07-52713-11,"ה מתלוננת נחקרה ממושכות , התמודדה עם ה שאלות ה רבות ש הופנו אל היא , הסבירה את התנהלות של היא ו קו ה מחשבה של היא "" ב זמן אמת "" , ו התרשמתי מ עדות של בחורה צעירה ש אכן עברה את ה מתואר .",4.0,dana,annotated,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",,283.0,284.0,No,"המתלוננת נחקרה ממושכות, התמודדה עם השאלות הרבות שהופנו אליה, הסבירה את התנהלותה וקו המחשבה שלה ""בזמן אמת"", והתרשמתי מעדות של בחורה צעירה שאכן עברה את המתואר"
865563,אמינה,SH-09-09-8105-83,"אני קובע אפוא כי גרסה של היא של ה מתלוננת אמינה לחלוטין , ו במיוחד ב ה צירוף תכיפות ה תלונה ו ה מצב ה נפשי ש נלווה אל היא .",1.0,dana,annotated,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",,146.0,147.0,Yes,"אני קובע אפוא כי גרסתה של המתלוננת אמינה לחלוטין, ובמיוחד בצירוף תכיפות התלונה והמצב הנפשי שנלווה אליה"
217624,סדורה,ME-15-10-1855-55,"עדות ה מתלוננת ש ל הותירה ב אני , כאמור , רושם מהימן ביותר , ב היותה עדות סדורה ו מפורטת , ו ב תארה את ש התרחש "" מ דם ליבה "" ו ניתן היה להתרשם מ ביטחון של היא ה רב ב זיהוי של הוא של ה נאשם כ מי ש תקף את היא ו חבל ב היא .",18.0,dana,annotated,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",,1045.0,1046.0,No,"עדות המתלוננת ש' הותירה בי, כאמור, רושם מהימן ביותר, בהיותה עדות סדורה ומפורטת, ובתארה את שהתרחש ""מדם ליבה"" וניתן היה להתרשם מביטחונה הרב בזיהויו של הנאשם כמי שתקף אותה וחבל בה"
458907,דיות,m07001116-174,דיות עדות ה מתלונן 31 .,3.0,dana,annotated,not relevant,,836.0,837.0,No,בתקופה זו בחייו טען המתלונן אירעו המעשים עליהם סיפר חמש שנים מאוחר יותר
133911,מקובלת על אני,ME-11-06-2965-391,"כאמור לעיל , מקובלת על אני גרסה של היא של ה מתלוננת כי לא הסכימה כלל לנסוע עם ה נאשם ו לעזוב את אולם גוטניק ללא אח של היא ו ללא מוראד , ו כי ה נאשם נעל על היא את דלתות ה רכב , ו אף מנע מן היא מ לשוחח עם אלה ש התקשרו אל היא , כש ב רצון של היא להודיע איפה נמצאת ו מה מצב של היא .",1.0,dana,annotated,not relevant,,366.0,369.0,No,"כאמור לעיל, מקובלת עלי גרסתה של המתלוננת כי לא הסכימה כלל לנסוע עם הנאשם ולעזוב את אולם גוטניק ללא אחותה וללא מוראד, וכי הנאשם נעל עליה את דלתות הרכב, ואף מנע ממנה מלשוחח עם אלה שהתקשרו אליה, כשברצונה להודיע איפה נמצאת ומה מצבה"
144415,אמת,M003032,"ב שוקל של אנחנו את מכלול עדות ה מתלוננת לאור התרשמות של אנחנו מן היא , ו על רקע כל ה ראיות ש שמענו , אין ל אנחנו כל ספק כי גרסה של היא ה מקורית כפי ש העידה על היא לפני אנחנו , ו נחקרה על היא חקירה יסודית ו נוקבת , היא גרסת אמת , ו אין מ הימנות של היא נגרעת ב מאום של היא מחמת חזרה של היא ב היא מן היא , מה טעם של הם ש הוזכר לעיל .",21.0,dana,annotated,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",,65.0,66.0,No,"בשוקלינו את מכלול עדות המתלוננת לאור התרשמותנו ממנה, ועל רקע כל הראיות ששמענו, אין לנו כל ספק כי גרסתה המקורית כפי שהעידה עליה לפנינו, ונחקרה עליה חקירה יסודית ונוקבת, היא גרסת אמת, ואין מהימנותה נגרעת במאומה מחמת חזרתה בה ממנה, מהטעם שהוזכר לעיל"
945217,סותרות,ME-08-1198-419,ה מתלוננת מסרה גרסאות סותרות עת תיארה את מהלך של הוא של נאשם 2 ב עניין ה שלשלאות אל הן הייתה קשורה .,8.0,dana,annotated,"לא אמינה: לא עקבית, הציגה סתירות",,1419.0,1428.0,No,המתלוננת מסרה גרסאות סותרות עת תיארה את מהלכיו של נאשם 2 בעניין השלשלאות אליהן הייתה קשורה
279092,עקבית,SH-08-6572-1,עדות של היא של ה מתלוננת היתה עקבית מאד .,5.0,dana,annotated,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",,66.0,67.0,No,6.	עדותה של המתלוננת היתה עקבית מאד
685776,ראשונה,m04001134-a,"באשר ל נזק ש נגרם ל קורבנות , לא התקבל תסקיר קורבן אודות אף אחת מ ה מתלוננות , אך ה תובעת הזכירה את עדות של היא של ה מתלוננת ה ראשונה בפני בית - ה משפט , ש סיפרה ש היא נוטלת כדורים ; ש היא אינה ישנה ו אינה מתפקדת ; ש היא שבר כלי .",4.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,52.0,53.0,No,"באשר לנזק שנגרם לקורבנות, לא התקבל תסקיר קורבן אודות אף אחת מהמתלוננות, אך התובעת הזכירה את עדותה של המתלוננת הראשונה בפני בית-המשפט, שסיפרה שהיא נוטלת כדורים; שהיא אינה ישנה ואינה מתפקדת; שהיא שבר כלי"
676444,נוספת,ME-08-1157-524,"אילו היה מצב כ ה זה , ל טענה של היא היא היתה כותבת על כך מזכר ו גובה עדות נוספת מ ה מתלוננת .",5.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,327.0,330.0,No,"אילו היה מצב כזה, לטענתה היא היתה כותבת על כך מזכר וגובה עדות נוספת מהמתלוננת"
149705,שיקרית,m97000952-7,"שכן , לא מתקבל על ה דעת ש ב חורה ש בוצעו ב היא מעשים מיניים בניגוד ל רצון של היא ו ב ה כפיה , פעמיים , ל טענה של היא , תמשיך להיפגש עם מי ש כפה על היא יחסים אלו , ו לקיים איתו הוא יחסי מין מ רצון כאילו לא אירע דבר ; ו היא הנותנת - כך על פי ה טענה - כי גירסה של היא של ה מתלוננת הינה שיקרית .",5.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,613.0,618.0,No,"שכן, לא מתקבל על הדעת שבחורה שבוצעו בה מעשים מיניים בניגוד לרצונה ובכפיה, פעמיים, לטענתה, תמשיך להיפגש עם מי שכפה עליה יחסים אלו, ולקיים איתו יחסי מין מרצון כאילו לא אירע דבר; והיא הנותנת – כך על פי הטענה – כי גירסתה של המתלוננת הינה שיקרית"
1672939,יחידה,ME-12-08-3491-22,""" מ לשון ה סעיף עולה כי בית ה משפט רשאי להסתמך על עדות יחידה של מתלוננת , ו בלבד ש יפרט מה הניע את הוא להסתפק ב עדות זו .",5.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,761.0,762.0,No,"""מלשון הסעיף עולה כי בית המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו"
798747,יציבה,m06007013-431,"אל מול גרסה של היא ה יציבה של ה מתלוננת ניצבות שלל גרסה של הוא של ה נאשם , על ה שינויים ה רבים ש חלו ב הן ב עניינים רבים .",5.0,dana,annotated,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",אמינה בגלל שהנאשם לא אמין,366.0,367.0,No,"אל מול גרסתה היציבה של המתלוננת ניצבות שלל גרסותיו של הנאשם, על השינויים הרבים שחלו בהן בעניינים רבים"
1086956,מהימנה,ME-13-12-18407-932,( ג ) גרעין ה עדות : חרף ה סתירות ש הובאו ב שני ה סעיפים ה קודמים אני סבור כי עדות של היא של ה מתלוננת מהימנה .,1.0,dana,annotated,"אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת)-יש פגמים אבל ההכרעה היא לטובת המתלוננ.ת",אמינה בגלל שהנאשם לא אמין,221.0,224.0,No,(ג) גרעין העדות: חרף הסתירות שהובאו בשני הסעיפים הקודמים אני סבור כי עדותה של המתלוננת מהימנה
383295911,,ME-13-12-18407-932,,,dana,annotated,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",אמינה בגלל שהנאשם לא אמין,223.0,224.0,No,"השוואת עדותה להודעותיה במשטרה מעלה כי תיאור השתלשלות האירועים ויתר הפרטים שסיפרה נותרו זהים: הנאשם התחיל ללטפה באיזור איבר המין מעל המכנסיים, העלה את ידו לחזה וליטפה מעל לבגדים (53 שורות 3-11)"
729106,ספציפי,SH-08-1578-228,"ה דרישות ה מיניות ש הפנה ה נאשם כלפי ה מתלוננת , ו לאחר מ כן ה מעשים ה מגונים ש ביצע ב היא , היו רק לאחר ש ה נאשם העמיד את ה מתלוננת על ה קושי ה ספציפי של היא ב קבלת תעודת זהות ישראלית ( כתב ה אישום ו כן עדות ה מתלוננת ב עמוד 9 שורות 18 - 7 ) .",7.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",אמינה בגלל שהנאשם לא אמין,78.0,79.0,No,"הדרישות המיניות שהפנה הנאשם כלפי המתלוננת, ולאחר מכן המעשים המגונים שביצע בה, היו רק לאחר שהנאשם העמיד את המתלוננת על הקושי הספציפי שלה בקבלת תעודת זהות ישראלית (כתב האישום וכן עדות המתלוננת בעמוד 9 שורות 18-7)"
1639793,מהימנה,ME-11-06-51536-78,"עדות של היא ה מהימנה של ה מתלוננת ב בית ה משפט ו קיום של הוא של חיזוק ל היא ב עדות ה נאשם : ה מתלוננת העידה ב ביהמ""ש : ה נאשם צפה ב ה סרטים פורנוגרפיים .",5.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",אמינה בגלל שהנאשם לא אמין,816.0,817.0,No,"המתלוננת העידה בביהמ""ש: הנאשם צפה בסרטים פורנוגרפיים"
128136,קשה,ME-08-04-4869-1,"עיקר טענת ה נאשם , כבר ב חקירה ב ה משטרה , היא כי ה עלילה נרקמה על ידי מ. , ו הטענה , ש הועלתה לראשונה ב בית ה משפט , היא ניסיון נואש של ה נאשם ליתן מענה ל עדות של הוא ה קשה ו ה נוקבת של ה מתלונן .",5.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",אמינה בגלל שהנאשם לא אמין,600.0,601.0,No,"עיקר טענת הנאשם, כבר בחקירה במשטרה, היא כי העלילה נרקמה על ידי מ"
6156,מהימנה,ME-13-10-20400-22,"הואיל ו ב סוף של הוא של דבר שאלת ה מהימנות נתונה ב סוף של הוא של יום ל הערכת בית ה משפט אומר כי לאחר צפייה ממושכת ב מתלוננת כפי ש צולמה ב תקליטורי חקירה של היא הובילה את אני ל אותה ה מסקנה , לפי היא ה מתלוננת מסרה עדות מהימנה כפי ש סברה גם חוקרת ה ילדים .",8.0,dana,annotated,אמינה בגלל חיזוק חיצוני,אמינה בגלל שהנאשם לא אמין,635.0,636.0,No,"הואיל ובסופו של דבר שאלת המהימנות נתונה בסופו של יום להערכת בית המשפט אומר כי לאחר צפייה ממושכת במתלוננת כפי שצולמה בתקליטורי חקירתה הובילה אותי  לאותה המסקנה, לפיה המתלוננת מסרה עדות מהימנה כפי שסברה גם חוקרת הילדים"
865555,ברור,SH-09-09-8105-83,"גרסה של היא של ה מתלוננת עומדת ב מבחני ה אמינות , כמו גם ב מבחני ה סבירות ו ה התכנות : ה מתלוננת הסבירה היטב מדוע הגיעה ל מועדון ב שעה מאוחרת ו מדוע נותרה ב הוא לבדה ( כש ה הסבר נתמך ב דברי ה עד אריה ) , ו ברור מדוע ב היותה מבוהלת , לבדה ב ה מקום זר , התקשתה לראות ו ל השתמש ב פתח ה חירום ל יציאה מ ה מקום .",1.0,dana,annotated,"אמינה: לא נתפסת כנקמנית, אין חשש להאשמת שווא או העללה על הנאשם","אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",138.0,141.0,No,"המתלוננת הסבירה היטב מדוע הגיעה למועדון בשעה מאוחרת ומדוע נותרה בו לבדה (כשההסבר נתמך בדברי העד אריה), וברור מדוע בהיותה מבוהלת, לבדה במקום זר, התקשתה לראות ולהשתמש בפתח החירום ליציאה מהמקום"
861177,מהימנה,ME-09-1132-667,"ב [1 ] 292 ) נקבעה לראשונה ה הלכה , ו לפי היא אין סיבה שלא לראות ב עדות מהימנה של ילדה , ש נמסרה בפני חוקרת ילדים , ראיה נסיבתית ה מסייעת לעדות מהימנה אחרת של ילדה , ש אף היא נמסרה בפני חוקרת ילדים .",5.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,937.0,938.0,No,"ב [1] 292) נקבעה לראשונה ההלכה, ולפיה אין סיבה שלא לראות בעדות מהימנה של ילדה, שנמסרה בפני חוקרת ילדים, ראיה נסיבתית המסייעת לעדות מהימנה אחרת של ילדה, שאף היא נמסרה בפני חוקרת ילדים"
549116,חי,ME-14-12-34621-33,"עוד ראוי לציין ב ה הקשר זה , כי בת / 8 מסרה ה קטינה תיאור מפורט ו חי של מכשיר הג'י.פי.אס ב מונית של ה נאשם , כש ל דבר של היא "" יש ל הוא משהו כ ה זה , את מכירה את זה את ה ענק ה זה ש הוא מראה ל הוא איך ללכת , הוא אומר ל הוא פנה ש מאלה , פנה זה , הוא מראה ל הוא משהו כ ה זה ענק איפה הוא הולך ... כאילו טאבלט , משהו כ ה זה .",8.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,670.0,671.0,No,"אס במונית של הנאשם, כשלדבריה ""יש לו משהו כזה, את מכירה את זה את הענק הזה שהוא מראה לו איך ללכת, הוא אומר לו פנה שמאלה, פנה זה, הוא מראה לו משהו כזה ענק איפה הוא הולך"
90271,סותרות,m06003016,"ב פנין של הוא , כאמור , שתי גרסאות סותרות של ה מתלוננת ו גרסה של ה נאשם , ו על אנחנו להכריע בין ה גרסאות ה שונות .",5.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,496.0,497.0,No,"71.	בפנינו, כאמור, שתי גרסאות סותרות של המתלוננת וגרסה של הנאשם, ועלינו להכריע בין הגרסאות השונות"
680410,נוספות,m04001141-a,"כ סיכום ביניים ניתן לסכם כדלקמן : עדות של הן של ה מתלוננות ה נוספות ב כל ה קשור ל ה אופן הגעה של הן ל ה מכון לא נסתרה , למעט על - ידי מוטי עצמו .",4.0,dana,not annotated,,,,,,"עדותן של המתלוננות הנוספות בכל הקשור לאופן הגעתן למכון לא נסתרה, למעט על-ידי מוטי עצמו"
414436,מהימנה,ME-13-02-715-22,"חוקרת ה ילדים הפנתה ל ה קריטריונים ה שונים ה משמשים ל הערכת מהימנות עדויות ילדים ו הסבירה כיצד פרטים שונים ב עדות באים לידי ביטוי ב ה קריטריונים אלה , ו משכך , התרשמות של היא כי גרסת ה מתלוננת מהימנה ו כי "" חוותה את ה אינטראקציות ה מיניות כפי ש היא מתארת את הם "" כאשר "" רוב "" חקירה של היא מסרה ב מלל חופשי ה מהווה קריטריון בסיסי ל קביעת מהימנות ה מתלוננת ( עמ' 17 שור' 9 לפרו' ) .",3.0,dana,annotated,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",אמינה בגלל חיזוק חיצוני,104.0,105.0,No,"חוקרת הילדים הפנתה לקריטריונים השונים המשמשים להערכת מהימנות עדויות ילדים והסבירה כיצד פרטים שונים בעדות באים לידי ביטוי בקריטריונים אלה, ומשכך, התרשמותה כי גרסת המתלוננת מהימנה וכי ""חוותה את האינטראקציות המיניות כפי שהיא מתארת אותם"" כאשר ""רוב"" חקירתה מסרה במלל חופשי המהווה קריטריון בסיסי לקביעת מהימנות המתלוננת (עמ' 17 שור' 9 לפרו')"
1064426,יחידה,m07004039,"מ לשון ה סעיף עולה כי בית - ה משפט רשאי להסתמך על עדות יחידה של מתלוננת , ו בלבד ש יפרט מה הניע את הוא להסתפק ב עדות זו .",5.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,999.0,1000.0,No,"מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו"
