sentence_id,title,query number,clean_sentence,status,tagger,label,label2,start_ind,end_ind,query_number
324690,ME-12-09-33735-44,1.0,"  לאחר שמיעת העדויות ולאור מכלול הראיות, הגעתי לכלל מסקנה כי עדותה של המתלוננת מהימנה ואני מעדיפה אותה על פני עדותו של הנאשם",not annotated,כרמית,,,,,
417175,m06003016,5.0,"במהלך עדותה הראשונה של המתלוננת בבית המשפט ברור היה כי אמה הטילה ספק בדבריה, ככל הנראה, בהשפעת קשריה הרגשיים והאישיים עם הנאשם, ואף הרחיקה לכת וניסתה לאורך כל הדרך להניא את המתלוננת מתלונתה, תחילה ללא הצלחה",not annotated,כרמית,,,,,
510440,SH-11-04-25817-739,7.0, עדות המתלוננת הייתה נקייה מסימני רצון לפגוע בנאשם או לנקום בו,not annotated,כרמית,,,,,
662967,ME-11-06-51536-78,1.0," מה גם, שכאמור, עדותה של המתלוננת, גם לגבי עבירות המין, היתה מהימנה, ברורה, מפורטת, כאובה, והשתלבה בראיות החיזוק שהובאו ושיפורטו להלן",not annotated,כרמית,,,,,
35860,m06003045,5.0,"כל אלו, בגדר סתירות, פרכות ותמיהות קטנות כשלעצמן, אך במצטבר, ועל רקע הדברים עליהם עמדנו לעיל, מביאים למסקנה שאין לסמוך הרשעתו של הנאשם על סמך עדותו היחידה של המתלונן",not annotated,כרמית,,,,,
100035,ME-12-09-12360-11,3.0," לכן, קיימת רק גרסת המתלוננת וטענת ב""כ הנאשם, כי האירוע כפי שתואר בכתב האישום, ובהסתמך על הראיות, אינו עולה כדי עבירה של מעשה מגונה, אלא לכל היותר הטרדה מינית",not annotated,כרמית,,,,,
574607,m06003055,3.0," עדות המתלוננת גירסתה של המתלוננת הייתה עקבית בעיקרה, הגיונית ונתמכת בעדויות מהימנות חיצוניות, לכל אורכה",not annotated,כרמית,,,,,
16941,m984014,17.0,המתלוננת הותירה בי רושם אמין,not annotated,כרמית,,,,,
73840,SH-15-06-23701-11,8.0," במקרה שלפני, עלה בידי ההגנה לבסס באורח משמעותי את הטענה כי בזמן אמת, בסמוך לאחר האירוע, מסרה המתלוננת גרסאות עובדתיות המצויות בפער ממשי לזו שמסרה בעדותה בבית המשפט, ואשר במידת מה אף מאששות את גרסתו העקבית של הנאשם לפיה הטיל את מימיו ולא ביצע כל מעשה בעל קונוטציה מינית",not annotated,כרמית,,,,,
666767,m04000750-705,9.0,"עדותה של המתלוננת הותירה רושם מהימן, וניכר כי היא חוותה את האירועים שהעידה עליהם ותיארה את ההתרחשויות כהווייתן",not annotated,כרמית,,,,,
122548,m08000552-195,17.0," המתלוננת הותירה בעדותה רושם אמין ביותר, היא העידה בגילוי לב מבלי להפריז בתיאור הדברים",not annotated,כרמית,,,,,
694628,m08001049-106,5.0,נוכח גרסתה האמינה של המתלוננת והחיזוקים לדבריה הוכח כי הנאשם בעל את המתלוננת שלא בהסכמתה החופשית ו/או בהיותה שרויה במצב בו לא היה ביכולתה ליתן הסכמה חופשית ליחסי המין,not annotated,כרמית,,,,,
354752,ME-11-02-34952-76,17.0,המתלוננת עשתה עלי רושם אמין,not annotated,כרמית,,,,,
57988,ME-11-06-2965-391,12.0,"גרסה שקרית זו של המתלוננת היא משמעותית ביותר, מאחר שהעבר המשותף שלה ושל הנאשם בוודאי מקרין לא רק על מידת המהימנות שיש ליחס למתלוננת באופן כללי, אלא אף על מידת המהימנות שיש ליחס לגרסתו של הנאשם שהשניים התחבקו והתנשקו וזרמו לקראת יחסים אינטימיים גם בליל האירוע נשוא כתב האישום",not annotated,כרמית,,,,,
373030,SH-13-01-16029-335,5.0,"עם זאת מדובר, כאמור, בעדות יחידה של המתלוננת, שאף שניתן היה בשקידה סבירה של גורמי החקירה לעבותה, או להפריכה, לא נעשו פעולות החקירה המתבקשות וחבריה של המתלוננת, שלטענתה היו הראשונים לשמוע מפיה את גרסתה לאירוע והיו עדים למצבה הנפשי, לא נחקרו",not annotated,כרמית,,,,,
369313,SH-13-02-47-54,5.0," מטעמים עליהם עמדתי לעיל, ומחמת הזהירות, גם לא ראיתי להישען על פרטי התיאור שהופיעו בעדויותיהם של השוטרים בן-נתן וריקנר, ככל שאלה לא הופיעו בתיאור שנמסר בפתח העדות המוקדמת של המתלוננת ",not annotated,כרמית,,,,,
32423,m00000935-103,5.0," לטענת המאשימה יש להרשיע את הנאשם בעבירות המיוחסות לו על יסוד עדותה השניה של המתלוננת, שאותה יש לקבל כמהימנה ולייחס לה את מלוא המשקל, ולאור ראיות חיזוק נוספות כמפורט להלן:",not annotated,כרמית,,,,,
528153,ME-12-03-25945-23,5.0,"מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו",not annotated,כרמית,,,,,
490926,s00008923-298,12.0,קושי נוסף בהכרעת הדין  הוא כי כאמור לפנינו עדות יחידה של המתלוננת שעל סמכה מבקשת התביעה הכללית לבסס הרשעה בפלילים,not annotated,כרמית,,,,,
150307,s021784a,4.0, יש לקבל את עדותן של שלושת המתלוננות ר,not annotated,כרמית,,,,,
725871,ME-12-08-3491-22,7.0,"יוער, כי גרסת המתלוננת בהודעתה זו מבולבלת, אינה עקבית, ונדמה כי היא סותרת עצמה בתשובותיה",not annotated,כרמית,,,,,
752983,SH-09-11-34935-718,7.0,"בעוד שגרסת המתלוננת הייתה ברורה קוהרנטית והגיונית, תוך שהיא עצמה מותירה רושם אמין וחיובי, הרי שגרסת הנאשם הייתה לא עקבית, מיתממת וחסרת היגיון, כמעט אבסורדית",not annotated,כרמית,,,,,
137609,M-NoPub-ZB-6-210-L,6.0,"יש לדחות, איפוא, מכל וכל את גרסת הנאשם ולהעדיף על פניה את גרסת המתלוננת, אשר, כאמור, היתה מהימנה ושקפה במדוייק את שהתרחש ביום הארוע במרפאתו של הנאשם",not annotated,כרמית,,,,,
344957,m07004058,5.0," שטרסברג-כהן בע""פ 993/00: ""מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו",not annotated,כרמית,,,,,
316669,m011118,5.0," מדובר כאן בעדות יחידה של המתלוננת, שכן באירועים החמורים שקרו בינה לבין כל אחד מהנאשמים, לא נכח איש מלבדה",not annotated,כרמית,,,,,
473033,m04001110,8.0,"בעדותה, מסרה המתלוננת גרסה שלימה, עקבית והגיונית של השתלשלות האירועים נשוא כתב האישום",not annotated,כרמית,,,,,
67025,SH-11-06-26650-977,14.0,"עדותו של המתלונן היתה עדות שקולה, מאוזנת ובלתי מתלהמת",not annotated,כרמית,,,,,
416072,m06003016,5.0,"מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו",not annotated,כרמית,,,,,
577450,s011088,12.0,"בית המשפט מזהיר עצמו כי בפניו עדות יחידה של המתלוננת, גם אם יימצאו תימוכין לעדותה, הרי החובה על פי הדין, כי בית המשפט ינקוט משנה זהירות בכל הקשור בהרשעת נאשם על סמך עדות יחידה",not annotated,כרמית,,,,,
407581,ME-09-09-1430-1-1,1.0," עדותה של המתלוננת הייתה עקבית, היא לא הגזימה וניכר היה שהיא מספרת עובדות כהווייתן, כפי שהיא חוותה אותן",not annotated,כרמית,,,,,
527315,m05001183-370,1.0," לפיכך, וכפי שפירטתי לעיל, אני ערה לעובדה, כי גרסתן של המתלוננות, מטבע הדברים, איננה נקייה מסתירות, אף על פי כן, ""סתירות"" אלו אינן אלא אי דיוקים בפרטים שאינם בהכרח רלבנטיים תמונה הכוללת ולפרטי העבירה, ואין בהן כדי להשמיט את הקרקע תחת טענותיהן",not annotated,כרמית,,,,,
646452,s993830,1.0,עדותה של המתלוננת היתה ארוכה ומפורטת וניתן היה להתרשם ממנה  ומאישיותה במשך השעות הרבות בהן עמדה על דוכן העדים,not annotated,כרמית,,,,,
809332,ME-04-1064-112,3.0," ב""כ הנאשם טוען כי ההגנה הוכיחה כי הנאשם לא ביצע כל עבירות מין, כאשר גרסאות המתלוננות הינן קלושות, כבושות ובלתי אמינות",not annotated,כרמית,,,,,
331858,ME-09-10-17649-1,5.0,"למול עדותה המהימנה של המתלוננת עומדות גרסאותיהם של 4 הנאשמים שאף לא אחת מהן נמצאת אמינה ומהימנה, באופן שיהיה בו כדי לשלול, מיניה וביה, את גרסת המתלוננת, כעולה מסקירת גרסאותיהם במשטרה ובביהמ""ש",not annotated,כרמית,,,,,
