sentence_id,title,query number,clean_sentence,status,tagger,label,label2,start_ind,end_ind,query_number
707513,ME-10-09-31383-790,14.0," נטען כי עדותה של המתלוננת היא עדות כבושה, וכי המתלוננת העלתה הסברים סותרים לסיבת העיכוב בהגשת התלונה: לפני חוקרת הילדים טענה המתלוננת כי רק לאחר ההרצאה בבית הספר היא הבינה שהמעשים שעשה הנאשם הם אסורים; ואילו בבית המשפט טענה המתלוננת, לראשונה, כי היא פחדה לספר אודותיהם",not annotated,מיה,,,,,
822421,s04001605-114,8.0," ודוק: במשטרה כמה שעות אחרי הארוע מסרה המתלוננת את גירסתה הספונטנית והראשונה לפיה הנגיעות היו תוך כדי נסיעה,  דבר שניסתה לתקן בחקירתה הראשית, לאחר שהיה סיפק בידה להתכונן לחקירה",not annotated,מיה,,,,,
151021,me-10-02-38985-172,5.0,"בחינת גירסתה העקבית והאמינה של המתלוננת מול גירסתו רצופת הסתירות והפתלתלה של הנאשם מובילה למסקנה החד משמעית לפיה יש להעדיף את גירסת המתלוננת, באשר לאירועי אותו בוקר ולפיכך מציעה אני לחברי להרשיע את הנאשם בעבירות המיוחסות לו באישום ראשון",not annotated,מיה,,,,,
367567,m08000502-117,5.0,"מסקנחי הִנה, כאמור, כי לא ניתן לסמוך ממצאים על-יסוד עדותה היחידה של המתלוננת, וכי המאשימה לא הרימה את הנטל להוכחת אשמתו של הנאשם מעבר לכל ספק סביר",not annotated,מיה,,,,,
821573,s001007,5.0,"אין, איפוא, לקבל את טענות הסניגור המלומד, שטען בלהט רב, על גירסה מבוימת של המתלוננת, שהעלילה, כביכול, על הנאשם, בגלל שהחליט להפסיק ללמדה נהיגה, נוכח התנהגותה וכישלונותיה במבחני התיאוריה",not annotated,מיה,,,,,
539533,SH-08-07-10806-898,7.0,"מאידך, גרסת המתלוננת בעדותה בבית המשפט שונה כאמור לחלוטין",not annotated,מיה,,,,,
378645,SH-16-11-39338-564,8.0,המתלוננת מסרה עדות עקבית ומפורטת,not annotated,מיה,,,,,
35640,m06003045,3.0," הסנגור ניסה להצביע על כך שגרסת המתלונן אינה אמינה, כיוון שלחדר בשירות הפסיכולוגי אין מפתח, כמו כן, העיד עד ההגנה, סגן מנהל בית הספר כי מפתח הספריה היה בחדרו של מנהל בית הספר ורק הוא או המנהל היו פותחים ונועלים את הספריה לשימושו של הנאשם",not annotated,מיה,,,,,
431756,ME-08-1047-463,7.0,"אומר כבר עתה ומיד, כי מכל הסיבות והטעמים שיפורטו להלן, מצאתי כי גרסת המתלוננת אינה מהימנה דיה ואין בה לבדה ואף לא ביחד עם יתר הראיות כדי להוכיח אשמתו של הנאשם מעבר לכל ספק סביר, כנדרש לשם הרשעה בפלילים",not annotated,מיה,,,,,
354818,ME-11-02-34952-76,17.0,"נכון אמנם שהמתלוננת שהתה באולם ביהמ""ש בעת שחברותיה הנ""ל העידו ובטרם זומנה שנית לעדותה הנוספת, אך הן חברותיה של הנאשמת והן הנאשמת, עשו עלי רושם אמין ואיני רואה סיבה לפקפק באמינותן",not annotated,מיה,,,,,
590494,SH-14-06-49350-22,7.0," גרסת המתלוננת בעניין אופיים של המעשים המיניים הייתה עקבית, לפיה במפגש בחוף הצוק היא התנשקה עם הנאשם נשיקה מינית, אשר לוותה בליטופים, לרבות ליטופים בחזה , ואילו בשני המפגשים בבתי המלון קיימו יחסי מין אשר כללו חדירה",not annotated,מיה,,,,,
851238,ME-10-07-21310-4,7.0,"למעלה מכך, גרסת המתלוננת בעניין זה, הייתה חדה, ברורה ועקבית, לאורך כל חקירותיה ואף בעדותה בפנינו, והתנגדותה למעשי הנאשם בה, החל מהמגע הראשוני, הוכחה בפנינו",not annotated,מיה,,,,,
528153,ME-12-03-25945-23,5.0,"מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו",not annotated,מיה,,,,,
783388,m04001224-418,1.0," גרסתה של המתלוננת כי מכנסיה הוסרו ""בצד אחד"" בלבד, כי הסרת המכנסיים נעשתה באמצעות משיכה, כאשר היא איננה מרימה את אגן הירכיים, מתנגדת למעשי הנאשם ודוחפת אותו כל העת – כלל אינה אפשרית, אינה ברורה ותמוהה מאוד",not annotated,מיה,,,,,
487726,m03001032,5.0,ענין נוסף שמקשה על אימוץ גרסתה המפלילה של המתלוננת הוא משך שהייתם המשותפת של השניים בדירת הנאשם,not annotated,מיה,,,,,
405091,m06003027-239,5.0," מטבע הדברים המצב המתואר מעורר חמלה ורחמים לנוכח הקשיים, ההזנחה, חוסר ההסתגלות והעדר המסגרת ההורית החמה והתומכת; אך יחד עם זאת, אין מקום לבסס הרשעה על פי עדותה היחידה של המתלוננת",not annotated,מיה,,,,,
296969,s015840,5.0,"באשר למקרה במוסך: הסנגור הדגיש, שכתב האישום תלוי כולו בעדותה היחידה של המתלוננת, שאין לו כל חיזוק או סיוע",not annotated,מיה,,,,,
114128,m07001017,5.0,"  לאחר שמיעת העדויות וסקירת הראיות הרלוונטיות, הגעתי למסקנה, כי יש לבכר את גרסתה המהימנה של המתלוננת אודות האירועים, נשוא כתב האישום, על פני גרסתו של הנאשם",not annotated,מיה,,,,,
178486,s05001085-150,1.0,"בניגוד לעדותו של הנאשם, עדותה של המתלוננת היתה עיקבית והיא תיארה את מערכת היחסים עם הנאשם באופן ברור, הגם שהודתה כי הוא לא פעל נגד רצונה, וכי היתה זקוקה לתמיכתו ולקשר עמו מבחינה נפשית",not annotated,מיה,,,,,
799541,ME-07-1012-886,3.0, גרסת המתלוננת סבירה ומהימנה,not annotated,מיה,,,,,
444118,m06001058-315,7.0,"לאור האמור, איני סובר, כי גרסת המתלוננת הינה עקבית, או שהיא הקפידה לדייק בפרטים",not annotated,מיה,,,,,
662430,m021063,1.0,"גירסתה של המתלוננת ברורה, סדורה וקוהרנטית",not annotated,מיה,,,,,
123389,SH-14-08-42139-726,5.0,"נטען על ידי ב""כ הנאשם  בסיכומיו כי גרסת המתלוננת נסתרת באופן מהותי בשלוש נקודות מרכזיות על ידי ראיות חיצוניות ופורנזיות במהותן, טריקת הדלת, צעקות המתלוננת ויציאתה של המתלוננת מהמרפאה, ומאחר שהאישום נשען כולו על עדותה היחידה של המתלוננת הדבר צריך להביא לדחיית גרסתה ולזיכויו של הנאשם מהמיוחס לו",not annotated,מיה,,,,,
638795,SH-10-11-13054-33,12.0," לאחר מכן, ינותחו עדויותיהן הפרטניות של המתלוננות וטענותיו השונות של הנאשם ביחס אליהן, כל זאת על רקע הדיון העקרוני בעבירות ובטענות ההגנה של הנאשם ביחס לאישומים",not annotated,מיה,,,,,
566725,me-09-02-142920,12.0,גרסתה המפלילה של המתלוננת כפי שבאה לידי ביטוי בעדותה בפנינו הותירה רושם מהימן וכי אמת בפיה,not annotated,מיה,,,,,
670450,ME-10-06-32318-4,5.0," הנאשם מסר גרסה תמימה, לפיה במהלך המפגש, המתלוננת והוא שוחחו, שיחקו עם חתוליו ועם מכשיר ה""אייפון"" שלו",not annotated,מיה,,,,,
304595,s03001975-128,7.0,"מכיוון שעסקינן במשפט פלילי, אין די בכך שעדות המתלוננת תהיה סבירה יותר מעדות הנאשם, פער עדויות כזה מספיק להכרעה במשפט האזרחי, לשם עמידה בנטל המאזן ההסתברויות",not annotated,מיה,,,,,
234245,m07004037,3.0,"גרסאות המתלוננת והנאשם שונות, הן באשר לשאלה ביוזמת מי הלכו השניים ללשכה שבה התרחש האירוע, הן באשר לשאלה מה היתה הסיבה להליכתם של השניים ללשכה והן באשר לאירוע שהתרחש באותה לשכה, לאמור האם המדובר באקט מיני בהסכמה או שמא במעשה מגונה",not annotated,מיה,,,,,
125795,m98407,14.0,"ראה כמפורט מפי כבוד השופט צ' א' טל, בע""פ 4436/95 פלוני נ' מדינת ישראל , שבו העדות הכבושה של המתלוננת הייתה אף עדות ישירה יחידה",not annotated,מיה,,,,,
510108,SH-11-04-25817-739,7.0," עדות המתלוננת הייתה עניינית, עקבית, מפורטת וברורה, ולא נסתרה בחקירה נגדית בנושאים המרכזיים",not annotated,מיה,,,,,
231278,ME-15-05-26580-949,7.0,"בחינת עדות הנאשם אין מקום להעדיף את גרסת הנאשם, שלפיה הוא והמתלוננת בילו ערב נעים, ולקבוע כי גרסת המתלוננת ""הזויה"" ונטולת הגיון פנימי",not annotated,מיה,,,,,
