sentence_id,title,query number,clean_sentence,status,tagger,label,start_ind,end_ind,label2,query_number
785427519,m001062,,"דברי המתלוננות אף נתמכים בראיות נוספות המאמתות אותם, בעוד שלגרסת הנאשם אין כל תימוכין בחומר הראיות",annotated,דנה,אמינה בגלל חיזוקים חיצוניים,1179.0,1180.0, רושם אמין של המתלוננת לעומת הנאשם,
345296,m07004058,5.0,"עוד בהקשר ל""אירוע הסלון"" מובאות גרסאות שונות מפי המתלוננת  בנוגע לתנוחתה בעת ביצוע המעשים",annotated,דנה,לא אמינה כי נקמנית/לא אותנטית/ממציאה (מיתוסי אונס ברקע),952.0,955.0,,
953928369,m07004058,,תשובותיה של המתלוננת לשאלות חוקרת הילדים מתאפיינות בכוללניות רבה ואין בהן לעיתים קרובות תשובות לשאלות המופנות אליה,annotated,דנה,לא אמינה כי נקמנית/לא אותנטית/ממציאה (מיתוסי אונס ברקע),952.0,953.0,,
304783,ME-08-1157-524,5.0,"להבדיל מהגרסה הראשונה במשטרה, הגרסה השניה של המתלוננת הפלילה את הנאשם במיוחס לו",annotated,דנה,not relevant,73.0,78.0,,
852029,SH-08-9929-69,5.0,  ההימנעות מלהתייחס לכך גורמת להחלשה ניכרת במשקל שניתן לתת לעדותה הכבושה של המתלוננת,annotated,דנה,אמינה עם בעיות (אולי לחבר לקטגוריה שלמעלה),493.0,505.0,,
774258,SH-18-01-42624-345,12.0,"בפנינו גרסה מידית נוספת של המתלוננת, ובכלל זה גרסה המלמדת על התנהגות קודמת של הנאשם כלפיה בעלת  נופך מיני",not annotated,דנה,,,,,
311437,T630000J,8.0," היא עדות כבושה רק בתוך כדי שרותה הצבאי של המתלוננת בהיותה מעל גיל 18 שנה, הביאה המתלוננת את גירסתה החמורה והנוראה, נגד הנאשם",not annotated,דנה,,,,,
69201,s05001554-296,8.0, בעניין הפיטורין מסרה המתלוננת שתי גרסאות שונות לפיטוריה: האחת - הנאשם התלונן בפני בעל החנות כי היא אינה מוכנה לסחוב ולפרק סחורה ,not annotated,דנה,,,,,
768627,s993897,7.0," אמנם, הוא ממשיך ואומר שהחוקרת לא קבעה שעדות הילדה באירוע הים לא מהימנה, ולכן ניתן להרשיעה",not annotated,דנה,,,,,
5391,ME-16-11-9004-33,3.0,"המאשימה מבססת, כאמור, את פרשת התביעה, על עדות המתלוננת - במשטרה ובביהמ""ש, ומבקשת לשכנענו, כי גרסת המתלוננת מהימנה, גרעין עדותה חד-משמעי וללא סתירות, תחושותיה ורגשותיה תואמים את המעשים, וכן, שמצבה הנפשי לעת החשיפה, והאופן שבו נעשה הדבר, מעידים על מהימנות ועל היעדר מניע מצדה של זו, להפללת הנאשם",not annotated,דנה,,,,,
523614,m08001016,7.0," אם יחסי המין ביניהם היו בהסכמה, ובאם סבר הנאשם שהמתלוננת מאותתת לו, באמצעות חפיסת הגלולות שהיא מציגה בפניו, שהיא מוגנת, לא צריך היה לנהוג כפי שנהג, אלא אם כן גירסת המתלוננת, לפיה בכתה ואמרה לו כי היא חוששת מ""בייבי"" - היא היא הנכונה",not annotated,דנה,,,,,
80851,m02001201-a,15.0,"את טענת המניע ביקש הסניגור לחזק, בכך שהציג בפני המתלוננת, במהלך עדותה החוזרת, את המסמך המשטרתי, לפיו המתלוננת הנה עדה מרכזית בתיק פלילי וכי אין לעוצרה או לגרשה מן הארץ בשל כך ",not annotated,דנה,,,,,
613898,ME-09-1132-667,5.0,"ב  292) נקבעה לראשונה ההלכה, ולפיה אין סיבה שלא לראות בעדות מהימנה של ילדה, שנמסרה בפני חוקרת ילדים, ראיה נסיבתית המסייעת לעדות מהימנה אחרת של ילדה, שאף היא נמסרה בפני חוקרת ילדים",not annotated,דנה,,,,,
98418,ME-09-1158-968,5.0, אין בעדויות אלה כדי לפגום בגרסה האמינה של המתלוננת,not annotated,דנה,,,,,
539599,SH-08-07-10806-898,3.0," בסופו של דבר, לאחר שבחנתי את העדויות בתיק, אני קובע כי עדות המתלוננת מהימנה וגרסתה שקולה והגיונית",not annotated,דנה,,,,,
749207,m06001043-353,5.0,"סיכומו של דבר, מצאתי את עדותה של המתלוננת בפנינו, כפי שכבר הוזכר, קוהרנטית, סדורה היטב, ומתיישבת עם עיקרי העובדות בתיק",not annotated,דנה,,,,,
617513,m07008007-405,9.0,"עדותו של מתלונן 5 אינה מגבשת ממצא עובדתי ברור ומוחלט באשר למספר הפעמים בגדרן ביצע בו הנאשם את המעשים דנן, לרבות מועדם",not annotated,דנה,,,,,
229857,ME-13-03-23362-44,3.0,"דיון בראיות הישירות: אקדים ואומר - נמצא לי, שעדות המתלוננת אמינה וראויה למתן משקל רב, וכי, שטחה בפנינו  את אשר אירע לה באמת ובתמים: סאגה של פגיעה מינית בה, ואלימות אחרת, מצד אביה- הנאשם, לאורך שנים ארוכות",not annotated,דנה,,,,,
115331,ME-10-06-20601-774,12.0,"נראה לי, לסיכום, כי גרסאותיהם המהימנות והתומכות זו בזו של המתלוננת ואנדריי, משקפות את האמת כפי שהתרחשה, ואילו הנאשם שיקר וסילף דברים בעדותו, ניסה רק להרחיק עצמו מהאירוע, ועשה רושם בלתי מהימן",annotated,דנה, רושם אמין של המתלוננת לעומת הנאשם,410.0,411.0,אמינה בגלל חיזוקים חיצוניים,
360923,m984143,2.0,"מאחר ועדות המתלוננת אמינה עלי לחלוטין, סבורני כי יש לראות את דבריה הן בפני חוקרת הנוער והן בעדותה בביהמ""ש כמקשה אחת, כאשר עדות אחת משלימה את רעותה",annotated,דנה,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),763.0,764.0,,
630862,ME-12-09-42383-690,8.0," המתלוננת מסרה גרסה זהה בעת חקירתה במשטרה  וגם אם אמנם מסרה גרסה שונה בעניין זה לאמה, הרי שמדובר בעניין נקודתי ביותר ושולי יחסית, שאין בו כדי להפחית מהמהימנות החיובית הכללית שיש לייחס לעדותה",annotated,דנה,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),248.0,249.0,,
272259,s01005977-369,7.0,"מכיוון שעסקינן במשפט פלילי, אין די בכך שעדות המתלוננות תהינה סבירות יותר מעדות הנאשם, פער עדויות כזה מספיק להכרעה במשפט האזרחי, לשם עמידה בנטל המאזן ההסתברויות, לא כן בדין הפלילי המחייב הכרעה מעבר לכל ספק סביר",annotated,דנה,"""אמינה אבל""- העדה אמינה אבל אי אפשר להרשיע. מגוון סיבות (הרבה פעמים עדות יחידה)",291.0,292.0,,
191366,M-NoPub-ZC-1-001-L,5.0,"אלא, שהסניגור הנכבד נמנע - נוכח מוצקות גירסתה העובדתית של המתלוננת מבדיקת מצבו הנפשי, או מעשיו ואמירותיו של הנאשם, ומעביר את ""חובת הזהירות"" אל המתלוננת",not annotated,דנה,,,,,
258567,ME-10-01-28729-1,5.0,"מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו",not annotated,דנה,,,,,
398579,s021336a,1.0, גירסתו של המתלונן היתה אמינה עלי ונמצאו לה ראיות מסייעות ומחזקות,not annotated,דנה,,,,,
385707,s06006342-527,1.0, עדותה של המתלוננת אמינה עלי ואני נותנת בה אמון מלא,not annotated,דנה,,,,,
590512,SH-14-06-49350-22,1.0," מעבר לעובדה כי גרסתה של המתלוננת הייתה עקבית וצוינה בסמוך לאירועים למספר אנשים , הרי שהיא מתיישבת עם הודאתו של הנאשם בשיחה המוקלטת, ועם אותו חלק בהודעתו במשטרה בו הוא מודה כי ""יתכן שבאחד משני המפגשים הם קיימו יחסי מין מלאים""",not annotated,דנה,,,,,
693330,m01000232,1.0,"בענייננו, כפי שפורט לעיל, גרסתה של המתלוננת הינה בלתי מהימנה ולא ניתן לקבל את טענותיה כי התנגדה לקיום יחסי המין עם הנאשמים וזאת לאור הסתירות והתמיהות העולות מגרסתה",not annotated,דנה,,,,,
814646,ME-12-07-40109-11,7.0,"מכאן נשאלת השאלה הכיצד אפשר לומר, בנשימה אחת, כי גירסת המתלוננת היא מהימנה ובה בעת להימנע מהרשעת שני הנאשמים 2 ו- 3 כשגם מעשיהם שלובים באותה גירסה?",not annotated,דנה,,,,,
42916,s02001222-269,12.0,"00 נגבתה עדות נוספת מהמתלוננת  במהלכה נשאלה אודות גירסת הנאשם, הכחישה שהתנשקו, אישרה שהיו כתובות בשירותים, והיו שמועות שיש ביניהם רומן, וגם שמועות ששכבו",not annotated,דנה,,,,,
307857,s03003063-11,7.0,"ב""כ הנאשם טענה כי גרסת המתלוננת שנמסרה מספר פעמים אינה עקבית",not annotated,דנה,,,,,
683287,s05002497-207,7.0,"מעבר לכך ייאמר כי לו היה ממש בטענת העלילה אף הייתי מצפה כי גרסת      המתלוננת תהא מובנית, מדוקלמת ומתוכננת לפרטי פרטים",not annotated,דנה,,,,,
291530,s05002659-374,17.0," כאמור, עוררה המתלוננת רושם אמין ביותר בעדותה, ואני מאמין לה גם בנקודה זו",not annotated,דנה,,,,,
466314,M-NoPub-ZC-1-045-L,5.0,"גם הטענה שהמדובר הוא בעדות כבושה מצד המתלוננת למשך תקופה ארוכה, אין בה כדי להושיע למערער",not annotated,דנה,,,,,
57988,ME-11-06-2965-391,1.0,"גרסה שקרית זו של המתלוננת היא משמעותית ביותר, מאחר שהעבר המשותף שלה ושל הנאשם בוודאי מקרין לא רק על מידת המהימנות שיש ליחס למתלוננת באופן כללי, אלא אף על מידת המהימנות שיש ליחס לגרסתו של הנאשם שהשניים התחבקו והתנשקו וזרמו לקראת יחסים אינטימיים גם בליל האירוע נשוא כתב האישום",not annotated,דנה,,,,,
409888,ME-20-01-13777-33,5.0," במצבו הרפואי האמור, גם ביקש להסביר את הסבריו הדלים ואת חוסר יכולתו להתמודד מול גרסתן המפורטת של המתלוננות לאירועים",not annotated,דנה,,,,,
324695,ME-12-09-33735-44,8.0,"המתלוננת מסרה גרסה ארוכה ומפורטת, תוך התייחסות למקומות בהם התבצעו המעשים ; לתחושות שחשה, הן תחושות פיזיות (למשל: ""הוא ריסס לי ונשכב עליי והחדיר לי את איבר המין שלו לפי הטבעת שלי",not annotated,דנה,,,,,
19220,m06003021,11.0," עדותה של המתלוננת נמשכה על פני ישיבות רבות, במהלכן הופסקה העדות פעמים רבות",not annotated,דנה,,,,,
191502,M-NoPub-ZC-1-001-L,5.0,"76על-פי עדותה המהימנה והמשכנעת של המתלוננת; על-פי החיזוקים לעדות זו; על-פי התרשמותי הגרועה מן הנאשם; ועל-פי הניתוח המשפטי שערכתי, שוכנעתי מעבר לכל ספק סביר - כי הנאשם ביצע את העבירות המיוחסות לו בכתב האישום, והייתי מציע לחברי להרשיעו בביצוען",not annotated,דנה,,,,,
561687,s04002464-643,7.0,"החוקרת התרשמה, כי עדות המתלוננת ה",not annotated,דנה,,,,,
700268,m03000919,9.0,עדותה של המתלוננת כללה פרטים רבים ולוותה בתיאור מפורט של תחושותיה ורגשותיה בעת ולאחר ביצוע המעשים הנדונים,not annotated,דנה,,,,,
593962,M-NoPub-ZC-5-306-L,5.0,"החוקרת תמר קניספל קבעה בחוות דעתה , כי הילדה מהימנה והמליצה לגבות עדות נוספת מהילדה על ידי חוקר/ת ילדים דובר/ת ערבית",not annotated,דנה,,,,,
233722,ME-08-10-6212-89,3.0," לטענת ההגנה, גרסת המתלוננת לפיה היא נדרשה לפשוט את בגדיה ולשכב על הקרקע בתנוחות שונות תוך כדי ביצוע המעשים המיוחסים לנאשם אינה נכונה וזאת מאחר שלא נמצאו חבלות על גופה בעת הבדיקה הגופנית בבית החולים למעט הנפיחות בלסת",not annotated,דנה,,,,,
