sentence_id,title,query number,clean_sentence,status
57968,ME-11-06-2965-391,5.0,איני מתעלם מן הקשיים שבעדותה הכוללת של המתלוננת,not annotated
57988,ME-11-06-2965-391,5.0,"גרסה שקרית זו של המתלוננת היא משמעותית ביותר, מאחר שהעבר המשותף שלה ושל הנאשם בוודאי מקרין לא רק על מידת המהימנות שיש ליחס למתלוננת באופן כללי, אלא אף על מידת המהימנות שיש ליחס לגרסתו של הנאשם שהשניים התחבקו והתנשקו וזרמו לקראת יחסים אינטימיים גם בליל האירוע נשוא כתב האישום",not annotated
62848,m003027a,5.0," לטענת המאשימה, אין במצב שנוצר לאחר עדותה האחרונה של המתלוננת יותר מראיה נוספת לאותם לחצים שבהם היא נתונה, ויש לראות בלחצים אלה חיזוק לגירסתה",not annotated
65052,SH-12-09-49889-43,5.0,"לאור מכלול הנתונים שפורטו לעיל, והגם שבית המשפט מוסמך לקבוע ממצאים על סמך עדות יחידה של המתלוננת, כאמור, ולמרות שהגרסא שמסרה המתלוננת הייתה עקבית ורציפה, מצאתי לנכון בנסיבות העניין לקבוע ממצאים מרשיעים בהסתמך על עדות המתלוננת רק באותם נושאים והיבטים שיש לעדות תמיכה וחיזוק, יהיו דרגתו, אופיו ומקורו של החיזוק אשר יהיו",not annotated
68595,ME-12-01-7451-55,5.0,"כאן באה עדותה העיקרית של המתלוננת, בנוגע לליבת המקרה",not annotated
69759,SH-09-2568-196,5.0,"לא נעלמה מעיני העובדה שמדובר בהרשעה על סמך עדות יחידה של המתלוננת, אך חרף זאת מצאתי שניתן להסתפק בעדות זו לצורך הרשעה",not annotated
71573,m984133,5.0," יש בעדותה המהימנה של המתלוננת, כפי שנתמכת במצבה הנפשי ובשקרי הנאשם, ובדחיית טענותיו של הנאשם הנסתרות בעליל על-ידי הדברים שמסר בהודעות ובעימות עם המתלוננת, כדי לגרום לי להצטרף לחבריי הנכבדים בהרשעתו של הנאשם",not annotated
73687,SH-15-06-23701-11,5.0," חלו לאורך זמן התפתחויות בגרסתה העובדתית של המתלוננת, ובהעדר כל ראיה מפלילה נוספת, די בכך על מנת לקבוע כי מתעוררות ספקות אשר אינן מאפשרות ביסוס ממצא וודאי על גרסתה הנוכחית",not annotated
73702,SH-15-06-23701-11,5.0," חלו לאורך זמן התפתחויות בגרסתה העובדתית של המתלוננת, ובהעדר כל ראיה מפלילה נוספת, די בכך על מנת לקבוע כי מתעוררות ספקות אשר אינן מאפשרות ביסוס ממצא וודאי על גרסתה הנוכחית",not annotated
73714,SH-15-06-23701-11,5.0," לנוכח גרסתו זו של הנאשם הובאו בפני מכלול הראיות הנוגעות לאירוע, ולאחר שנתתי דעתי להם הגעתי לכלל מסקנה כי בנסיבות העניין אין די בעדותה היחידה של המתלוננת כדי לבסס מעבר לכל ספק סביר את הטענה כי הנאשם אונן בפניה",not annotated
73832,SH-15-06-23701-11,5.0," לטעמי, בנסיבות שהובאו בפני, אין די בעדותה הנחרצת של המתלוננת בעדותה בפני כדי להסיר הספקות המתעוררים במקרה זה, ואפרט",not annotated
73841,SH-15-06-23701-11,5.0," כפי שאתאר מיד, חלו לאורך זמן התפתחויות בגרסתה העובדתית של המתלוננת, ובהעדר כל  ראיה מפלילה נוספת, די בכך לטעמי על מנת לקבוע כי מתעוררות ספקות אשר אינן מאפשרות ביסוס ממצא וודאי על גרסתה הנוכחית",not annotated
77143,m03001164,5.0," עם זאת, קבעה החוקרת חד-משמעית, כי לאחר בחינה כוללת של מְהֵימָנוּת המתלוננת, המדובר בגירסה עִקְבִית וּמדויקת של המתלוננת וּבה אלמנטים רבים המצביעים כי אין מדובר בדברים שהוכנסו לפיה או ""הושתלו"" בזיכרונה",not annotated
77678,m03001164,5.0,"שמענו את עֵדוּתָהּ הארוכה והמפורטת של המתלוננת, ויכולנו להתרשם בּאֹרַח בלתי-אמצעי מאוֹפיָיה, התנהגותה ואופן מסירת עֵדוּתָהּ, על רקע גִּילָהּ הצעיר וּמַצָּבַהּ המיוחד, וּלאורך חקירה לא-קלה",not annotated
77726,m03001164,5.0," כך עֵדוּת חוקרת-הילדים, הגב' ענת משי-הראל, והתרשמותה מהמתלוננת - מהווים חיזוק של ממש לאמיתוּת הדברים שעליהם העידה המתלוננת",not annotated
77765,m03001164,5.0," לעומת עֵדוּתָהּ הכֵּנָה, הפשוטה והמהימנה של המתלוננת, הייתה גירסתו של הנאשם רְווּיָה בסתירות משמעותיות והעלתה סימני-שְׁאֵלָה רבים שלא הוסברו",not annotated
77765,m03001164,5.0," לעומת עֵדוּתָהּ הכֵּנָה, הפשוטה והמהימנה של המתלוננת, הייתה גירסתו של הנאשם רְווּיָה בסתירות משמעותיות והעלתה סימני-שְׁאֵלָה רבים שלא הוסברו",not annotated
79239,ME-00-121-HK,5.0,גם באישום השני מדובר בעדות יחידה של מתלוננת,not annotated
80257,m02001201-a,5.0," עדותה המוקדמת של המתלוננת במקרה הנידון הוקלטה באמצעות מכשיר וידאו, בהתאם לבקשתם של הצדדים וכאמור בהחלטת בית המשפט",not annotated
80258,m02001201-a,5.0," נראה כי הטעם שעמד ביסוד ההחלטה להקליט את עדותה המוקדמת של המתלוננת, היה הצורך להבטיח שכל חברי ההרכב שיישבו בבוא העת על המדוכה, יוכלו להתרשם מן העדה באופן בלתי אמצעי ובלתי תלוי, וכך לקבוע את מידת מהימנותה",not annotated
80304,m02001201-a,5.0," נדגיש ונאמר- חלוף הזמן בין קרות האירוע ובין עדותה החוזרת של המתלוננת, מחייב התייחסות מתאימה",not annotated
80557,m02001201-a,5.0, טווח הזמן שחלף מאז עדותה הראשונה לעדותה החוזרת של המתלוננת עומד על כ-21 חודשים,not annotated
82161,m02001201-a,5.0," הפן הראייתי בכל הנוגע לעבירת האינוס ל , התשל""א- 1971, ביטל את דרישת הסיוע לעדות של קורבן עבירת מין וקבע במקומה חובת ""הנמקה"", לפיה רשאי בית המשפט להסתמך על עדות יחידה של מתלוננת ובלבד שיפרט מה הניע אותו להסתפק בעדות זו",not annotated
82891,SH-08-1069-752,5.0,"אינני נותן אמון בעדותו המגמתית של הנאשם, ויש להעדיף, באופן ברור את עדותה האמינה והעקבית של המתלוננת",not annotated
91260,ME-15-11-4139-531,5.0," לאחר עדותה המוקדמת של המתלוננת, ביקש הנאשם לתקן את תשובתו לאישום",not annotated
91332,ME-15-11-4139-531,5.0," סבורני, כי גרסתה המאוזנת של המתלוננת, והעובדה שלא העצימה את תיאוריה יתר על המידה, מצביעה על אותנטיות ואמיתות גרסתה וכי המתלוננת לא ביקשה לטפול על הנאשם מעשים שלא ביצע",not annotated
91613,ME-15-11-4139-531,5.0," רק לאחר שנשמעה עדותה המוקדמת של המתלוננת, ביקש הנאשם לתקן את תשובתו לאישום, וטען לראשונה, כי הוא נכנס לשביל העפר כדי להטיל את מימיו",not annotated
91715,ME-15-11-4139-531,5.0,"אחזור ואדגיש כאן את התזמון בו בחר הנאשם לשנות את גרסתו הראשונית לפיה טעה בדרך, לגרסה לפיה עצר להטיל את מימיו – מיד בתום עדותה המוקדמת של המתלוננת",not annotated
93600,ME-12-06-24991-111,5.0,"בנוסף חשוב להזכיר כי כיום ניתן לבסס הרשעה על עדותו היחידה של מתלונן בעבירות מין, גם מבלי שנמצא חיזוק ואפנה בענין זה לפסק דינו של השופט א' א' לוי:",not annotated
93603,ME-12-06-24991-111,5.0," כידוע, ניתן לבסס הרשעה על עדותו היחידה של מתלונן בעבירות מין, אולם על בית-המשפט להזהיר עצמו כי הוא עושה זאת בלא שנמצא חיזוק, ועליו להוסיף ולנמק את טעמיו לכך  ל , התשל""א-1971)",not annotated
96554,s00006418-192,5.0,"ב""כ הנאשם ביקש לדחות את גירסתה המתחמקת והתמוהה של המתלוננת, כדבריו",not annotated
98418,ME-09-1158-968,5.0, אין בעדויות אלה כדי לפגום בגרסה האמינה של המתלוננת,not annotated
99791,ME-12-09-12360-11,5.0," קיבלתי בעניין זה את עדותה המהימנה של המתלוננת, כי זיהתה את המכשיר, בין היתר, על פי שריטות ייחודיות עליו, ויותר מכך, עקב עובדת הימצאות תמונת אחיה על גבי בשומר המסך, שככל הנראה, הנאשם לא הצליח להסיר",not annotated
104197,ME-12-07-50126-518,5.0," למותר לציין כי, מבחינה עובדתית ומשפטית, זהו שוני מהותי, והוא מהווה שיקול נוסף ומצטבר לקושי לקבוע ממצא על יסוד עדותה היחידה של המתלוננת, שלא נחקרה חקירה נגדית מלאה",not annotated
104302,ME-12-07-50126-518,5.0,"  כמו כן, נוכח הפער הבולט בין עדותה הקולחת והחופשית של המתלוננת בחקירה הראשית, לעומת ההתרשמות ממנה בחקירה הנגדית, שנקטעה ולא הושלמה, לא ניתן לבסס על עדותה היחידה של המתלוננת ממצאים ברמה של ""מעבר לספק סביר""",not annotated
104302,ME-12-07-50126-518,5.0,"  כמו כן, נוכח הפער הבולט בין עדותה הקולחת והחופשית של המתלוננת בחקירה הראשית, לעומת ההתרשמות ממנה בחקירה הנגדית, שנקטעה ולא הושלמה, לא ניתן לבסס על עדותה היחידה של המתלוננת ממצאים ברמה של ""מעבר לספק סביר""",not annotated
104804,ME-15-03-14854-33,5.0,"מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו",not annotated
105700,ME-15-03-14854-33,5.0," חלק מהעדויות על המעשים הן עדויות יחידות של המתלוננות, ועל כן קיימת חשיבות רבה לקבוע את מהימנות העדים",not annotated
108027,SH-09-5632-185,5.0,"מסקנתי זאת נשענת על 3 אדנים מרכזיים:  עדותה המהימנה של המתלוננת;  מצבה הנפשי הנסער בעקבות האירוע;  אמרתו המפלילה של הנאשם לשוטרים בשטח, והיעדר אמון בגרסתו",not annotated
108031,SH-09-5632-185,5.0,עדותה המהימנה של המתלוננת,not annotated
114022,m07001017,5.0," עוד ציין ב""כ הנאשם, כי יש לדחות את גרסתה הבלתי מהימנה של המתלוננת, שכן בעדותה התגלו סתירות מהותיות בנוגע לפרטי האירועים המפורטים בכתב האישום, והראיות שהוצגו ע""י הנאשם, כגון שיחותיו המוקלטות עם המתלוננת, מוכיחות בעליל כי האחרונה לא מסרה אמת בבית המשפט",not annotated
114128,m07001017,5.0,"  לאחר שמיעת העדויות וסקירת הראיות הרלוונטיות, הגעתי למסקנה, כי יש לבכר את גרסתה המהימנה של המתלוננת אודות האירועים, נשוא כתב האישום, על פני גרסתו של הנאשם",not annotated
115331,ME-10-06-20601-774,5.0,"נראה לי, לסיכום, כי גרסאותיהם המהימנות והתומכות זו בזו של המתלוננת ואנדריי, משקפות את האמת כפי שהתרחשה, ואילו הנאשם שיקר וסילף דברים בעדותו, ניסה רק להרחיק עצמו מהאירוע, ועשה רושם בלתי מהימן",not annotated
123389,SH-14-08-42139-726,5.0,"נטען על ידי ב""כ הנאשם  בסיכומיו כי גרסת המתלוננת נסתרת באופן מהותי בשלוש נקודות מרכזיות על ידי ראיות חיצוניות ופורנזיות במהותן, טריקת הדלת, צעקות המתלוננת ויציאתה של המתלוננת מהמרפאה, ומאחר שהאישום נשען כולו על עדותה היחידה של המתלוננת הדבר צריך להביא לדחיית גרסתה ולזיכויו של הנאשם מהמיוחס לו",not annotated
123575,SH-14-08-42139-726,5.0," תמיכה לכך עולה בעדותה הראשית של המתלוננת לפני ממנה ניתן לראות כי הסרת החגורה על מיטת הטיפולים עת שנכחה במרפאתו עוררה בה אי נוחות ""ואני כזה לא הרגשתי כל כך בנוח, אבל כבר ישבתי אמרתי מה כבר יכול לקרות, לא חשבתי שיהיה איזה משהו שיטריד אותי"" ",not annotated
124011,SH-08-6572-1,5.0," לאור העדות המהימנה של המתלוננת שנתמכה בראיות אחרות לעומת העדות הבלתי מהימנה של הנאשם, אני מאמץ את גרסת המתלוננת ביחס לאירועים נשוא כתב האישום במלואה",not annotated
125795,m98407,5.0,"ראה כמפורט מפי כבוד השופט צ' א' טל, בע""פ 4436/95 פלוני נ' מדינת ישראל , שבו העדות הכבושה של המתלוננת הייתה אף עדות ישירה יחידה",not annotated
135165,ME-09-1010-27,5.0,"הנני אף מסכים שבשל הטעמים שמנתה כשלעצמם יש לזכות את הנאשם מעבירות המין בהם הואשם, אך דעתי היא שכך יש לעשות אף בשל אי-היכולת להסתמך על עדותה היחידה של המתלוננת לעבירות המין להרשעת הנאשם מעבר לספק סביר, ובהתאם לדרישות סעיף 54 א ל , תשל""א – 1971, יש לזכותו מעבירות אלה",not annotated
135237,ME-09-1010-27,5.0,"נוכח סיטואציה ראייתית זו מתבקשת המסקנה, כי לא די בעדותה היחידה של המתלוננת, לבדה, כדי לבסס הרשעה ונדרשת מידה מסוימת של חיזוק חיצוני כדי לאששה",not annotated
139789,s00002904-116,5.0,"  בביהמ""ש נכתב בפרוטוקול עדותה המוקדמת של המתלוננת כי באותה סיטואציה ""שכב"" הנאשם",not annotated
140339,ME-09-1084-867,5.0,"יש לזכור, כי בפועל מדובר בעדות יחידה של מתלוננת בעבירת מין, כאשר החיזוקים הנוגעים לתלונתה המיידית ולמצבה הנפשי הנסער מתייחסים בעיקר למעשה הסדום ולא לאישום באינוס",not annotated
140369,ME-09-1084-867,5.0,"כזכור, גרסתה המהימנה של המתלוננת בעניין זה נתמכת בתלונתה המיידית ובמצבה הנפשי הנסער, סמוך לאחר מעשה הסדום",not annotated
141388,ME-13-07-36795-33,5.0,"בנסיבות יש לקבוע, כי גרסתו של הנאשם היא בלתי אמינה שקרסה אל מול עדויות מהימנות של המתלוננות שעמדו ב""מכבש לחצים"" לא קל",not annotated
141485,ME-13-07-36795-33,5.0,"כחיזוק לגרסתו מפנה הנאשם לעדות הנוספת של המתלוננות בתום שמיעת הראיות, עת ביקשו לחזור לדוכן העדים, ומשהותר להן העידו כי גרסתן, עליה העידו בין היתר בבית המשפט, אודות מעשי אלימות ועבירות מין שעשה בהן הנאשם, אינה אמת",not annotated
141746,ME-13-07-36795-33,5.0,"באלה הנתונים, אפנה לבחון את הראיות שהוגשו במהלך שמיעת הראיות, לגופן, לאחר קביעתי כי העדות הנוספת של המתלוננות אין בה, הלכה למעשה, כל חזרה מהעדות שניתנה ע""י המתלוננות במהלך שמיעת הראיות",not annotated
141843,ME-13-07-36795-33,5.0,"למעלה מן הנדרש אציין כי את טענת ב""כ הנאשם, כי העדות הנוספת של המתלוננות יש ליתן לה משקל, וזאת נוכח ההתאמה עם גרסת הנאשם הטוען כי תלונות השווא שהוגשו נגדו, החלו כתלונות על עבירות אלימות וכשהרשויות לא פעלו, הועצמו התלונות לעבירות מין, גרסה שבאופן בלתי תלוי אושרה בעדות הנוספת של ג' – אין אני מקבלת",not annotated
142230,ME-13-07-36795-33,5.0,"גרסתו של הנאשם נבדקה על ידי ומצאתי לקבוע כי מדובר בגרסה בלתי אמינה שקרסה אל מול עדויות מהימנות של המתלוננות שעמדו ב""מכבש לחצים"" לא קל",not annotated
143620,s00001992-110,5.0,"אף תוספת שני פרטים אלה אינם יורדים, לשורש העניין, שכן הנשיקה בצוואר מתיישבת גם עם הגירסאות הראשונות של המתלוננת , ולגבי הארון – אין מחלוקת שאכן היה במקום ארון ברזל",not annotated
146722,m07004039,5.0,"מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו",not annotated
146739,m07004039,5.0," בתיק שבפנינו, כמו במרבית תיקי עבירות המין, מצויות בפנינו גרסאות סותרות, של המתלוננות מחד ושל הנאשם מאידך",not annotated
146775,m07004039,5.0," בענייננו נראה לי שלא היה זה בטוח להשתית את הרשעת המערער על עדותה היחידה של המתלוננת, הלוקה כאמור, בסתירות ובתמיהות",not annotated
149010,ME-08-1005-44,5.0,"מנגד- גרסתה העקבית של המתלוננת בהודעותיה במשטרה כמו גם בעדותה בבית המשפט היא, כי מעשה הבעילה בוצע שלא בהסכמתה החופשית, התאפיין ב""קיפאון"" מצידה ובאגרסיביות ובהחזקה כוחנית מצד הנאשם",not annotated
150281,s021784a,5.0,"עדויותיהן הישירות של המתלוננות אין בהן כדי לספק תשובה חיובית לכך,הן לא מסרו ולא סיפרו כי מעשיו של הנאשם נעשו לשם גירוי או סיפוק מיניים או שהם הרגישו והתרשמו שכך היו כוונותיו של הנאשם, כנראה הדבר נובע עקב גילן הרך יחסית",not annotated
150752,me-10-02-38985-172,5.0,מול גירסתה האמינה והכנה של המתלוננת עומדת עדותו של הנאשם שהתאפיינה בשינויי גירסה ותפניות בלתי מוסברות וחסרות הגיון,not annotated
151021,me-10-02-38985-172,5.0,"בחינת גירסתה העקבית והאמינה של המתלוננת מול גירסתו רצופת הסתירות והפתלתלה של הנאשם מובילה למסקנה החד משמעית לפיה יש להעדיף את גירסת המתלוננת, באשר לאירועי אותו בוקר ולפיכך מציעה אני לחברי להרשיע את הנאשם בעבירות המיוחסות לו באישום ראשון",not annotated
154439,ME-19-07-69765-55,5.0, עדותו העקבית של המתלונן בעניין זה בבית המשפט עולה בקנה אחד גם עם הדברים שמסר לחוקרת הילדים,not annotated
154458,ME-19-07-69765-55,5.0,"הקשיים שניתן להעלות ביחס לגרסת המתלונן אף שגרסתו של המתלונן נתמכת בחיזוקים ראייתיים שונים כמפורט לעיל, טען ב""כ הנאשם כי היא גם מעוררת קשיים אחדים, שב""כ הנאשם התייחס אליהם בהרחבה גם בחקירה הנגדית של המתלונן, כאשר הוא ניסה לערער את גרסתו העקבית של המתלונן, וגם בסיכומיו להכרעת הדין",not annotated
157524,SH-18-07-50635-476,5.0,המאשימה נסמכה בראיותיה על עדותה המפלילה של המתלוננת,not annotated
159533,ME-09-08-8687-659,5.0," הכחשותיו של הנאשם את טענות המתלוננת נשמעו יותר דרמטיות ועם יותר מטען רגשי, בהשוואה לעדותה האדישה של המתלוננת בפני חוקרת הילדים",not annotated
164232,m02001242,5.0," סתירות מהותיות אלו מצביעות על כך שהנאשם שיקר, בעיקר לאור בחינת גרסתו העקבית וההגיונית של המתלונן, שנתמכת בדברי חברו ואנשי המשטרה, רס""ר שלמה ממן ומשה פורשר, אשר דבריהם משלימים ומאששים כאמור, אלה את אלה",not annotated
168695,s02001710-515,5.0," יודגש כי אינני קובעת שעדותו של המתלונן כולה שקרית; מובטחני כי פרטים שונים שמסר, הן באשר למפגש בחדר העבודה, כמו גם פרטים אחדים באירוע שבחדר השינה - היו גם היו",not annotated
173123,SH-09-11-8057-446,5.0,"מול עדותה המהימנה של המתלוננת, הנתמכת כאמור בראיות חיצוניות, עומדת בבדידותה עדותו של הנאשם ",not annotated
176064,SH-08-7183-220,5.0," אשר על כן, סובר ב""כ הנאשם כי אין בראיות ובעדויות שהביאה המאשימה כדי להוות את החיזוק הנדרש לעדותה היחידה של המתלוננת על מנת להרשיע את הנאשם מעל לכל ספק סביר",not annotated
185304,SH-08-2974-556,5.0,"לפיכך, מסקנתי היא שעל אף שאני נוטה ליתן אמון בגרסתה הבסיסית של המתלוננת לפיה הנאשם אכן נישק אותה על שפתיה וליטף את גבה, הרי שלא שוכנעתי כי ניתן לקבוע את המסקנה האמורה מעבר לספק סביר",not annotated
191366,M-NoPub-ZC-1-001-L,5.0,"אלא, שהסניגור הנכבד נמנע - נוכח מוצקות גירסתה העובדתית של המתלוננת מבדיקת מצבו הנפשי, או מעשיו ואמירותיו של הנאשם, ומעביר את ""חובת הזהירות"" אל המתלוננת",not annotated
191502,M-NoPub-ZC-1-001-L,5.0,"76על-פי עדותה המהימנה והמשכנעת של המתלוננת; על-פי החיזוקים לעדות זו; על-פי התרשמותי הגרועה מן הנאשם; ועל-פי הניתוח המשפטי שערכתי, שוכנעתי מעבר לכל ספק סביר - כי הנאשם ביצע את העבירות המיוחסות לו בכתב האישום, והייתי מציע לחברי להרשיעו בביצוען",not annotated
191858,SH-19-11-32007-294,5.0," לעניין זה, אני מוצאת לאמץ את גרסתה הברורה והבטוחה של המתלוננת ולפיה התקשרה ליחיאל על מנת להשיג את ס' בן זוגה ששכח את מכשיר הטלפון שלו בדירה",not annotated
193079,m97000938,5.0,"לגרסה זאת שהמתלוננת העלילה על הנאשם עלילת כזב עקב אמירתו שיעזוב את כנרת, אין כל תימוכין בחומר הראיות, פרט לעדויות המאוחרות של המתלוננת והנאשם בבית המשפט, שאינן נראות לי סבירות ומהימנות, והן נועדו כאמור לנסות לחלץ את הנאשם מהרשעה ומענישה",not annotated
193904,ME-12-01-40609-11,5.0,"בפגישה השנייה, בה נכח, הציע, לנוכח הגרסאות הסותרות בין המתלוננת לבין הנאשם- לפנות לבירור מקצועי",not annotated
196013,SH-11-04-25817-156,5.0,"ככלל, אין מניעה שהרשעה בעבירת מין תושתת על סמך עדות יחידה של מתלוננת, כאשר עדות זו נמצאה עדות משכנעת, אמינה, וניתן לתת לה את מלוא המשקל הראייתי",not annotated
198083,m06007005-401,5.0," ב""כ המאשימה, עו""ד ניק קאופמן, ביקש להרשיע את הנאשם, כפי שהואשם בכתב האישום, על יסוד עדותה האמינה של המתלוננת, כי הנאשם כפה עליה קיום יחסי המין ברכבו ביום 2",not annotated
198890,SH-11-11-50610-711,5.0," מידת הוכחה של ""מעבר לספק סביר"", כמצוות  ל, מקבלת משנה תוקף וזהירות כאשר מדובר בהרשעה על פי עדות יחידה של מתלוננת",not annotated
199082,SH-11-11-50610-711,5.0," מידת הוכחה של ""מעבר לספק סביר"", כמצוות  ל, מקבלת משנה תוקף וזהירות כאשר מדובר בהרשעה על פי עדות יחידה של מתלוננת",not annotated
202217,s00011239-243,5.0," מה גם, שכאמור, עדותה האמינה של המתלוננת גם לגבי נגיעת הנאשם בעכוזה, די בה גם לענין זה",not annotated
206176,ME-15-07-28768-44,5.0," מול עדותה האמינה של המתלוננת לא עומד, למעשה, דבר וחצי דבר",not annotated
206618,ME-15-07-28768-44,5.0,"במצב דברים זה, כאשר מול עדותה האמינה של המתלוננת לא עומד למעשה דבר, יש לקבוע כי נתמלאו יסודות העבירות המיוחסות לנאשם בפרט אישום זה",not annotated
210911,k26398p,5.0,"כמו כן לא שוכנעתי, כי ניתנה לנאשם, בהעדר הגדרה בכתב האישום של התקופה ובהעדר פירוט בעדותה הנ""ל של המתלוננת על התקופה בה בוצעו המכות ועל אופיים,  ""הזדמנות סבירה להתגונן"" כנגד אישומים אלה ",not annotated
219241,ME-08-09-6759-2,5.0," כפי שיובהר להלן, בסופו של יום מדובר בעדות יחידה של המתלונן כנגד הכחשתו הכוללת של הנאשם",not annotated
219527,ME-08-09-6759-2,5.0,"בסופו של יום, מדובר בעדות יחידה של המתלונן",not annotated
220669,ME-08-09-6759-2,5.0,"אמנם, ד""ר כץ, בהגינותו ובמקצועיותו, אמר שהוא אינו יכול לקבוע ללא בדיקה פסיכיאטרית לאחר המצב הפסיכוטי, בו נמצא המתלונן כשאושפז, את אמינות המידע שמסר המתלונן לגב' ספיבק ולאחר מכן לחוקרים ולביהמ""ש, אך בכל הכבוד, קביעת אמינותו של המידע מסורה לביהמ""ש, גם כאשר מדובר בעדות ישירה יחידה כמו של המתלונן שבפנינו",not annotated
220669,ME-08-09-6759-2,5.0,"אמנם, ד""ר כץ, בהגינותו ובמקצועיותו, אמר שהוא אינו יכול לקבוע ללא בדיקה פסיכיאטרית לאחר המצב הפסיכוטי, בו נמצא המתלונן כשאושפז, את אמינות המידע שמסר המתלונן לגב' ספיבק ולאחר מכן לחוקרים ולביהמ""ש, אך בכל הכבוד, קביעת אמינותו של המידע מסורה לביהמ""ש, גם כאשר מדובר בעדות ישירה יחידה כמו של המתלונן שבפנינו",not annotated
228190,ME-18-05-19391-55,5.0,"ניתן להרשיע בעבירות מין גם על בסיס עדות יחידה של מתלוננת הגם שנדרשת הנמקה  תשל""א-1971; ע""פ  נור נ' מדינת ישראל, נו 205 ;  גנדור נ' מדינת ישראל, מב 045 ;  פלוני נ' מדינת ישראל (01",not annotated
230185,ME-13-03-23362-44,5.0," אין עדות ברורה של המתלוננת בפנינו, אודות אמירות כאלה בשעתו",not annotated
233648,ME-08-10-6212-89,5.0, לעדות האמינה של המתלוננת במקרה דנן מצטרפות ראיות בעניין מצבה הנפשי והתנהגותה של המתלוננת בסמוך לאחר ביצוע המעשים,not annotated
237318,m06003042-275,5.0,עדותה המפורטת של המתלוננת כוללת התייחסות למעשים שביצע הנאשם בע' כאשר המתלוננת עדה לנעשה בה,not annotated
238412,SH-15-10-46643-55,5.0," כפי שיפורט, ההתכתבויות לא עוררו בי, בסופו של דבר, ספק בגרסתו האיתנה של המתלונן כי הקשר לא היה זוגי או מיני",not annotated
238516,SH-15-10-46643-55,5.0, הטקסטים תומכים בעדותו המהיימנה ממילא של המתלונן,not annotated
238648,SH-15-10-46643-55,5.0," גם עדותו המהיימנה של המתלונן לגבי שני ה""סשנים"", נתמכת בהתכתבויות",not annotated
257350,SH-09-12-25181-569,5.0,"לא מצאתי כי יש בנקודה זו לכשעצמה, במכלול העדות הארוכה והמפורטת של המתלוננת, אשר כללה פרטים רבים ביותר אודות חלקי אירועים, כדי לפגום במהימנותה של העדות",not annotated
258567,ME-10-01-28729-1,5.0,"מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו",not annotated
258587,ME-10-01-28729-1,5.0," בתיק שבפנינו, כמו במרבית תיקי עבירות המין, מצויות בפנינו גרסאות סותרות, של המתלוננת מחד ושל הנאשם מאידך",not annotated
269671,m021212d,5.0," הבאתם של אלה אינה נעוצה, כידוע, בחובה כלשהי, שכּן בוטלה דרישת הסיוע לעדוּת יחידה של מתלוננת בעבירות-מין",not annotated
272275,s01005977-369,5.0,"כאמור לעיל, הפסיקה מקבלת עדות חסרה או מבולבלת של מתלוננת, כאשר מדובר באירוע טראומטי",not annotated
285777,m00925,5.0,"ואמנם, גם כאן אי אפשר שלא להציג את התמונה שעודנה חרוטה בזיכרוני, במהלך עדות שלישית זו של המתלוננת, כאשר – ולהבדיל מעדויותיה הקודמות – ישבה כשעיניה מושפלות, ואף לא פעם אחת לא הפנתה מבטה אלינו, ולא התרשמתי שהיה זה על שום שהתביישה על כי שיקרה בעדותה הראשונה",not annotated
285787,m00925,5.0,"סיכומו של דבר, לא רק שבעדות השנייה והשלישית של המתלוננת לא היה כדי לערער את מהימנות גירסתה בעדותה הראשונה והמקורית – שעליה, בין היתר, מבוססת הכרעת דין זו – אלא היה בהן, אף כדי להוסיף יתר נופך ויתר חיזוק, בכל הקשור למהימנות גירסתה המקורית של המתלוננת",not annotated
285787,m00925,5.0,"סיכומו של דבר, לא רק שבעדות השנייה והשלישית של המתלוננת לא היה כדי לערער את מהימנות גירסתה בעדותה הראשונה והמקורית – שעליה, בין היתר, מבוססת הכרעת דין זו – אלא היה בהן, אף כדי להוסיף יתר נופך ויתר חיזוק, בכל הקשור למהימנות גירסתה המקורית של המתלוננת",not annotated
285790,m00925,5.0," ועתה – ומשבמהימנות קא עסקינן, ובתיתי, אליבא דידי, אמון מלא בגירסתה המקורית של המתלוננת – נשוב אל גירסת הנאשם, ונבחן עד כמה היא עומדת היא במבחן המהימנות",not annotated
285928,m00925,5.0,"בני זוג אלה גם מסרו אמרות במשטרה, בעקבות תלונת המתלוננת, והם גם מופיעים ברשימת עדי התביעה שבכתב האישום , ככאלה שהמאשימה התכוונה להעידם מטעמה, ומסתמא יכול היה בעדותם כדי לסייע בהכרעה בין הגירסאות הנוגדות של המתלוננת ושל הנאשם",not annotated
