sentence_id,title,query number,clean_sentence,status,tagger,label,label2,start_ind,end_ind,query_number
797590,s03002629-14,9.0,"עדותה של המתלוננת יוצרת לטעמי תמונה ברורה וחד משמעית, שאינה מותירה מקום לספק בדבר אשמת הנאשם, כאשר אין בתשובותיו ובהסבריו כדי להתמודד עמה בהצלחה",annotated,דניאל, רושם אמין של המתלוננת לעומת הנאשם,,110.0,111.0,
226262,ME-11-10-363-44,1.0, מעשים אלו לא יוחסו לנאשם בכתב האישום וגרסתו של המתלונן בנקודה זו הייתה סותרת ומבולבלת באופן מעורר ספק,annotated,דניאל,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,,1082.0,1084.0,
416743,m06003016,9.0," גרסתה המפלילה של המתלוננת כפי שנמסרה לחוקרת הילדים ולבית המשפט בעדותה הראשונה, הותירה רושם מהימן",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,607.0,608.0,
132298,SH-10-1098-39,3.0,לגבי  אירוע זה הנאשם לא נשאל כלל בחקירתו בבית המשפט או במשטרה לפיכך קיימת גרסת המתלונן בלבד,annotated,דניאל,not relevant,,54.0,55.0,
407581,ME-09-09-1430-1-1,1.0," עדותה של המתלוננת הייתה עקבית, היא לא הגזימה וניכר היה שהיא מספרת עובדות כהווייתן, כפי שהיא חוותה אותן",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,555.0,556.0,
730997,s998267,17.0,"                  ואומר כבר עתה כי המתלוננת, בהופעתה בביהמ""ש, הותירה רושם חיובי ביותר וגם ההגנה אינה חולקת על כך",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,76.0,78.0,
801501226,s998267,,"השתכנעתי שהמתלוננת סיפרה על הארוע נשוא דיוננו בכנות גמורה וללא כל זדון להעליל דברים על הנאשם, אולם לאור המבחנים הקפדניים, כפי שנקבעו בחוק ובפסיקה ועליהם אעמוד בהמשך, לבחינת עדות כזו של המתלוננת, ובהעדר ראיות חיצוניות ממשיות, באתי למסקנה שיש לזכות את הנאשם למרות האמון שנתתי בדברי המתלוננת",annotated,דניאל,רושם אמין של המתלוננת :לא נקמנית. לא בדתה או המציאה ( מיתוסי אונס ברקע),"""אמינה אבל""- העדה אמינה אבל אי אפשר להרשיע. מגוון סיבות (הרבה פעמים עדות יחידה)",78.0,79.0,
852029,SH-08-9929-69,5.0,  ההימנעות מלהתייחס לכך גורמת להחלשה ניכרת במשקל שניתן לתת לעדותה הכבושה של המתלוננת,annotated,דניאל,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,,494.0,496.0,
354975,ME-11-02-34952-76,17.0," כאמור, המתלוננת עשתה עלי רושם אמין",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,496.0,497.0,
206618,ME-15-07-28768-44,5.0,"במצב דברים זה, כאשר מול עדותה האמינה של המתלוננת לא עומד למעשה דבר, יש לקבוע כי נתמלאו יסודות העבירות המיוחסות לנאשם בפרט אישום זה",annotated,דניאל, רושם אמין של המתלוננת לעומת הנאשם,,4236.0,4237.0,
792440,M-NoPub-ZC-1-131-L,12.0," לאור כל הנימוקים הנ""ל, מסקנתי היא, שגירסתה המפלילה הראשונה של המתלוננת, היא הנכונה, וחזרתה ממנה באה רק לאחר שנוכחה לדעת שהנאשם איננו משתחרר",annotated,דניאל,not relevant,,158.0,159.0,
115331,ME-10-06-20601-774,12.0,"נראה לי, לסיכום, כי גרסאותיהם המהימנות והתומכות זו בזו של המתלוננת ואנדריי, משקפות את האמת כפי שהתרחשה, ואילו הנאשם שיקר וסילף דברים בעדותו, ניסה רק להרחיק עצמו מהאירוע, ועשה רושם בלתי מהימן",annotated,דניאל, רושם אמין של המתלוננת לעומת הנאשם,אמינה בגלל חיזוקים חיצוניים,410.0,411.0,
604834,m06007025-296,5.0," גרסתה המיידית של המתלוננת תואמת את עדותה, ובעת שמסרה את תלונתה המיידית לא ידעה כי שיחתה הוקלטה",annotated,דניאל,not relevant,,929.0,930.0,
706405465,m06007025-296,,"בענייננו, התרשמנו כי גרעין עדותה של המתלוננת, המתייחס למעשה האונס, הינו אמת",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,928.0,929.0,
528108,ME-12-03-25945-23,5.0," גירסתה המהימנה של המתלוננת והחיזוקים לה, בעינם עומדים, ובהיעדר ממצא כטענות ההגנה, אין כדי להעלות או להוריד; באותה מידה לא נמצא פרופיל DNA של המתלוננת במוצגים שנלקחו מהחדר , והרי אין חולק כי הנאשם והמתלוננת ישבו על הספה והתנשקו",annotated,דניאל,אמינה בגלל חיזוקים חיצוניים,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),629.0,630.0,
9351,SH-10-11-34300-792,8.0," כבר כעת אציין כי מלבד גרעין דבריה של המתלוננת כפי שהובא בעובדות כתב האישום המתלוננת סיפרה גרסאות נוספות, ופרטים רבים נוספים שאינם  מתיישבים זה עם זה  וכי יש בהודעותיה הן בפני מר הרן והן בפני בית המשפט סתירות פנימיות רבות כפי שאפרט בהמשך",annotated,דניאל,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,,134.0,135.0,
827911,SH-11-02-18237-496,5.0," כאמור לעיל, הבהיר ב""כ הנאשם בסיכומיו, כי אין מחלוקת באשר למהימנות גרסתה הסובייקטיבית של המתלוננת בנוגע לאירוע עצמו, ולתחושות שהיא חשה ועליהן העידה",annotated,דניאל,not relevant,,141.0,142.0,
335929,ME-09-09-9012-283,1.0,  עדותה של המתלוננת לגבי  נאשם 2 איננה עקבית,annotated,דניאל,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,,392.0,393.0,
443656,m06001058-315,7.0,"  גרסת המתלוננת הינה עקבית , בעדותה התייחסה לאקונית משהו לתיאור האירועים, היא אינה מעצימה ומגזימה בתיאור, בהודעתה נ/1 השיבה בכנות: ""אני לא מרגישה חבלה מהמקום ואין לי דימום"" ""היום הוא לא איים עלי",annotated,דניאל,רושם אמין של המתלוננת :לא נקמנית. לא בדתה או המציאה ( מיתוסי אונס ברקע),,160.0,161.0,
305078,ME-08-1157-524,7.0,עדות המתלוננת בבית המשפט היתה מאד אמוציונאלית ובשלב מסוים בית המשפט נאלץ להפסיק את הדיון,annotated,דניאל,not relevant,,358.0,359.0,
151021,me-10-02-38985-172,5.0,"בחינת גירסתה העקבית והאמינה של המתלוננת מול גירסתו רצופת הסתירות והפתלתלה של הנאשם מובילה למסקנה החד משמעית לפיה יש להעדיף את גירסת המתלוננת, באשר לאירועי אותו בוקר ולפיכך מציעה אני לחברי להרשיע את הנאשם בעבירות המיוחסות לו באישום ראשון",annotated,דניאל, רושם אמין של המתלוננת לעומת הנאשם,,462.0,463.0,
319136,m03001035,5.0,"אמנם בית המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו – דרישת ההנמקה שבאה במקומה של דרישת הסיוע",annotated,דניאל,not relevant,,688.0,689.0,
858824,ME-08-09-7365-635,16.0," המתלוננת הייתה עקבית בעניין זה בעדותה בבית המשפט ואף בהודעתה הראשונה במשטרה, שניתנה סמוך לאחר האירוע",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,1345.0,1346.0,
805244,s99001132-160,8.0,"זאת ועוד, אם אמרה המתלוננת, שעם בואו של הנאשם פתחה היא קצת הדלת ונאמר לו לחכות רגע, הרי שמצינו כי המתלוננת סיפרה לניסים גירסה אחרת לפיה מייד עם היכנסו של הנאשם, החל להתעסק עימה ",annotated,דניאל,not relevant,,192.0,193.0,
328187,m08001086-173,1.0,"אכן עדותה של המתלוננת כבושה היתה שנים הרבה, אך היא הסבירה היטב את הסיבה לכבישת הדברים",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,400.0,402.0,
233808492,m08001086-173,,"בוודאי שאין היא בודה מליבה שום פרט ומשתיארה בפנינו, באמרותיה ובעימות, שוב ושוב, חדירות של הנאשם, אין לי שמץ של ספק שסיפרה את האמת לאשורה",annotated,דניאל,רושם אמין של המתלוננת :לא נקמנית. לא בדתה או המציאה ( מיתוסי אונס ברקע),,399.0,400.0,
285790,m00925,5.0," ועתה – ומשבמהימנות קא עסקינן, ובתיתי, אליבא דידי, אמון מלא בגירסתה המקורית של המתלוננת – נשוב אל גירסת הנאשם, ונבחן עד כמה היא עומדת היא במבחן המהימנות",annotated,דניאל, רושם אמין של המתלוננת לעומת הנאשם,,486.0,488.0,
663603,ME-11-06-51536-78,12.0,"על כן: עדותה המהימנה של המתלוננת חוזקה איפוא בעדות הנאשם דלעיל, לכל הפחות כראשית הודייה",annotated,דניאל,אמינה בגלל חיזוקים חיצוניים,,1390.0,1391.0,
73841,SH-15-06-23701-11,5.0," כפי שאתאר מיד, חלו לאורך זמן התפתחויות בגרסתה העובדתית של המתלוננת, ובהעדר כל  ראיה מפלילה נוספת, די בכך לטעמי על מנת לקבוע כי מתעוררות ספקות אשר אינן מאפשרות ביסוס ממצא וודאי על גרסתה הנוכחית",annotated,דניאל,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,,142.0,143.0,
590494,SH-14-06-49350-22,7.0," גרסת המתלוננת בעניין אופיים של המעשים המיניים הייתה עקבית, לפיה במפגש בחוף הצוק היא התנשקה עם הנאשם נשיקה מינית, אשר לוותה בליטופים, לרבות ליטופים בחזה , ואילו בשני המפגשים בבתי המלון קיימו יחסי מין אשר כללו חדירה",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,362.0,364.0,
593069,s001098,17.0,"מבחינת התרשמות, ניתן לומר, כי המתלוננת הותירה רושם אמין, מה שאינני יכול לומר לגבי הופעתו של הנאשם",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע), רושם אמין של המתלוננת לעומת הנאשם,75.0,76.0,
577046,ME-08-1120-436,7.0,גרסת המתלוננת מעורפלת ובלתי בהירה,annotated,דניאל,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,,85.0,89.0,
87783,s04009041-538,8.0,"המתלוננת- למרות הקושי והמבוכה - מסרה עדות ברורה וכנה, שבה חשפה את מערכת יחסיה עם הנאשם, בישירות, בגילוי לב וללא כחל וסרק",annotated,דניאל,רושם אמין של המתלוננת :לא נקמנית. לא בדתה או המציאה ( מיתוסי אונס ברקע),,137.0,138.0,
773061,ME-11-08-19586-11,3.0," המאשימה טענה כי עדות המתלוננת היתה עקבית לכל אורך הדרך, וכי ניתן להתרשם שאין סתירות בין הודעותיה במשטרה  לבין עדותה בבית המשפט",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,786.0,787.0,
529188,m03000984-300,5.0,"בדעת מיעוט, סבר כבוד הנשיא פלפל, כי ניתן להרשיע את הנאשם על סמך עדותה היחידה של המתלוננת",annotated,דניאל,not relevant,,48.0,49.0,
728149,m06007013-431,8.0," המתלוננת מסרה גרסה אותנטית, עקבית וקוהרנטית לאורך כל הדרך, מאז סיפרה על האירוע לחברתה א' ב' ועד למתן העדות בבית המשפט",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,341.0,342.0,
343123,ME-10-07-44791-817,1.0,"ב""כ הנאשם טען כי עדותה של המתלוננת ""רווית סתירות"", ובהיותה עדות יחידה  נדרשת הנמקה ממשית לצורך אימוצה",annotated,דניאל,not relevant,,646.0,647.0,
174938,ME-11-06-33989-11,3.0," לזה יש להוסיף, כי עדויות המתלוננות היו מהימנות בעיני",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,1191.0,1192.0,
230185,ME-13-03-23362-44,5.0," אין עדות ברורה של המתלוננת בפנינו, אודות אמירות כאלה בשעתו",annotated,דניאל,not relevant,,1751.0,1753.0,
202081,s00011239-243,3.0," גירסת המתלוננת היתה אמינה, לא עורערה ולא נסתרה בחקירה הנגדית, וחוזקה בגירסת אמה, בחוו""ד חוקרת הילדים ובעדותה",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),אמינה בגלל חיזוקים חיצוניים,13.0,14.0,
199125,SH-11-11-50610-711,1.0," עדותה של המתלוננת הייתה עקבית החל מגרסתה בעימות בינה לבין הנאשם, שהתקיים במשטרה כחצי שנה לאחר האירוע  וכלה בעדותה בבית המשפט",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,207.0,208.0,
35640,m06003045,3.0," הסנגור ניסה להצביע על כך שגרסת המתלונן אינה אמינה, כיוון שלחדר בשירות הפסיכולוגי אין מפתח, כמו כן, העיד עד ההגנה, סגן מנהל בית הספר כי מפתח הספריה היה בחדרו של מנהל בית הספר ורק הוא או המנהל היו פותחים ונועלים את הספריה לשימושו של הנאשם",annotated,דניאל,not relevant,,480.0,481.0,
382268,SH-07-2430-626,1.0,"לעניין אירוע זה של הסטת החולצה ונגיעה בחזה התרשמתי כי גרסתה של המתלוננת, אינה אמינה",annotated,דניאל,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,,685.0,687.0,
268277,s00002233-371,4.0,לעומת התפתלויותיו של הנאשם הייתה עדות המתלוננת עדות של נערה צעירה שהשתדלה למסור עדות מדויקת של חוויה מזעזעת שעברה,annotated,דניאל, רושם אמין של המתלוננת לעומת הנאשם,,59.0,61.0,
