sentence_id,title,query number,clean_sentence,status,tagger,label,start_ind,end_ind,label2
330783,ME-09-12-23471-1,3, אזכיר כי המחלוקת הינה בשאלת הסכמתה של המתלוננת למעשים שנעשו בתוך מחסן סגור ובנושא זה רלבנטיות רק עדויות המתלוננת והנאשם,not annotated,איתי,,,,
368924,SH-13-02-47-54,5, אף צפיתי במלוא הקלטת של העדות המוקדמת של המתלוננת לפני כב' השופט שמעוני,not annotated,איתי,,,,
601061,ME-18-12-64564-33,4, כל שכן שצפויים קשיים מסוימים בעדות של ילדה קטנה,not annotated,איתי,,,,
323902,ME-12-09-33735-44,1,עדותה של המתלוננת מהימנה ויש להעדיף אותה על פני עדותו של הנאשם,not annotated,איתי,,,,
367261,m08000502-117,7,"העובדה שגרסת המתלוננת, שבוצעו כלפיה מעשים מיניים על-ידי הנאשם, אמינה, אינה מובילה בהכרח לקביעה שכל העבירות שיוחסו לנאשם הוכחו כנדרש",not annotated,איתי,,,,
57430,s0010349,17," לעומת עדותו החמקמקה של הנאשם, הסתירות בדבריו והרושם השלילי שהותיר, ארבעת המתלוננות עשו רושם אמין וכנה",not annotated,איתי,,,,
830542,ME-10-05-9677-3,17,"המתלוננת עשתה רושם חיובי בעדותה, כאומרת האמת",not annotated,איתי,,,,
389224,M-NoPub-ZB-8-237-L,7, בת/ 6פרטה חוקרת הנוער את הסיבות אשר הביאו אותה לכלל מסקנה כי עדות המתלוננת מהימנה וכי יש ליתן אמון מלא בגירסתה,not annotated,איתי,,,,
167746,M-NoPub-ZC-1-416-L,1," גם עדותה של המתלוננת ת', הנוגעת אמנם בעיקרה לאירוע הראשון בו הודה הנאשם בשלב הסיכומים, הנה רלוונטית בסופו של דבר גם למחלוקת שנותרה",not annotated,איתי,,,,
399465,ME-08-04-4869-1,5,"עם זאת, מהנסיבות האופפות את המעשים, כפי שתוארו בעדותו האמינה של המתלונן, עולות נסיבות הלוואי של המעשים המצביעות לפחות על ניסיון להחדיר את איבר מינו לפי הטבעת של המתלונן",not annotated,איתי,,,,
768639,s993897,7," באשר לאירוע במקלחת, מעידה החוקרת וקובעת בגיליון הערכת מהימנות  מיום 28/10/99 , שעדות הילדה מהימנה",not annotated,איתי,,,,
662794,ME-11-06-51536-78,5,"ובענייננו: בנוסף לעדותה העקבית, הברורה והאמינה של המתלוננת ולפירוט מדוע ניתן להסתפק בעדות זו להרשעת הנאשם כמפורט להלן, יפורטו להלן גם ראיות חיצוניות בעלות משקל עצמאי משלהן, המחזקות את גירסת המתלוננת ונותנות לה משנה תוקף",not annotated,איתי,,,,
178492,s05001085-150,3,"משקבעתי כי גרסת המתלוננת אמינה עלי, ובדחותי את גירסת ההגנה, אני קובעת כי הוכחו יסודות העבירות שיוחסו לנאשם בכתב האישום מעבר לכל ספק סביר",not annotated,איתי,,,,
783388,m04001224-418,1," גרסתה של המתלוננת כי מכנסיה הוסרו ""בצד אחד"" בלבד, כי הסרת המכנסיים נעשתה באמצעות משיכה, כאשר היא איננה מרימה את אגן הירכיים, מתנגדת למעשי הנאשם ודוחפת אותו כל העת – כלל אינה אפשרית, אינה ברורה ותמוהה מאוד",not annotated,איתי,,,,
858910,ME-08-09-7365-635,5," שחזור מדוקדק של האירוע הטראומטי נעשה בדרך כלל בחקירה המשטרתית, ומשנעשה עימות בין הגרסאות השונות של המתלוננת, החשוד ",not annotated,איתי,,,,
345977,ME-10-02-21084-807,5," הסנגורית, לעומתה, הצביעה על חולשת מערך ראיות התביעה, הנשען כל כולו על עדותה היחידה של המתלוננת, להוות בסיס להרשעת הנאשם",not annotated,איתי,,,,
328259,m08001086-173,5," במקביל להתייחסות לעמדת ההגנה לעיל, ומחמת אותה זהירות שיש לנהוג בעדותה היחידה של המתלוננת, מבלי שתפגם אמינותה, באומרה על דוכן העדים בפנינו  לשאלת התובעת: ""אני בחיים לא נגעתי בו, אני בחיים לא עשיתי כלום",not annotated,איתי,,,,
257350,SH-09-12-25181-569,5,"לא מצאתי כי יש בנקודה זו לכשעצמה, במכלול העדות הארוכה והמפורטת של המתלוננת, אשר כללה פרטים רבים ביותר אודות חלקי אירועים, כדי לפגום במהימנותה של העדות",not annotated,איתי,,,,
35130,m06003045,5," חוקר הילדים בחוות דעתו ובעדותו בביהמ""ש, ביסס את מסקנתו תוך הפנייה לדוגמאות מעדותו המוקלטת והמתורגמת של המתלונן ",not annotated,איתי,,,,
643043,m00000232-320,9,עדותה של המתלוננת מקבלת חיזוק נוסף מהודאתו של דניס לפני בוריס סיפר לו על כך שהוא קיים איתה מין אוראלי וכן מהודאות שני הנאשמים שהם חזרו ואיימו עליה שהם יספרו לכל העיר שהיא זונה,not annotated,איתי,,,,
294224,s002412,1,עדותה של המתלוננת הנתמכת בראיות נוספות אמינה עלי על כל חלקיה ואני מעדיפה אותה ללא סייג על עדותו של הנאשם,not annotated,איתי,,,,
330377,ME-09-12-23471-1,5,"בעת בחינת עדותה היחידה של המתלוננת יש לזכור מאפיין מרכזי נוסף ולפיו  המתלוננת סובלת מפיגור שכלי מלידה,  ואין מחלוקת כי למתלוננת גם ליקוי נפשי",not annotated,איתי,,,,
393336,ME-19-05-470887-11,12," לאחר קבלת תגובות עורכי הדין, ולאחר שהתקיים דיון שבו ב""כ הצדדים השלימו טיעוניהם בע""פ, החלטנו לדחות את הבקשה לפי  בעקבות זאת הגיש ב""כ הנאשם בקשה לזמן את עו""ד חובה כעד במשפט, ועו""ד חובה מסר את הסכמתו להעיד, אולם ב""כ הנאשם חזר בו מהבקשה, וכך נותרה רק העדות המשלימה של המתלונן בעניין זה, שנשמעה כאמור ביום 17",not annotated,איתי,,,,
781129,k00501499p,5,"עדותה הברורה של המתלוננת המפרטת את אירועי אותו בוקר מצביעה בבירור על היות הנאשם האיש שפרץ לביתה, תקף אותה וחבל בה וביהמ""ש קובע חד משמעית כי הנאשם הוא אדם אלים שפגיעתו רעה",not annotated,איתי,,,,
683287,s05002497-207,3,"מעבר לכך ייאמר כי לו היה ממש בטענת העלילה אף הייתי מצפה כי גרסת      המתלוננת תהא מובנית, מדוקלמת ומתוכננת לפרטי פרטים",not annotated,איתי,,,,
