sentence_id,Someone,somewhere,title,article_link,Someone_first_index,Someone_last_index,somewhere_first_index,somewhere_last_index,sentence_text,paragraph_text,url,tagger,status,label,label2,start_ind,end_ind,mental_state
653600,He,Lancaster Royal Grammar School,Kevin Roberts (businessman),https://en.wikipedia.org/wiki?curid=7546349,0,0,4,7,He was educated at Lancaster Royal Grammar School in the 1960s .,Roberts was born and raised in Lancaster in the northwest of England. He was educated at Lancaster Royal Grammar School in the 1960s. He then became an assistant brand manager for Mary Quant Cosmetics in 1969. Roberts was later promoted to a brand manager.,https://en.wikipedia.org/wiki?curid=7546349,Tagger5,not annotated,,,,,
826363,He,Lewis School,Douglas Davies,https://en.wikipedia.org/wiki?curid=4319916,0,0,4,5,"He was educated at Lewis School , Pengam , an old Grammar school in South Wales .","Davies was born on 11 February 1947 in [Llwynypia, the Rhondda Valley, but was brought up in Bedlinog], Wales. He was educated at Lewis School, Pengam, an old Grammar school in South Wales. He studied anthropology at St John's College, Durham, graduating with a Bachelor of Arts (BA) degree in 1969. He studied for a Master of Letters (MLitt) research degree in Mormonism at St Peter's College, Oxford and the Oxford Institute of Social Anthropology under the supervision of Bryan R. Wilson; he completed the degree in 1972. In 1971, he joined Cranmer Hall, an Anglican theological college attached to St John's College, Durham, to train for ordained ministry. During this time he also studied theology, graduating from Durham with a further BA degree in 1973.",https://en.wikipedia.org/wiki?curid=4319916,Tagger5,not annotated,,,,,
761765,Charles,Kirkwall,Charles Heddle,https://en.wikipedia.org/wiki?curid=54685089,0,0,4,4,Charles was educated in Kirkwall and at the Dollar Academy and in Edinburgh .,"Born in Sierra Leone in 1812, Charles was the illegitimate son of John Heddle from Kirkwall and Sophy Bouchier of Sierra Leone. His father died before he was born. Charles was educated in Kirkwall and at the Dollar Academy and in Edinburgh. He first set up in business in Banjul (Bathurst) in the Gambia in 1834. He returned to Sierra Leone a few years later. Here he helped his uncle Robert Heddle grow his business into one of the most successful businesses in the country. The company branched out from trading in peanuts to owning ships and running a shipping company.",https://en.wikipedia.org/wiki?curid=54685089,Tagger5,not annotated,,,,,
338265,He,Yale University,Edwin Arthur Burtt,https://en.wikipedia.org/wiki?curid=2362767,0,0,4,5,He was educated at Yale University .,"He was born on October 11, 1892 in Groton, Massachusetts. His missionary parents took Burtt to China for several of his teenage years. He was educated at Yale University. He graduated from Yale in 1915, where he was a member of Skull and Bones. He attended Union Theological Seminary and Columbia University. He became the Susan Linn Sage Professor of Philosophy at Cornell University in 1941.",https://en.wikipedia.org/wiki?curid=2362767,Tagger5,not annotated,,,,,
236662,He,Nelson College,Gerald R. Leighton,https://en.wikipedia.org/wiki?curid=53661578,0,0,4,5,He was educated at Nelson College in New Zealand and Manchester Grammar School .,"Leighton was born on 12 December 1868 in Bispham a suburb of Blackpool, the son of Rev James Leighton of Hereford. He was educated at Nelson College in New Zealand and Manchester Grammar School. He then studied Medicine at Edinburgh University, graduating MB in 1895. He decided to specialise in animal health.",https://en.wikipedia.org/wiki?curid=53661578,Tagger5,not annotated,,,,,
689159,She,University College,Sheana Keane,https://en.wikipedia.org/wiki?curid=8137249,0,0,4,5,She was educated at University College Dublin and holds a master 's degree in psychology .,"She was educated at University College Dublin and holds a master's degree in psychology. She is married to Jonathan Forrest, managing director of Cybercom, and they have two children.",https://en.wikipedia.org/wiki?curid=8137249,Tagger5,not annotated,,,,,
1066831,Crabb,the University of St Andrews,James Crabb (priest),https://en.wikipedia.org/wiki?curid=47740514,0,0,4,8,Crabb was educated at the University of St Andrews and ordained in 1854 .,Crabb was educated at the University of St Andrews and ordained in 1854. He was curate in charge at Lanark then held incumbencies at Pittenweem and Brechin. He was also Chaplain to the Provincial Grand Lodge of Forfarshire.,https://en.wikipedia.org/wiki?curid=47740514,Tagger5,not annotated,,,,,
808260,She,the Wallingford high school,Ella Maria Ballou,https://en.wikipedia.org/wiki?curid=54517783,0,0,4,7,She was educated in the Wallingford high school .,"Ella Maria Ballou was born in Wallingford, Vermont, November 15, 1852, and has spent her life in her native State. She was educated in the Wallingford high school.",https://en.wikipedia.org/wiki?curid=54517783,Tagger5,not annotated,,,,,
381016,She,Notting Hill High School,Clara Rackham,https://en.wikipedia.org/wiki?curid=38772779,0,0,4,7,"She was educated at Notting Hill High School , St Leonards School ( 1892–93 ) , Bedford College in 1894 , and like her older sister , Margaret , attended Newnham College , Cambridge .","Clara Rackham (known as Dorothea to her family) was born in Notting Hill, the daughter of Henry Tabor, a gentleman farmer from a non-conformist family based in Bocking in Essex and Emma Tabor (née Woodcock) who came from Wigan. She was educated at Notting Hill High School, St Leonards School (1892–93), Bedford College in 1894, and like her older sister, Margaret, attended Newnham College, Cambridge.",https://en.wikipedia.org/wiki?curid=38772779,Tagger5,not annotated,,,,,
1082590,He,Stowe School,Ric Thorpe,https://en.wikipedia.org/wiki?curid=47741013,0,0,4,5,"He was educated at Stowe School , an independent school in Stowe , Buckinghamshire .","Thorpe was born on 3 February 1965. He was educated at Stowe School, an independent school in Stowe, Buckinghamshire. He studied chemical engineering at the University of Birmingham and graduated with a Bachelor of Science (BSc) degree in 1987. His first career was as a marketing manager with Unilever.",https://en.wikipedia.org/wiki?curid=47741013,Tagger5,not annotated,,,,,
666729,Gabriel,an institution,Gabriel Bonnot de Mably,https://en.wikipedia.org/wiki?curid=1790075,0,0,7,8,Gabriel and his brothers were educated in an institution run by the Society of Jesus or Jesuits ; he enrolled in a seminary at Saint - Sulpice .,"Gabriel and his brothers were educated in an institution run by the Society of Jesus or Jesuits; he enrolled in a seminary at Saint-Sulpice. In 1742, he became a confidant of Cardinal Tencin, then Minister of State without Portfolio, for whom he carried out various diplomatic roles during the 1740 to 1748 War of the Austrian Succession. They included negotiating an alliance with Prussia in 1743 and preparing terms for the 1746 Congress of Breda, which sought to agree a separate peace with Britain. However, he fell out with Cardinal Tencin and thereafter focused on scholarly pursuits.",https://en.wikipedia.org/wiki?curid=1790075,Tagger5,not annotated,,,,,
439763,He,fellow artist William Ewart Lockhart,David Payne (artist),https://en.wikipedia.org/wiki?curid=26986891,0,0,9,13,He was educated at Annan Academy ( along with fellow artist William Ewart Lockhart ) .,"Payne was born in Annan in the old county of Dumfriesshire, the son of a Mason. He was educated at Annan Academy (along with fellow artist William Ewart Lockhart). He initially made his living as a house painter before becoming an artist. Payne moved to Derby in 1869 and was recorded as living at several places in the county of Derbyshire in the 1880s including Duffield and Barrow upon Trent. Payne was a student of George Turner ""Derbyshire's John Constable"") who also lived in Barrow upon Trent. Payne's carving of two anglers won the 1882 Derby Art Gallery medal for industrial art and the sculpture and medal have now been repurchased by the gallery.",https://en.wikipedia.org/wiki?curid=26986891,Tagger5,not annotated,,,,,
643455,He,Trinity College,Henry Thomson (Irish politician),https://en.wikipedia.org/wiki?curid=31445569,0,0,4,5,"He was educated at Trinity College , Dublin .","Born in 1840, Thomson was the second son of Henry Thomson of Newry, County Down, by his marriage to Anne, daughter of the Rev. William Henry, of Tassagh, County Armagh. He was educated at Trinity College, Dublin. In 1866, he married Alice Cecilia, the youngest daughter of Henry Corbet-Singleton of Aclare, County Meath.",https://en.wikipedia.org/wiki?curid=31445569,Tagger5,not annotated,,,,,
797303,He,the High School,James Gall,https://en.wikipedia.org/wiki?curid=204533,0,0,4,6,He was educated at the High School close to his home and at the Trustees Academy .,"He was educated at the High School close to his home and at the Trustees Academy. He was then apprenticed as a printer in his father's firm from 1822 before studying at the University of Edinburgh. From 1838 he became a partner in his father's publishing firm, which specialised in maps.",https://en.wikipedia.org/wiki?curid=204533,Tagger5,not annotated,,,,,
99161,He,the Montessori Lyceum Rotterdam,Jan Bergstra,https://en.wikipedia.org/wiki?curid=8136798,0,0,4,7,"He was educated at the Montessori Lyceum Rotterdam ( gymnasium beta ) and then studied mathematics at Utrecht University , starting in 1969 .","Jan Bergstra was born in 1951 in Rotterdam, the son of Tjeerd Bergstra and Johanna Bisschop. He was educated at the Montessori Lyceum Rotterdam (gymnasium beta) and then studied mathematics at Utrecht University, starting in 1969. After an MSc he wrote a PhD thesis, defended in 1976, on recursion theory in higher types, under the supervision of Dirk van Dalen.",https://en.wikipedia.org/wiki?curid=8136798,Tagger5,not annotated,,,,,
534745,she,Presbyterian Ladies ' College,Rosemary Balmford,https://en.wikipedia.org/wiki?curid=57406174,13,13,17,20,"Her mother taught her to read at the age of three , and she was educated at Presbyterian Ladies ' College , Melbourne Church of England Girls ' Grammar School , and the University of Melbourne where she resided at Janet Clarke Hall .","Balmford was born in 1933 in Melbourne. Her parents were Sir John Norris, also a barrister and Supreme Court judge, and Dame Ada Norris (). Her mother taught her to read at the age of three, and she was educated at Presbyterian Ladies' College, Melbourne Church of England Girls' Grammar School, and the University of Melbourne where she resided at Janet Clarke Hall. At Melbourne, she was awarded the Supreme Court Prize in 1954 for achieving the highest examination scores in her year.",https://en.wikipedia.org/wiki?curid=57406174,Tagger5,not annotated,,,,,
898370,he,his parents ' secular outlook,Béla Kun,https://en.wikipedia.org/wiki?curid=179859,7,7,1,5,"Despite his parents ' secular outlook , he was educated at the Silvania Főgimnázium in Zilah ( present - day Silvania National College , Zalău ) and a famous Reformed "" kollegium "" ( grammar school ) in the city of Kolozsvár ( now Cluj - Napoca , Romania ) .","Béla Kohn, later known as Béla Kun, was born on 20 February 1886 in the village of Lele, located near Szilágycseh, Transylvania, Kingdom of Hungary (today part of Hodod, Romania). His father, Samu Kohn was a lapsed Jewish village notary, while his mother, Róza Goldberger, was a Jewish convert to Protestantism. Despite his parents' secular outlook, he was educated at the Silvania Főgimnázium in Zilah (present-day Silvania National College, Zalău) and a famous Reformed ""kollegium"" (grammar school) in the city of Kolozsvár (now Cluj-Napoca, Romania).",https://en.wikipedia.org/wiki?curid=179859,Tagger5,not annotated,,,,,
1123314,He,Eton College,Robert Jacomb,https://en.wikipedia.org/wiki?curid=59500541,0,0,4,5,He was educated at Eton College from 1692 to 1695 .,"Jacomb was the third son of William Jacomb of St. Mary Aldermary, London, and his wife Mary Blayney, daughter of Robert Blayney of London. He was educated at Eton College from 1692 to 1695. He married Francis Eyre who died in 1716 and then, as his second wife, Lucy Pemberton. At some time he purchased Dunton's Manor at Feltwell, Norfolk from the Fleetwood family.",https://en.wikipedia.org/wiki?curid=59500541,Tagger5,not annotated,,,,,
629434,He,Harrow School,Vernon Armitage,https://en.wikipedia.org/wiki?curid=53659819,0,0,4,5,"He was educated at Harrow School and at Trinity College , Cambridge .","Vernon Armitage was the sixth son of the Lancashire industrialist Sir Elkanah Armitage and the only child of his father's second marriage. He was educated at Harrow School and at Trinity College, Cambridge. There is no record that he played cricket at Harrow and his only first-class appearance came in the match between Cambridge University and the Marylebone Cricket Club in 1864, when he batted low in the order and scored six runs in his only innings.",https://en.wikipedia.org/wiki?curid=53659819,Tagger5,not annotated,,,,,
419135,He,England,Timothy Abell,https://en.wikipedia.org/wiki?curid=42597558,0,0,4,4,"He was educated in England at Marlborough College , before undertaking studies at the University of Oxford .","Timothy George Abell (29 April 1930 – 9 March 2009) was an English cricketer and field hockey player. The son of the cricketer George Abell, Abell was born at Lahore while his father worked as a civil servant in the British Raj. He was educated in England at Marlborough College, before undertaking studies at the University of Oxford. He played hockey for Oxford, winning a blue. He would later play hockey for Middlesex and England. He would make one appearance in first-class cricket for the Free Foresters in 1954 against Cambridge University at Fenner's.",https://en.wikipedia.org/wiki?curid=42597558,Tagger5,not annotated,,,,,
639314,the Chinese - educated,Mandarin,Chinese Singaporeans,https://en.wikipedia.org/wiki?curid=1413338,5,8,12,12,"On the other hand , the Chinese - educated were educated with Mandarin as the medium of instruction but learnt little or no English .","Before the 1980s, Singaporean Chinese were either English-educated or Chinese-educated. The English-educated Chinese were educated with English as the medium of instruction and learnt little or no Mandarin in school (in such cases, Mandarin became an optional language). As a result, they became affianced to English-speaking and inevitably distanced from the Chinese language and their respective mother tongues. On the other hand, the Chinese-educated were educated with Mandarin as the medium of instruction but learnt little or no English. They usually speak Mandarin and their respective mother tongues with little or no English. There were of course a portion of Chinese Singaporeans who were bilingual, i.e. simultaneously educated with English and Mandarin as the medium of instruction, or who attended Chinese-based primary schools and subsequently transferred to English-based schools for their secondary education.",https://en.wikipedia.org/wiki?curid=1413338,Tagger5,not annotated,,,,,
66922,William,1719,"William Pitt, 1st Earl of Chatham",https://en.wikipedia.org/wiki?curid=33632,2,2,1,1,From 1719 William was educated at Eton College along with his brother .,"William Pitt was born at Golden Square, Westminster, on 15 November 1708. His older brother Thomas Pitt had been born in 1704. There were also five sisters: Harriet, Catherine, Ann, Elizabeth, and Mary. From 1719 William was educated at Eton College along with his brother. William disliked Eton, later claiming that ""a public school might suit a boy of turbulent disposition but would not do where there was any gentleness"". It was at school that Pitt began to suffer from gout. Governor Pitt died in 1726, and the family estate at Boconnoc passed to William's father. When he died the following year, Boconnoc was inherited by William's elder brother, Thomas Pitt of Boconnoc.",https://en.wikipedia.org/wiki?curid=33632,Tagger5,not annotated,,,,,
965910,He,Daceyville Primary School,Ross Freeman (politician),https://en.wikipedia.org/wiki?curid=27934125,0,0,4,6,He was educated at Daceyville Primary School and Maroubra Bay High School before becoming a clerk in the Supreme Court for the Attorney - General 's Department .,"Freeman was born in Maroubra to Arthur and Wilhelmina Freeman. He was educated at Daceyville Primary School and Maroubra Bay High School before becoming a clerk in the Supreme Court for the Attorney-General's Department. He studied law part-time, and was eventually admitted to the bar in 1971. In 1965 he became a volunteer in the Liberal Party, joining officially in 1967. He held various positions in the party in the Coogee and Randwick areas.",https://en.wikipedia.org/wiki?curid=27934125,Tagger5,not annotated,,,,,
1062012,Mark,Oatley,Mark Coure,https://en.wikipedia.org/wiki?curid=31356291,0,0,8,8,"Mark was educated at St Joseph 's at Oatley , then Marist College Penshurst and Kogarah .","Mark was educated at St Joseph's at Oatley, then Marist College Penshurst and Kogarah. He was a business operator and franchisee owner of Mortgage Choice, a mortgage broking service.",https://en.wikipedia.org/wiki?curid=31356291,Tagger5,not annotated,,,,,
993654,He,the Coburn Classical Institute,Herbert Elijah Wadsworth,https://en.wikipedia.org/wiki?curid=46393784,0,0,10,13,"He was educated first at Hebron Academy , then at the Coburn Classical Institute .","Wadsworth was born on October 25, 1868 in Livermore Falls, Maine, to Elijah Wadsworth and Ruth Ann Record. He was educated first at Hebron Academy, then at the Coburn Classical Institute. He graduated from Colby College in 1892, where he was a member of Delta Kappa Epsilon.",https://en.wikipedia.org/wiki?curid=46393784,Tagger5,not annotated,,,,,
961202,he,strategy,Ahmed Izzet Pasha,https://en.wikipedia.org/wiki?curid=7547345,4,4,8,8,"From 1887 to 1890 he was educated in strategy and military geography in the Ottoman Military College , while later until 1894 he studied in Germany under Colmar Freiherr von der Goltz .","He was born in Nasliç, Manastir Vilayet, into an Albanian family. His father was prominent civil servant of the area. From 1887 to 1890 he was educated in strategy and military geography in the Ottoman Military College, while later until 1894 he studied in Germany under Colmar Freiherr von der Goltz. As a result of his participation in the Greco-Turkish War he was promoted to the rank of Miralay (colonel). In 1908 after the Young Turk Revolution he became chief of the Ottoman general staff. During that period ( under the Young Turk Government) he was opposed to the reprisals of the Ottoman army under Mahmud Shevket Pasha against civilians during the Albanian revolts of 1910. His strong opposal to Mahmud Pasha's policies led to his dismissal and reappointment in Yemen in February 1911.",https://en.wikipedia.org/wiki?curid=7547345,Tagger5,not annotated,,,,,
928180,He,Winchester College,"John Rolle, 1st Baron Rolle",https://en.wikipedia.org/wiki?curid=5412865,0,0,4,5,"He was educated at Winchester College and Emmanuel College , Cambridge , and became a country gentleman in Devon .","He was educated at Winchester College and Emmanuel College, Cambridge, and became a country gentleman in Devon. He lived at Tidwell, within the family owned manor of East Budleigh on the south Devon coast, certainly between 1786 and 1796. The estate of Tidwell had been purchased by the Walrond family in about 1730, and hence it may have been the property of Rolle's first wife Maria Walrond. This Georgian country house is now a hotel, in the renamed parish of Budleigh Salterton. When his uncle John Rolle Walter died in November 1779, he was put forward to take up his seat in parliament. At this time, the seat of Devon was controlled by a group of large landowners principally in the families of Courtenay of Powderham, Bampfylde of Poltimore and Rolle, who had so many supporters that no other challenge was possible. Due to the prohibitive expense of mounting an opposition, the county had not seen a contested election since 1712. Rolle was duly elected unopposed on 4 January 1780.",https://en.wikipedia.org/wiki?curid=5412865,Tagger5,not annotated,,,,,
549802,He,Oriel College,Henry Egerton (priest),https://en.wikipedia.org/wiki?curid=55826690,0,0,4,5,"He was educated at Oriel College , Oxford , graduating B.A. in 1749 and M.A. in 1752 .","Egerton was son of Henry Egerton, the Bishop of Hereford. He was educated at Oriel College, Oxford, graduating B.A. in 1749 and M.A. in 1752. After university he acted as domestic chaplain to Lord James Beauclerk, his father's successor, and then Richard Lumley-Saunderson, 4th Earl of Scarbrough. He was also Rector of Bishop Wearmouth and a Prebendary of Durham.",https://en.wikipedia.org/wiki?curid=55826690,Tagger5,not annotated,,,,,
738976,Aldin,Eastbourne College,Cecil Aldin,https://en.wikipedia.org/wiki?curid=3328449,4,4,8,9,"Born in Slough , Aldin was educated at Eastbourne College and Solihull Grammar School .","Born in Slough, Aldin was educated at Eastbourne College and Solihull Grammar School. Cecil Aldin's father, a builder, was a keen amateur artist so Cecil started drawing at a very young age. He studied art at the studio of Albert Joseph Moore in Kensington but, unhappy with the teaching methods Aldin left after a month to study animal anatomy at the National Art Training School in South Kensington. After this he attended a summer school run by the animal painter and teacher, William Frank Calderon at Midhurst, Sussex. Aldin left when he developed rheumatic fever but shortly afterwards he sold his first drawing, which appeared in ""The Building News"" of 12 September 1890. This was followed by a dog show picture purchased by ""The Graphic"" in 1891. He rented a studio in Chelsea and in 1892 he began a long association with ""The Illustrated London News"". Whilst at Chelsea he would often draw in the London Zoological Gardens and an early work on a tiger in the zoo which was drawn from life was found to be a copyright of a photograph by Gambier Bolton. He also did some work for Cadbury's advertising. Aldin was commissioned by ""The Pall Mall Budget"" in 1894 to illustrate the serialisation of stories from Rudyard Kipling's ""The Second Jungle Book"".",https://en.wikipedia.org/wiki?curid=3328449,Tagger5,not annotated,,,,,
441324,His daughter,her mother,Logan Fontenelle,https://en.wikipedia.org/wiki?curid=11904750,0,1,8,9,"His daughter Susan was educated at home with her mother and family , received extended training in the local mission schools , and married a half - breed named Louis Neals .","Logan Fontenelle was born at Fort Atkinson, Nebraska Territory on May 6, 1825. He was the oldest son of four born to ""Me-um-bane,"" a daughter of the Omaha principal chief Big Elk (1770–1846/1853), and her husband Lucien Fontenelle, a French-American fur trader from New Orleans. Their other children were Albert (1827–1859), Tecumseh (Felix) (1829–1858) (named after the Shawnee chief), Henry (born 1831), and Susan (1833–1897). The senior Fontenelle sent his sons to St. Louis, Missouri for European-American schooling. His daughter Susan was educated at home with her mother and family, received extended training in the local mission schools, and married a half-breed named Louis Neals.",https://en.wikipedia.org/wiki?curid=11904750,Tagger5,not annotated,,,,,
1120958,He,Yale University,Eugene Linden (author),https://en.wikipedia.org/wiki?curid=4004054,0,0,4,5,He was educated at Yale University .,"Eugene Linden (b. ca. 1947) is an American author of several non-fiction books on science, technology, the environment, and humanity's relationship with Nature. He was educated at Yale University. He lives in Nyack, New York.",https://en.wikipedia.org/wiki?curid=4004054,Tagger5,not annotated,,,,,
734748,He,Eketahuna District High School,John Dawson (botanist),https://en.wikipedia.org/wiki?curid=60240847,0,0,4,7,He was educated at Eketahuna District High School and Christchurch Boys ' High School .,"Dawson was born in Eketahuna on 1 February 1928. He was educated at Eketahuna District High School and Christchurch Boys' High School. He studied at Victoria University College from 1947 to 1952, graduating with a Master of Arts with second-class honours in 1953. He was then awarded a Fulbright Scholarship, and undertook doctoral studies at the University of California, Berkeley, from where he gained a PhD in January 1958. The title of his thesis was ""A revision of the genus Anisotome Hook f. (Umbelliferae)"".",https://en.wikipedia.org/wiki?curid=60240847,Tagger5,not annotated,,,,,
469750,Linton,1951,Con Linton,https://en.wikipedia.org/wiki?curid=42091921,6,6,13,13,"Born in Nelson in 1938 , Linton was educated at Nelson College from 1951 to 1952 .","Born in Nelson in 1938, Linton was educated at Nelson College from 1951 to 1952. He died at his home in Auckland on 30 December 2016, and was survived by his wife.",https://en.wikipedia.org/wiki?curid=42091921,Tagger5,not annotated,,,,,
641725,He,Portugal,Nuno da Silva Gonçalves,https://en.wikipedia.org/wiki?curid=49889484,0,0,4,4,"He was educated in Portugal and Italy , earning a licentiate in philosophy and letters from the Catholic University of Portugal , and a licentiate in theology and both a licentiate and doctorate in Church history from the Gregorian University in Rome .","Gonçalves was born in Lisbon, Portugal in 1958 and entered the Society of Jesus (Jesuits) at a young age. He was ordained a priest on July 12, 1986. He was educated in Portugal and Italy, earning a licentiate in philosophy and letters from the Catholic University of Portugal, and a licentiate in theology and both a licentiate and doctorate in Church history from the Gregorian University in Rome.",https://en.wikipedia.org/wiki?curid=49889484,Tagger5,not annotated,,,,,
1021756,He,St. Benedict 's College,G. C. Rambukpotha,https://en.wikipedia.org/wiki?curid=60393221,0,0,4,7,"He was educated at St. Benedict 's College , Colombo .","George Christopher Rampukpotha was born on 8 December 1884, the eldest son of Peter Benjamin Punchi Bandara Rambukpotha, the Rate Mahatmaya of Wellawaya, and Charlotte Elizabeth Taldene née Kumarihamy. He was educated at St. Benedict's College, Colombo. He was appointed as a Proctor at the Supreme Court ofCeylon.",https://en.wikipedia.org/wiki?curid=60393221,Tagger5,not annotated,,,,,
104730,she,her home,Dorothy Wadham,https://en.wikipedia.org/wiki?curid=10636907,19,19,23,24,"Later in life , her writing skill and knowledge of Latin was evident , and it is likely that she was educated at her home , Ingatestone Hall , Essex .","When Dorothy's mother Gertrude Tyrrell died on 28 May 1541, she was brought up by Petre's second wife, Anne, who was also a Tyrrell by her first marriage. Later in life, her writing skill and knowledge of Latin was evident, and it is likely that she was educated at her home, Ingatestone Hall, Essex.",https://en.wikipedia.org/wiki?curid=10636907,Tagger5,not annotated,,,,,
856411,He,Eton College,"Henry Somerset, 8th Duke of Beaufort",https://en.wikipedia.org/wiki?curid=2341687,0,0,4,5,He was educated at Eton College .,"Born in Paris, he was the only son of Henry Somerset, 7th Duke of Beaufort by his second wife Emily Frances, daughter of Charles Culling Smith and his wife Lady Anne Wellesley. He was educated at Eton College.",https://en.wikipedia.org/wiki?curid=2341687,Tagger5,not annotated,,,,,
446235,Berry,Ipswich Grammar School,Nic Berry,https://en.wikipedia.org/wiki?curid=4940427,0,0,4,6,Berry was educated at Ipswich Grammar School in Queensland .,"Berry was educated at Ipswich Grammar School in Queensland. He represented Australia at rugby union in the under-21 national team at the under-21 World Cup in Argentina. He made his Super 12 debut for the Queensland Reds against the Hurricanes in 2005. He started four games in 2005, and played another five off the bench. He made his run-on debut at halfback replacing the injured Josh Valentine in a match against the Bulls. In 2006 Berry was selected in the Australian Prime Ministers XV to take on the Japanese national team in Tokyo on 4 November. He was also part of the Sunnybank team that won the 2005 and 2007 Queensland Premier Rugby trophy.",https://en.wikipedia.org/wiki?curid=4940427,Tagger5,not annotated,,,,,
668052,Schill,Bedales,Eleanor Schill,https://en.wikipedia.org/wiki?curid=60203304,0,0,4,4,"Schill was educated at Bedales , her time there having a profound effect on her Christian faith .","Schill was educated at Bedales, her time there having a profound effect on her Christian faith. From there she attended the Victoria University of Manchester where she studied medicine, one of the earliest female doctors to be trained there. Schill graduated MBChB in 1927, gaining her Diploma in Psychological Medicine in 1937.",https://en.wikipedia.org/wiki?curid=60203304,Tagger5,not annotated,,,,,
891820,he,the domain school,Matsudaira Katamori,https://en.wikipedia.org/wiki?curid=1393990,16,16,20,22,"Interested to further Katamori 's education , Katataka then sent his heir to Aizu , where he was educated in the domain school , Nisshinkan .","Matsudaira Katamori was born in the Yotsuya district of Edo, on February 15, 1836, at the residence of the Takasu Domain He was the seventh son of Matsudaira Yoshitatsu, ""daimyō"" of Takasu, born by one of Yoshitatsu's concubines, a woman of the Komori family whose name is believed by some scholars to be Komori Chiyo (she was also known by her Buddhist name, Zenkyō-in.) Katamori, or as he was first known, Keinosuke (), had an eventful childhood. Though the Takasu domain was small, it had a high level of prestige due to its status as a branch family of the Tokugawa clan (through the gosanke house of Owari). Furthermore, in the history of the Takasu-Matsudaira line, there were ""daimyōs"" who had been adopted from senior branches of the Tokugawa clan, such as Mito. Consequently, Katamori was in a very good position to be adopted out to a senior member of the Tokugawa house. This opportunity presented itself in the form of Matsudaira Katataka, the 8th generation lord of the Aizu domain. Yoshitatsu readily approved of the adoption, not only because Katataka was the lord of a more senior house with a distinguished history and lineage, but the fact that Katataka was his birth brother must have also entered into the equation. Consequently, the young Keinosuke was adopted by Katataka, and married Katataka's daughter Toshihime, in 1856. Following his adoption, Keinosuke assumed the name ""Katamori"", which made use of one of the characters from his adoptive father's name. He was presented to the reigning shōgun, Tokugawa Ieyoshi, as well as to Ii Naosuke, four months after his adoption, and at the end of the year was invested with the court title of ""Wakasa no Kami"" (), which was traditionally held by the heir to the house of Aizu. Interested to further Katamori's education, Katataka then sent his heir to Aizu, where he was educated in the domain school, Nisshinkan.",https://en.wikipedia.org/wiki?curid=1393990,Tagger5,not annotated,,,,,
1091733,Klein,the gymnasium,Julius Leopold Klein,https://en.wikipedia.org/wiki?curid=1304685,0,0,4,5,"Klein was educated at the gymnasium in Pest , and studied medicine in Vienna and Berlin .","Klein was educated at the gymnasium in Pest, and studied medicine in Vienna and Berlin. After travelling in Italy and Greece, he settled as a man of letters in Berlin, where he remained until his death.",https://en.wikipedia.org/wiki?curid=1304685,Tagger5,not annotated,,,,,
469524,he,Bridgnorth Endowed School,William Bree,https://en.wikipedia.org/wiki?curid=52930972,14,14,18,20,"The son of The Rev William Thomas Bree , MA , Rector of Allesley he was educated at Bridgnorth Endowed School and Merton College , Oxford .","The son of The Rev William Thomas Bree, MA, Rector of Allesley he was educated at Bridgnorth Endowed School and Merton College, Oxford. He was ordained in 1848, and was curate at Polebrook until 1863, when he succeeded his father at Allesley. He married firstly, in 1853, Mary Duke; and, secondly, Sophy Adèle Biggs. His great nephew, the actor James Bree, was patron of the benefice until his death in 2008.",https://en.wikipedia.org/wiki?curid=52930972,Tagger5,not annotated,,,,,
720112,All Aboriginal people,the western system,Wangkatha,https://en.wikipedia.org/wiki?curid=11742960,0,2,12,14,All Aboriginal people who were placed in Mount Margaret were educated by the western system and learnt about Christianity .,"Therefore, white missionaries from New South Wales disembarked to Western Australia to establish an area that is now known as the Mount Margaret Aboriginal Community. Many of the Aboriginal people who are of the Wongutha/Wangkatha language were part of Mount Margaret. All Aboriginal people who were placed in Mount Margaret were educated by the western system and learnt about Christianity. There came other neighbouring language/tribal groups who spoke similar languages and shared Tjurkurrpa, such as the Pitjitjintjarra and the Ngaanyantjarra. Other foreign language groups with different languages and customs also were placed at Mount Margaret Mission which included Ngadju, Tjupan and Mirning.",https://en.wikipedia.org/wiki?curid=11742960,Tagger5,not annotated,,,,,
468099,He,Hurstpierpoint College,Edward Arthur Maund,https://en.wikipedia.org/wiki?curid=17923752,0,0,4,5,"He was educated at Hurstpierpoint College , where he later acted as Assistant Master between 1872 and 1873 , and matriculated at Peterhouse , Cambridge in 1873 .","He was educated at Hurstpierpoint College, where he later acted as Assistant Master between 1872 and 1873, and matriculated at Peterhouse, Cambridge in 1873. He emigrated to South Africa where he played an active role in establishing British settlement in Rhodesia. He served with the Bechuanaland Field Force under Sir Charles Warren during the Warren Expedition in Bechuanaland in 1884 and 1885, and in Mashonaland between 1889 and 1896.",https://en.wikipedia.org/wiki?curid=17923752,Tagger5,not annotated,,,,,
